0,MLSNUM,STATUS,LISTPRICE,SOLDPRICE,LISTDATE,SOLDDATE,EXPIREDDATE,DOM,DTO,ADDRESS,CITY,STATE,ZIP,AREA,BEDS,BATHS,SQFT,AGE,LOTSIZE,AGENTNAME,OFFICENAME,OFFICEPHONE,SHOWINGINSTRUCTIONS,REMARKS,STYLE,LEVEL,GARAGE,HEATING,COOLING,ELEMENTARYSCHOOL,JUNIORHIGHSCHOOL,HIGHSCHOOL,OTHERFEATURES,PROPTYPE,STREETNAME,HOUSENUM1,HOUSENUM2,PHOTOURL
652,72234962,CTG,959000,,9/27/2017,,,145,138,3964 Washington St,Boston,MA,2131,Roslindale,9,3,3400,102,5412,Nicholas Spagnola,Spagnola Real Estate,(781) 241-3355,"Accompanied Showings, Appointment Required","ROSLINDALE/JAMAICA PLAIN LINE 3 FAMILY IN PRIME LOCATION. ONE VACANT AND RENOVATED UNIT! Vacant unit features a modern kitchen with beautiful cabinets, granite countertops and stainless steel appliances, custom tile bathroom and crown molding throughout! Walnut stained oak hardwood floors throughout and private porch! Suggested rent is north of $2500 per month! Unit 1 is moving in a few months, Unit 2 is leased for $1675 until 8/31/18. The market rent is significantly higher. Easy access to public Forest Hills Station, Orange Line, bus routes and major transportation routes.",,,0,,,,,,,MF,Washington St,3964,3964,http://media.mlspin.com/photo.aspx?mls=72234962
653,72234968,SLD,679900,680000,9/27/2017,12/22/2017,,21,6,12-14 Chestnut Park,Melrose,MA,2176,,4,3,2890,118,7707,Terri  A. Maffeo,Bean Group,(800) 450-7784,"Appointment Required, Schedule with ShowingTime or call 888-627-2775","Located in the heart of suburban Melrose, this two-family Victorian exudes character and pride of ownership. The first-floor unit features 1,720 sf of living space with two bedrooms and two baths. The living room is equipped with pocket doors that lead into the dining room, where french doors and a fireplace add to the ambiance. You’ll also find a large eat-in kitchen, family room with recessed lighting, and a master bedroom with great closet space and a private bath. Beyond the two bedrooms, the convenient bonus room could be used as an office or even a third bedroom. The second-floor unit is 1,170 sf with two bedrooms and one bath. The bright, sunny living room opens to the dining room with built-in cabinetry. One of the appealing features of this unit is the unlimited potential of the walk-up attic, with its 1,185 sf of unfinished space. Both units offer ceiling fans and hardwood floors. This home is close to downtown restaurants, shops, public transportation, and major highways.",,,0,,,Apply,,,,MF,Chestnut Park,1214,Dec-14,http://media.mlspin.com/photo.aspx?mls=72234968
654,72234984,SLD,429900,400000,9/27/2017,12/04/2017,,38,24,12 Herschel Street,Lynn,MA,1902,,5,3,2592,127,4289,Michael Connor,Connor Real Estate,(781) 581-5940,"Call List Agent, Other (See Special Showing Instructions)","Third floor needs to be completely done over.  No central heat.  Space heater in kitchen.  Nice level back yard.   2 car garage.  House just painted.  New roof.  Swampscott line.  Great for investment.  House may not qualify for FHA financing.  Great side street location.  Close to schools, transportation and shopping.",,,2,,,,,English High,,MF,Herschel Street,12,12,http://media.mlspin.com/photo.aspx?mls=72234984
655,72235073,SLD,190000,193000,9/27/2017,12/12/2017,,20,5,791-793 Carew st,Springfield,MA,1104,,8,3,2444,94,5001,Fallah Razzak,"Landmark, REALTORS®",(413) 596-4500,Call List Agent,"Large two family house has additional rooms on the third floor as well. First and Second floor units have three bedrooms each with hardwood floors.This Home will not last. Perfect for Owner Occupant or investor. This home is in move in condition and offers 3 Bedrooms per unit.  Living Room, Dining Room kitchen and 1 full bathroom, also Finished attic with two bedrooms, living space and full bathroom. The front  porches have been updated. laundry in the  basement. Replacement windows, circuit breakers, updated kitchen and  baths. New roof, Fenced yard, plenty of parking space. Excellent location close to shopping, schools, medical facilities and highways. Do not miss this deal.",,,0,,,,,,,MF,Carew st,791793,791-793,http://media.mlspin.com/photo.aspx?mls=72235073
656,72235083,SLD,1629000,1500000,9/27/2017,12/29/2017,,58,58,34-36 Murray Hill Rd,Cambridge,MA,2140,,4,4,3134,90,5147,Lilia Gouarian,Keller Williams Realty,(617) 497-8900,"Call List Agent, Accompanied Showings","A Rare to Market newly-renovated 2-family home offers many options for either your extended family, OR make one unit your home and rent the other, OR rent both for a dual income stream, OR make it a single family! Both units feature gorgeous kitchen with custom maple cabinets, granite countertops, stainless steel appliances, dining and living rooms, 2 dens and 2 levels of flexible living space and 2 full bathrooms for each unit. Handsome hardwood floors, beautiful custom made closets, central A/C, 4 parking spaces total. Full perimeter French drain in the basement. Close to International School of Boston, Minuteman Bikeway and a dream for commuters, Rt. 16, Rt. 2. It's simply minutes away. See 34 and 36 Murray Hill for more details on individual units.",,,0,,,,,,,MF,Murray Hill Rd,3436,34-36,http://media.mlspin.com/photo.aspx?mls=72235083
657,72235171,ACT,240000,,9/28/2017,,,144,,390 E Main St,East Brookfield,MA,1515,,3,2,2344,218,30492,Donna Flannery,ERA Key Realty Services- Spenc,(508) 885-6336,"Lock Box, Appointment Required, Sign, Schedule with ShowingTime or call 888-627-2775","First time on the market! This is a perfect home for an owner occupied with a mortgage helper or in law! Longtime owners have loved this place and it shows. Immaculate condition inside and out!  Beautiful 3/4 acre lot on Main street in the quaint New England town of East Brookfield. Tons of green space, flower gardens, above ground pool and deck overlooks all of it....Quick highway access(MA pike about 12 min.) and walking distance to town, restaurants,Lake Lashaway. On the inside you will find a flexable floor plan to arrange your rooms the way you want, some nice antique features are still here!  Three to five bedrooms if thats what you need inc. a one bedroom 2nd floor in-law apartment for extended family or increase the space for your family. Currently rented to a longtime tenant at will since 1979.  Tons of parking...possibility for an in home business? So much potential here! This is not just a house...it's a home and you will feel that once you walk through the door...Come see i",,,0,,,,,,,MF,E Main St,390,390,http://media.mlspin.com/photo.aspx?mls=72235171
658,72235269,SLD,569900,569900,9/28/2017,12/01/2017,,28,13,47 Gould Ave,Malden,MA,2148,,6,2,2316,118,3948,Daniel Fabbri,Century 21 Advance Realty,(781) 395-2121,"Call List Office, Appointment Required, Sign","HURRY!! Just minutes to Malden T stop from this large 4/7 two family home! 1st level has 4 large rooms, big fully applainced eat in kitchen with tile floor and wood & maple cabinets and stackable laundry hookup, c/t bath, living is spacious with hardwood floors and two good size bedrooms both with hardwood floors. front and side enclosed 3 season porches complete this unit. 2nd unit is on 2 levels. 1st level has big fully applainced eat in kitchen with tile floors, pantry and oak cabinets, ct bath, large living room with hardwood floors, bedrooms with hardwood floors, small office and enc porch complete this level. 2 nd level has 2 additional bedrooms with lino floors and both have electric heat. Separate fha/gas heat, most replacement windows, 2 driveways with parking for 6-8 cars and so much more. If you are looking for a great home within a few minutes of T stop then this is the location for you!!",,,0,,,,,,,MF,Gould Ave,47,47,http://media.mlspin.com/photo.aspx?mls=72235269
659,72235272,SLD,165000,150000,9/28/2017,12/08/2017,,21,21,3 Bridge St,Montague,MA,1349,Millers Falls ,5,3,2782,118,6708,Michael Pratt,Coldwell Banker Upton-Massamont REALTORS®,(413) 625-6366,"Call List Agent, Accompanied Showings, Appointment Required","Brick 2-family with a long history of good care. First floor: kitchen/living, two bedrooms, 1.5 baths. Second floor: kitchen, living room,  three bedrooms, two baths. Paved driveway down to the back basement level offers a garage, coin-op laundry available for both units, tenant storage area, interior common stairs to the first and second floor units. Rubber membrane roof and mechanicals updated and in good condition.",,,1,,,,,,,MF,Bridge St,3,3,http://media.mlspin.com/photo.aspx?mls=72235272
660,72235273,SLD,997000,897000,9/28/2017,12/07/2017,,27,12,33 Merriam St,Somerville,MA,2143,,6,3,2635,108,3510,Listing Group,"Lamacchia Realty, Inc.",(617) 924-6563,"Lock Box, Appointment Required, Schedule with ShowingTime or call 888-627-2775","**First Showing at Open House Fri. 9/29 from 5:00pm-6:30pm. Second showing Sat. 9/30 from 1:00pm-2:00pm.** Great owner occupant and/ or investment opportunity! 3 Unit Multi-Family home perfectly situated near Union Square! All 3 units have identical floor plans and include a kitchen w/ large pantry, living room, full bath & 2 bedrooms. Outside you will find a good sized fenced in back yard & 3 car driveway. Close to major hgwys, restaurants, shops & much more!! Do not let this one get away!!",,,0,,,,,,,MF,Merriam St,33,33,http://media.mlspin.com/photo.aspx?mls=72235273
661,72235324,SLD,559900,550000,9/28/2017,12/22/2017,,37,23,108 Church Street,Wilmington,MA,1887,,4,2,2097,118,16117,Ellen Bartnicki,RE/MAX Encore,(978) 988-0028,"Appointment Required, Sign, Schedule with ShowingTime or call 888-627-2775","Rare opportunity to own a 2 Family home in Wilmington! Let the rent help you pay your mortgage! Large 1st floor unit offers a versatile floor plan which includes open kitchen, dining and living rooms along with 2 or 3 bedrooms. Large room located off the back can be used as a master bedroom, family room or in home office.  So many possibilities. Beautiful hardwood flooring throughout most of the unit too. The second floor unit offers 2 bedrooms, full bath and hardwood flooring. Great location - Walk to the train, town center and brand new high school!",,,0,,,,,,,MF,Church Street,108,108,http://media.mlspin.com/photo.aspx?mls=72235324
662,72235384,SLD,369000,390000,9/28/2017,12/01/2017,,18,3,384 Market Street,Rockland,MA,2370,,4,2,2500,98,14201,Sydney Elliott,William Raveis R.E. & Home Services,(781) 659-6650,"Call List Agent, Accompanied Showings, Sign","Rare 2 family opportunity in great condition offering a 1 bedroom first floor unit and 3 bedroom  2nd floor unit both  with excellent rental history. This property could be utilized as strictly investment or become your chance as an owner occupied investor. Both units are large open and spacious with upgrades that today's renter are looking for. The exterior of the home has detailed deco moldings and has wonderful curb appeal. The is a deck for summer enjoyment in each unit and there is no issue with off street parking.  Totally separate utilities are plus. Only minutes to the highway,shopping and restaurants make this a great location.",,,0,,,,,,,MF,Market Street,384,384,http://media.mlspin.com/photo.aspx?mls=72235384
663,72235436,CTG,139900,,9/28/2017,,,144,130,97-99 Miller st,Springfield,MA,1104,,6,2,2376,95,5001,Fallah Razzak,"Landmark, REALTORS®",(413) 596-4500,Call List Agent,"Whether you move in and live rent free! or just collect the rents, which will yield a large profit,this purchases will be a win, win, to the lucky owner! Large two family for sale in East Springfield. Three bedrooms, kitchen, dining room, living room and enclosed porch in each unit. Close to shopping plazas, medical facilities, parks, highway access, etc. Newer furnaces. Hardwood floors. Two car garage.",,,2,,,,,,,MF,Miller st,9799,97-99,http://media.mlspin.com/photo.aspx?mls=72235436
664,72235445,ACT,314900,,9/28/2017,,,144,,109 west st,Randolph,MA,2368,,4,2,1568,118,18000,David J. Oliveri,Berkshire Hathaway HomeServices N.E. Prime Properties,(617) 969-4989,Schedule with ShowingTime or call 888-627-2775,"Come check out this large 2 unit home with each unit featuring 2 beds and 1 bath. The first floor unit is a complete blank space for an investor or owner to come in and rebuild to there preferences, so many different options and a large space to customize the unit just the way you like. The second unit is move in ready. Property also features a large yard and driveway parking. DONT MISS OUT ON THIS GREAT OPPORTUNITY",,,0,,,,,,,MF,west st,109,109,http://media.mlspin.com/photo.aspx?mls=72235445
665,72235598,SLD,599000,660000,9/28/2017,12/06/2017,,22,6,9 Selden St,Boston,MA,2124,,9,3,3807,98,5246,Bob DeVito,Cameron Real Estate Group,(781) 486-3180,Call List Agent,Incredible opportunity for a lucky home owner. Updated and move in ready. Offering an owners unit with 6-7 large bedrooms. 2 full baths. Hardwood Floors.  Both units have laundry hookup in units. Large kitchens and beautiful bathrooms. 1st floor unit has 3 large bedrooms. Detached garage. Off street parking. This is not a typical home and won't last.,,,2,,,,,,,MF,Selden St,9,9,http://media.mlspin.com/photo.aspx?mls=72235598
666,72235738,SLD,800000,785000,9/28/2017,12/15/2017,,32,14,945 Hyde Park Avenue,Boston,MA,2136,Hyde Park,9,3,3882,113,5217,Gabriel M. Azubuike,Home America Realty & Investments,(617) 322-6183,"Call List Office, Call List Agent","Exquisite, specious 3 family residential home now available in prime location of  Hyde Park neighborhood. All the three units feature central air conditioning. First floor unit has been fully renovated, offering gleaming hardwood floors, new kitchen cabinate galore, double bathroom sink with Granite top. All other units are well maintained and updated. Easy access to highway, MBTA transportation, restaurants, grocery market shopping center, the gym, goof course, etc. Newer heating furnace and water tank. This is a fantastic investment opportunity or owner occupied. This awesome property is not going to last. Call today and make an appointment.",,,0,,,,,,,MF,Hyde Park Avenue,945,945,http://media.mlspin.com/photo.aspx?mls=72235738
667,72235769,SLD,800000,900000,9/28/2017,12/01/2017,,7,6,242 Poplar Street,Boston,MA,2131,Roslindale,7,3,3555,113,9077,Christian  Iantosca Team,Arborview Realty Inc.,(617) 522-2421,Other (See Special Showing Instructions),"Delivered Vacant, Traditional triple decker with parking minutes to Roslindale Village offers opportunity for investor, developer or savvy homeowner. Each unit offers in unit laundry, front & back decks, hardwood floors and large pantry area.  Top floor - owners unit features 3 beds + office, has cathedral ceilings, open layout and spectacular light. Units 1 & 2 were recently rented for $ 1,800 each but are now vacant in preparation for sale.  Large double deep lot offers potential for garden or yard area with a bit of landscaping.  Old 2 car garage and plenty of parking.  Excellent Roslindale location, mins to Village shops, restaurants, Commuter Rail, Bike path to Boston, farmers market.  Opportunity to make minor updates and capture market rents, or fully renovate to condos.  3 heating systems installed 2015. New roof 2010.  Offers Due Wed 10/4 @ noon.",,,2,,,,,,,MF,Poplar Street,242,242,http://media.mlspin.com/photo.aspx?mls=72235769
668,72235839,ACT,389900,,9/28/2017,,,66,,607 Chelmsford St,Lowell,MA,1851,Highlands,5,4,2777,103,5053,Paul-Ratha Yem,"Global Realty Network, LLC",(800) 494-2400,Schedule with Centralized Showing Service or call 888-866-8388,"A mixed use 4 unit property: First floor front has 3 rooms, 2 bedrooms, a bath and a kitchen. First floor rear, has 3 rooms including kitchen, full bath and 2 bedrooms. Second floor front has 4 rooms: kitchen, full bath, living room, 1 bedroom and  office/den that can be used as a bedroom. Second floor rear has 4 rooms including kitchen, living room, full bath and 2 bedrooms. Both owners live in all 4 units. Off street parking for 6 cars. Rent includes heat. Tenants pay their own electricity.**Back On The Market Due to Buyers Financing ** PLEASE READ FIRM REMARK FOR SHOWING INSTRUCTIONS.",,,0,,,,,,,MF,Chelmsford St,607,607,http://media.mlspin.com/photo.aspx?mls=72235839
669,72235844,SLD,119900,100000,9/28/2017,12/13/2017,,153,25,34 Hood St,Fall River,MA,2720,,8,3,2706,118,3479,Muhammad Mushtaq,"Weichert, REALTORS® - SBA Group",(844) 722-7325,Other (See Special Showing Instructions),"Fall River Offering three family property in established neighborhood. First and second floors offer 3 bedrooms and double paler, and pantry kitchen. Third floor is  2 bedrooms double paler and kitchen. Easy access to area amenities including hospital and educational facilities. Call for further details. ""See attachment for PAS requirements and WFHM offer submittal information in MLS document section.Occupied property. Seller will not relocate tenants. Sold As-Is and occupied. No access to property. Do not walk on the property. Do not approach the occupants. Smoke and CO certificate to be obtained by Buyers and Buyers' agent. Please submit all offers to the listing broker/agent.",,,0,,,,,Durfee High,,MF,Hood St,34,34,http://media.mlspin.com/photo.aspx?mls=72235844
670,72235915,SLD,489900,458000,9/29/2017,12/15/2017,,54,35,15 Hawthorn Street,Lowell,MA,1851,,6,2,3557,118,5994,Tony Ducharme,"Coco, Early & Associates",(978) 957-8282,Schedule with ShowingTime or call 888-627-2775,"Want to see a beautiful home in the highlands? This meticulous 2 family  home boast of 13 rooms,  6 bedrooms 2 full baths . Genuine character is expressed throughout every inch of this well maintained property. You will enjoy the enduring value and you can let your tenant help you pay your mortgage. Call today for your private showing.",,,2,,,,,,,MF,Hawthorn Street,15,15,http://media.mlspin.com/photo.aspx?mls=72235915
671,72235933,SLD,379900,379900,9/29/2017,12/08/2017,,18,3,48 Montgomery St,Lawrence,MA,1841,,6,3,3759,118,6100,David Guselli,First Choice Realty Group,(978) 689-8006,Other (See Special Showing Instructions),"Rare opportunity to have all 3 floors vacant at closing!!  Back Bay spacious hard to find 3 family on Methuen Line, ideal for owner occupant.  All units have 2 generous bedrooms with 5th room perfect for a 3rd bedroom conversion.  Full exterior paint completed in 2016 and 3 new hot water heaters in 2017.  Off street parking, good size yard with patio, storage shed, grapevines and space for your garden.  Located close to public transportation, shopping and only minutes to Route 495.",,,0,,,,,,,MF,Montgomery St,48,48,http://media.mlspin.com/photo.aspx?mls=72235933
672,72235945,SLD,339900,305000,9/29/2017,12/15/2017,,21,7,4-6 Jackson Street,Haverhill,MA,1832,,7,4,3200,118,8097,Valerie R. McGillivray,Bean Group,(978) 572-2054,"Call List Agent, Accompanied Showings, Appointment Required, Pets on Premises","Three-family home with large units, main house has owner's unit which is 2 levels (4 rooms in attic once used for bedrooms - needs renovations) & a two-bedroom first-floor unit. T-house style unit with three-bedrooms attached via large barn/garage -- perfect for contractor/craftsman and attached workshop. All units have laundry hookups in units, all separate utilities for heat/electric/cable. All family occupied (no rental income history). Replacement windows & newer heat systems. Great investment property. Must have minimum of 24 hour notice for occupants w/ pets. Parking available.",,,0,,,,,Haverhill HS,,MF,Jackson Street,46,04-Jun,http://media.mlspin.com/photo.aspx?mls=72235945
673,72235959,SLD,150000,150000,9/26/2017,12/14/2017,,4,4,119-123 Belleville Rd,New Bedford,MA,2745,,3,3,2150,98,6496,Paula M. Almeida,Almeida Realty Group,(508) 989-1572,"Call List Office, Call List Agent, Accompanied Showings, Appointment Required",Zoned Res/Comm...currently being used as 2 unit (home and business)....great backyard. Basement. Can easily be converted back into 3 units.,,,0,,,,,,,MF,Belleville Rd,119123,119-123,http://media.mlspin.com/photo.aspx?mls=72235959
674,72235996,SLD,379000,360000,9/26/2017,12/12/2017,,31,17,13 Winslow Rd,Falmouth,MA,2556,,4,2,1320,88,14200,Stacie Kapulka,"Real Estate Associates, Inc.",(508) 563-7173,"Call List Agent, Accompanied Showings, Appointment Required","Why buy an ordinary property, when you can have an extraordinary one! Legal multi-housing opportunity with a detached garage in one dynamic location. The front house is a 3 Bedroom, 1 Full Bath Ranch style with AC, a foyer entryway which opens into a large living room, Kitchen with breakfast bar, dining room and laundry area. The picture perfect Cottage in the rear is 1 Bedroom, 1 Full Bath and offers a mudroom, hardwoood floors, kitchen, newer windows, gas heat and a utility closet.  Peaceful setting just a stone's throw away to the Shining Sea Bike Path, North Falmouth Elementary, Golf Courses, several restaurants, both Old Silver and Megansett Beaches and all of the other wonderful things that exist in the quaint seaside village of North Falmouth.  Rental history available upon request!",,,1,,,North Falmouth,Morse Pond,Falmouth,,MF,Winslow Rd,13,13,http://media.mlspin.com/photo.aspx?mls=72235996
675,72236118,SLD,959900,1025000,9/29/2017,12/19/2017,,25,5,69-71 Bristol Road,Medford,MA,2155,Tufts University ,6,3,2738,93,3600,Trisha Morrissey,Louis L. Gambardella,(339) 221-0484,"Accompanied Showings, Appointment Required, Sign","Multiple offer notification! There's much to be desired in this PRIME TUFTS LOCATION!  This well cared for and perfectly located 2 family home is nestled on a quiet residential street, literally on the Somerville line! 1st floor boasts a newer eat-in Kitchen with granite, ss appliances ,porcelain floor and top of the line cherry cabinets!  2nd floor consists of 4 bds with potential for 5 bds. Features a large in-kitchen with granite counter tops and granite island. Hardwood flooring. Brand new composite porches! Roof 4-5 yrs old, 1st FL heating system 5 yrs old, 2nd FL heating system 7-8 yrs. Well-preserved wood trim and detail!  New paved driveway with 2 off street pkg. Backyard with shed! Very close to shops, restaurants, in Davis, Powder house and Ball Square and also future MBTA Green Line Stop at College Avenue. O.H Sun 10/1 from 1-3pm               All offers due by Tuesday 10/3 @ 5pm",,,0,,,,,Medford High,,MF,Bristol Road,6971,69-71,http://media.mlspin.com/photo.aspx?mls=72236118
676,72236180,SLD,329900,323000,9/29/2017,12/19/2017,,17,17,1 Ashton St,Worcester,MA,1605,,6,3,3045,110,2745,A&M Real Estate Consultants,Keller Williams Realty Greater Worcester,(508) 754-3020,"Lock Box, Appointment Required, Sign, Schedule with ShowingTime or call 888-627-2775","Fully Renovated 3-Family with 170K renovation.  8.5% CAP rate and a turn key operation.  All separate utilities and low expenses. Renovations include windows, roof, chimney repointing, structural repairs, French drain, plumbing, electric, water heater, boilers, front steps, siding, window wrapping, kitchen, flooring, bathrooms, doors, walls, new back entry staircases, gutters and appliances. Truly nothing left to do but sit back and collect the rents.",,,0,,,Belmont St.,Burncoat MS,Burncoat HS,,MF,Ashton St,1,1,http://media.mlspin.com/photo.aspx?mls=72236180
677,72236195,SLD,297500,250000,9/27/2017,12/29/2017,,41,26,25 Barber Ave,Worcester,MA,1606,,7,4,3676,106,3544,Daniel Russell,RE/MAX Advantage 1,(508) 757-4200,Schedule with ShowingTime or call 888-627-2775,"Great building in desirable area with easy highway access. Hardwood floors, replacement windows, updated kitchens and baths and set on a flat lot with a yard! Fourth unit is finished basement. Won't last so don't delay!",,,0,,,,,,,MF,Barber Ave,25,25,http://media.mlspin.com/photo.aspx?mls=72236195
678,72236226,SLD,475000,423000,9/29/2017,12/06/2017,,8,8,57 Forest Park Rd,Woburn,MA,1801,,4,2,2599,158,16384,Kimberly Carafa,"Carrington Real Estate Services, LLC",(978) 455-4922,--,"Contractor special!  Spacious colonial in area of newer homes.  Currently set up as as a 2 family home, with one heating system and water heater. Spacious rooms, high ceilings, and a walk up 3rd floor provide endless potential.  Great commuter location, easy to show!  Will not qualify for FHA financing.",,,0,,,,,,,MF,Forest Park Rd,57,57,http://media.mlspin.com/photo.aspx?mls=72236226
679,72236252,UAG,224900,,9/27/2017,,,68,54,91 Penn Ave,Worcester,MA,1604,,9,3,3249,118,4042,Daniel Russell,RE/MAX Advantage 1,(508) 757-4200,Schedule with ShowingTime or call 888-627-2775,"Vernon Hill three decker features newer boiler for first floor, large apartments, 3rd floor unit lead compliant! Enclosed front porches, decent size back yard & some off street parking. Good income producer and easy highway access!",,,0,,,,,,,MF,Penn Ave,91,91,http://media.mlspin.com/photo.aspx?mls=72236252
680,72236380,SLD,399900,385000,9/28/2017,12/29/2017,,60,60,408 Somerset Ave,Taunton,MA,2780,,7,3.5,2712,118,7405,Joseph E. Silveira,J.S. Realty,(508) 823-2817,Call List Office,"Looking for the perfect starter home that gives extra income to help pay the mortgage look no more !! 3 family on multiple buildings a single family in the back with 3 bedrooms and a 2 family on the front of the property with 2 bedrooms in each unit producing rents of $1,400 and $1,050 live alone in the back house yet have the extra income to help pay the mortgage ( back house currently rented at $1,400 all tenants at will 1st floor front needs 60 day notice to vacate)",,,0,,,,,,,MF,Somerset Ave,408,408,http://media.mlspin.com/photo.aspx?mls=72236380
681,72236417,UAG,499900,,9/30/2017,,,79,79,17 Tewksbury,Winthrop,MA,2152,,4,2,1562,118,3920,Rosemary Galindo,"Intergroup Realty, Corp.",(617) 895-4045,Other (See Special Showing Instructions),"Well kept two family by the sea. Located on a quiet streetModern arts, separate utilities, parking for uptown 4 cars, hardwood floors, Massport windows and doors.  Few steps to  the bus stop that takes you to the Blue line stop, close to schools and shopping,",,,0,,,,,,,MF,Tewksbury,17,17,http://media.mlspin.com/photo.aspx?mls=72236417
682,72236518,ACT,259900,,9/30/2017,,,142,,546 Second St,Fall River,MA,2721,,9,3,4721,118,2883,Linda M Mathieu,RE/MAX Right Choice,(508) 677-3629,Call List Agent,"Large multi-family offers 3 large apartments with a additional family room in basement for family functions. All units are heated with their own boilers including family room.  The exterior of property was updated with in 15 years which includes vinyl siding, windows & roof.",,,0,,,,,,,MF,Second St,546,546,http://media.mlspin.com/photo.aspx?mls=72236518
683,72236526,ACT,980000,,9/30/2017,,,142,,37 Melville Ave,Boston,MA,2124,Dorchester's Ashmont,6,3,3056,118,11423,Duc Ha,Duke & Co. Realty Advisors,(617) 959-5776,"Call List Office, Call List Agent","Wonderful and well kept 2 family home in the historic Melville Ave., 5 min. walk to the Shawmut ""T"" station. Updated heating & electric, hardwood floor through out, beautiful landscaping, huge yard, parking for 8+ cars plus 2 carports.  Potential for a 3rd unit on top or convert to a big/ great single family. It is located in a great neighborhood.  Easy access to highway 93, walk to Redline ""T"", and minutes to Downtown/ Boston. Property will be delivered vacant.",,,0,,,,,,,MF,Melville Ave,37,37,http://media.mlspin.com/photo.aspx?mls=72236526
684,72236539,ACT,509900,,10/01/2017,,,140,,77 Hayden Rowe,Hopkinton,MA,1748,Hayden Row ,4,2,2392,18,56628,Robert Marquedant,Selective Homes Realty,(508) 341-5630,Schedule with ShowingTime or call 888-627-2775,"Come join us.  Great location within walking distance to High School, fields, tennis courts, parking.  Good sized circular driveway for easy access to both units plus sizable garage for 2 cars plus tools, unit storage.  Large yard is ideal for kid playing and protected by tree line too.  Full basement can be further divided for easy access by both units.  This is a replacement building built in 2000 to replace original family dwelling.  Updated layouts, building, garage, lots of options for expanded decking too.",,,2,,,Center Elmwood,,High,,MF,Hayden Rowe,77,77,http://media.mlspin.com/photo.aspx?mls=72236539
685,72236545,UAG,224000,,10/01/2017,,,83,69,10-12 Pleasant St,West Springfield,MA,1089,,8,3.5,3858,118,6636,Suzanne Moore,"Real Living Realty Professionals, LLC",(413) 568-2405,Schedule with ShowingTime or call 888-627-2775,Character and space  in this conveniently located and nicely cared for  3 family home!   Each unit has 2 off street parking spaces !,,,0,,,,,,,MF,Pleasant St,1012,10-Dec,http://media.mlspin.com/photo.aspx?mls=72236545
686,72236576,ACT,2500000,,10/01/2017,,,141,,8 Church St,Merrimac,MA,1860,,12,13,5000,118,44857,Philip Bowler,RE/MAX Main St. Associates,(978) 373-6033,"Call List Agent, Other (See Special Showing Instructions)","Investors take notice.  This one of a kind offering includes FOUR Buildings...8, 10, and 18 Church Street, and 11-13 Grove Street, with 23+ units, which includes apartments, retail, and office spaces. One building in this package is a converted Church. Set in the Village Center (VC) zone in idyllic Merrimac Square, VC zoning has zero setbacks and allows 100% coverage. Over one acre total of contiguous land, with 443 feet of frontage on two streets.  Plenty of off street, and on street parking. Most units currently occupied, including some very long term tenants. This is a unique opportunity to own a large parcel which is a large part of downtown. Use as is, convert, add, change...the possibilities are almost endless.",,,0,,,,,,,MF,Church St,8,8,http://media.mlspin.com/photo.aspx?mls=72236576
687,72236663,ACT,289899,,10/01/2017,,,141,,1550 Main St,Worcester,MA,1603,,6,2,3394,108,15070,Optima Real Estate Advisors,Coldwell Banker Residential Brokerage - Worcester - Park Ave.,(508) 795-7500,Call List Agent,"Great opportunity here, in another one of our MASSIVE MULTI FAMILY listings for sale!  What a great mortgage helper or turn-key investment property!  De-LEAD certs for both units; huge front-to-back living & dining rooms, hardwood floors & HIGH ceilings!  This one has some WOW-FACTOR.  City zip code but Country FEEL...  Come check this one OUT.  Many updates & improvements have already been made... REALLY Strong RENTAL income...  Walk-up attic/3rd floor for great storage or possibly additional living space!  Full basement.  Town water & sewer.  Unit one is being vacated & can be delivered vacant for owner-occupants!  JUST $289,899 for great leverage into your first/next housing investment!",,,0,,,,,,,MF,Main St,1550,1550,http://media.mlspin.com/photo.aspx?mls=72236663
688,72236665,ACT,189900,,9/29/2017,,,132,,38-40 Banner,Springfield,MA,1151,Indian Orchard,4,2,1872,103,12942,Stuart Barowsky,Keller Williams Realty,(413) 565-5478,"Call List Agent, Appointment Required, Sign, Pets on Premises","Your ""PATHWAY TO HOME OWNERSHIP""  Tenant pays substantial portion of monthly carrying costs while you build equity in your new home.   Well kept two-family unit in nice residential area.  Walking distance to shopping and public transportation.  House features new dual instantaneous hot water/heat wall mounted units.  Nice yard with 2 car garage and storage area.  Separate gas and electric meters.  Partially fenced yard.",,,2,,,Goodwin,,,,MF,Banner,3840,38-40,http://media.mlspin.com/photo.aspx?mls=72236665
689,72236671,ACT,289899,,10/01/2017,,,141,,1554-1556 Main St,Worcester,MA,1603,,5,3,3391,148,12995,Optima Real Estate Advisors,Coldwell Banker Residential Brokerage - Worcester - Park Ave.,(508) 795-7500,"Call List Agent, Appointment Required","GREAT 3 Family Investment Opportunity HERE! Located on the Worcester/Leicester line... Building is part of the ""Original Main Street, Worcester"". Please drive by, Fairly steep, sloping lot & driveway. Has frontage on Great Post Rd. & is Near to Webster Sq., schools, airport, dining, dry cleaner & trails. Parts of road paved; parts unpaved too... Good opportunity to get into an income producing home & leverage your mortgage, or create a manageable longer term investment for cash flow & equity. Can be sold together with an abutting duplex lot (already subdivided & plans drawn) or sold here, individually.",,,0,,,,,,,MF,Main St,15541556,1554-1556,http://media.mlspin.com/photo.aspx?mls=72236671
