0,MLSNUM,STATUS,LISTPRICE,SOLDPRICE,LISTDATE,SOLDDATE,EXPIREDDATE,DOM,DTO,ADDRESS,CITY,STATE,ZIP,AREA,BEDS,BATHS,SQFT,AGE,LOTSIZE,AGENTNAME,OFFICENAME,OFFICEPHONE,SHOWINGINSTRUCTIONS,REMARKS,STYLE,LEVEL,GARAGE,HEATING,COOLING,ELEMENTARYSCHOOL,JUNIORHIGHSCHOOL,HIGHSCHOOL,OTHERFEATURES,PROPTYPE,STREETNAME,HOUSENUM1,HOUSENUM2,PHOTOURL
183,72212829,CTG,389000,,08/09/2017,,,194,183,597 Saratoga St,Boston,MA,2128,,3,2,1200,108,1675,John LaPlaca,RealtyVentures,(617) 567-1800,Other (See Special Showing Instructions),"Affordable single family Colonial near Wood Island T (Blue-Line) with private parking. First level includes an eat in kitchen, dining room, living room, 3/4 bath and basement access. Second floors has three, (modest to small) bedrooms and a full bath. Many updates have already been done, i.e., Heating system (gas), Water heater, Circuit breakers, vinyl replacement windows and a roof that's only 6 yrs old... All in all it's a house with good bones and a convenient location... Simple cosmetic touches and you will greatly increase its value! ...Text or email listing agent with, at least, 24 hr notice.",Colonial,,0,"Hot Water Baseboard, Gas",,,,,"Basement:Yes;Fireplaces:0;Roof:--;Floor:--;Appliances:--;Foundation:Concrete Block, Granite;Construction:--;Exterior:Vinyl;Exterior Features:--;Insulation:--;Electric:--;Interior Features:--;Hot Water:--;",SF,Saratoga St,597,597,http://media.mlspin.com/photo.aspx?mls=72212829
184,72212948,UAG,101790,,08/12/2017,,,119,119,47 Davenport St,Chicopee,MA,1013,,3,1.5,1085,93,5227,Paula Page,"Carrington Real Estate Services, LLC",(978) 455-4922,--,Great opportunity to own this home for a great price. Don't miss out on this one! See Firms remarks for additional information.,Other (See Remarks),,1,Other (See Remarks),,,,,Basement:Yes;Fireplaces:0;Roof:--;Floor:--;Appliances:--;Foundation:Other (See Remarks);Construction:--;Exterior:--;Exterior Features:--;Insulation:--;Electric:--;Interior Features:--;Hot Water:--;,SF,Davenport St,47,47,http://media.mlspin.com/photo.aspx?mls=72212948
185,72213029,UAG,340000,,8/13/2017,,,80,80,177 Plymouth Ave,Marshfield,MA,2050,Brant Rock,2,1,768,60,10000,Lisa Barrett,Conway - Marshfield,(781) 837-2877,Call List Agent,"Spectacular location! Walk to beautiful ocean..perfect for the first time home owner or looking to downsize this home is for you.  Brant Rock ranch not in a flood zone within  walking distance to beautiful beaches.... Great investment opportunity as well!  Start making memories in a spectacular location. Selling home as is!    Due to property in late stages of probate soon to be finalized, unfortunately for the previous buyer they could not wait...back on market...worth the wait...Great opportunity to own in Marshfield at a low price, why rent when you can own!!",Ranch,1,1,Gas,,Gov Winslow,Furnace brook,Marshfield,"Basement:No;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Tile, Hardwood;Appliances:Range, Dishwasher, Microwave, Refrigerator, Washer, Dryer;Foundation:Poured Concrete;Construction:Frame;Exterior:Wood;Exterior Features:Porch - Enclosed, Storage Shed;Insulation:--;Electric:110 Volts;Interior Features:Cable Available;Hot Water:Natural Gas;",SF,Plymouth Ave,177,177,http://media.mlspin.com/photo.aspx?mls=72213029
186,72213163,CTG,239900,,8/13/2017,,,57,25,3 Fairfield St,Lowell,MA,1851,,4,1,2457,93,4958,Nichole Willey,Keller Williams Realty,(508) 534-7200,"Lock Box, Appointment Required, Sign, Schedule with ShowingTime or call 888-627-2775","*Now accepting back up offers.* 4 bed/ 1 bath antique home with front porch and private, fenced-in back yard in need of work, inside and out, to bring out its underlying potential. Many of the original and unique aspects of the home are still present. Wood floors throughout the living, dining, bedrooms and halls. Tile in the kitchen and bath. Being sold 'as is' with lender approved price of $239,900. Inspections will be for discovery purposes only. Seller will not be responsible for the completion of any repairs including and not limited to those based on a home inspection, FHA or VA loan requirements. Buyer to pay a short sale mitigation fee of 1.5% of contract sales price to SSMG, LLC. Renovation financing available.",Colonial,1,0,"Steam, Oil",,Bailey Elem,Daley,Lowell,"Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Tile;Appliances:--;Foundation:Fieldstone;Construction:Frame;Exterior:Wood, Vinyl;Exterior Features:Porch, Fenced Yard;Insulation:--;Electric:--;Interior Features:Cable Available;Hot Water:--;",SF,Fairfield St,3,3,http://media.mlspin.com/photo.aspx?mls=72213163
187,72213267,UAG,49900,,8/14/2017,,,98,98,136 Quaboag,Warren,MA,1083,,2,1,1684,128,16117,Lori Walder,Keller Williams Realty,(413) 565-5478,"Call List Office, Schedule with ShowingTime or call 888-627-2775",Looking for something to invest in and keep busy for the winter this is it. This home will not go fha or special financing. easy to see call not for appt Back yard sit on Quaboag River,Colonial,,0,Hot Water Baseboard,,,,Q,Basement:Yes;Fireplaces:0;Roof:--;Floor:--;Appliances:--;Foundation:Fieldstone;Construction:Frame;Exterior:--;Exterior Features:Porch - Enclosed;Insulation:--;Electric:Circuit Breakers;Interior Features:--;Hot Water:Oil;,SF,Quaboag,136,136,http://media.mlspin.com/photo.aspx?mls=72213267
188,72213598,UAG,299900,,8/14/2017,,,220,106,764 Rock St,Fall River,MA,2720,,8,3.5,4630,118,16364,Karen McLinden,Beautiful Day Real Estate,(774) 319-5777,Call List Agent,"Highlands Victorian with loads of detail! Needs to be rehabbed throughout to make it spectacular! It is listed with the assessor as a 3 Family but it would be a great home for a large family or a multi-generational family/in-law. Original woodwork throughout, fireplaces, pocket-doors, hardwood floors and more. A must see for the lover of Victorian homes and old fashioned craftsmanship. Must have rehab financing or cash sale, pre-qual or proof of funds prior to showing.",Colonial,,1,"Steam, Gas",,,,,"Basement:Yes;Fireplaces:6;Roof:--;Floor:Wood, Tile, Vinyl, Wall to Wall Carpet;Appliances:--;Foundation:Fieldstone, Granite, Irregular;Construction:Frame;Exterior:Wood;Exterior Features:Porch, Balcony;Insulation:--;Electric:--;Interior Features:--;Hot Water:--;",SF,Rock St,764,764,http://media.mlspin.com/photo.aspx?mls=72213598
189,72214110,UAG,1400000,,8/15/2017,,,129,111,27 Duck Blind Rd,Falmouth,MA,2536,,3,3.5,3791,20,50716,Dianne Splaine,William Raveis R.E. & Home Services,(508) 563-5100,Call List Agent,"Waterfront with new association dock with water, electricity and slip for 23' boat. Deep water access.  Access to ocean via Hamblin Pond to Waquoit Bay. No bridges!  Features include state of the art kitchen with back to back fieldstone fireplace to beautiful cathedral ceiling dining  room. Handsome library with built-in bookcases and magnificent views, master bedroom with Juliet balcony and fireplace, master bath includes Jacuzzi and steam shower, walk-in closet. First floor has all new bamboo wood flooring and new sliding doors. Second floor has all new carpeting and new sliding door in master bedroom. Third floor has bonus room with wet bar, full bath, fireplace and Juliet balcony. New roof, Outdoor shower. This property is on a peninsula surrounded by mature plantings, woodlands and wildlife. A private island with beach is included!  It's truly a delightful spot.",Contemporary,1,2,"Forced Air, Gas",,,,,"Basement:No;Fireplaces:4;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Tile, Wall to Wall Carpet;Appliances:Dishwasher, Compactor, Microwave, Countertop Range, Refrigerator, Washer, Dryer;Foundation:Poured Concrete;Construction:Frame;Exterior:Shingles;Exterior Features:Deck, Balcony, Professional Landscaping, Sprinkler System, Garden Area, Outdoor Shower;Insulation:--;Electric:--;Interior Features:Security System;Hot Water:Natural Gas;",SF,Duck Blind Rd,27,27,http://media.mlspin.com/photo.aspx?mls=72214110
190,72214257,UAG,340000,,8/16/2017,,,129,114,16 Ferry St,North Andover,MA,1845,,4,2,1853,84,12632,Alfonso Garcia,Alfonso Garcia Real Estate,(978) 985-5457,Call List Office,"Attention First Time Home Buyers: Enjoy the beauty of the Merrimack River and its unique colorful surrounding vegetation! Gorgeous single family nicely updated is now for sale: New roof, new windows, modern hitting system and electrical, 4.5 bedrooms, 2 full baths, large living room, modern kitchen with granite countertop, huge wooden desk, off street parking for up to 5 cars, all with an amassing view of the Merrimack River. Easy to show, you most see it.",Colonial,,0,"Hot Water Baseboard, Gas",,,,,"Basement:Yes;Fireplaces:0;Roof:Asphalt/Fiberglass Shingles, Vegetation/Garden;Floor:Wood;Appliances:Range, Microwave, Refrigerator;Foundation:Poured Concrete;Construction:Frame;Exterior:Wood, Vinyl;Exterior Features:Porch, Deck;Insulation:--;Electric:Circuit Breakers;Interior Features:Security System, Cable Available;Hot Water:Natural Gas;",SF,Ferry St,16,16,http://media.mlspin.com/photo.aspx?mls=72214257
191,72214495,CTG,375000,,8/16/2017,,,187,179,36 Poplar Hill Road,Whately,MA,1039,West Whately ,3,2,2865,32,43503,Susanne Newman,Bean Group,(800) 450-7784,"Call List Agent, Lock Box, Appointment Required, Sign","You might think that the best thing about this property is the view. But that is only the beginning. The custom built ranch's open floor plan accentuates the flowing hardwood floors and expansive cherry kitchen custom crafted from trees harvested locally. The view is drawn into the home by the large windows and multiple sliding doors with access to the wrap around deck. Master suite accesses the wrap around deck from an east facing slider.The walkout lower level is wrapped in more native cherry and pine paneling and features the same open floor plan, second large full bath and separate laundry room with a Vermont Castings propane stove for added heat. Updated systems include a Lennox furnace, propane water heater and well pressure tank.  The home is perfectly sited for the addition of solar. Even without, the winter sun streams in and warms the rooms to a toasty comfort. A one owner home, it has been lovingly maintained and is move-in ready, just waiting for you.",Ranch,1,2,"Forced Air, Propane",,Whately,Frontier,Frontier,"Basement:Yes;Fireplaces:0;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Tile, Vinyl;Appliances:Range, Dishwasher, Refrigerator, Washer, Dryer;Foundation:Poured Concrete;Construction:Frame;Exterior:Clapboard;Exterior Features:Porch, Deck, Patio;Insulation:Full;Electric:200 Amps;Interior Features:Central Vacuum, Cable Available, Whole House Fan;Hot Water:Propane Gas;",SF,Poplar Hill Road,36,36,http://media.mlspin.com/photo.aspx?mls=72214495
192,72214706,UAG,519900,,8/16/2017,,,120,105,18 Auburn Road,Millbury,MA,1527,,4,3.5,3692,14,60137,Erika Creamer,RE/MAX Executive Realty,(508) 839-9219,"Lock Box, Appointment Required, Sign, Schedule with ShowingTime or call 888-627-2775","Come view this home that shows pride of ownership.  Over-sized kitchen with breakfast bar,SS appliances, double oven, wet bar, recessed lights and custom built in bench at entrance from garage.  Grand family room with custom fireplace and mantle. Built in speakers in kitchen for all your stereo needs. Additional game room,den and bathroom in lower walk out  level with double doors. Possible in law set up. Lot has been professionally landscaped and has irrigation system. Laundry on second floor and basement.  Come see for yourself all this home has to offer.  Great access to MA PIKE, 146 and 20.",Colonial,1,2,Central Heat,,,,,"Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Tile, Wall to Wall Carpet;Appliances:Wall Oven, Dishwasher, Microwave, Countertop Range, Refrigerator, Other (See Remarks);Foundation:Poured Concrete;Construction:Frame;Exterior:Vinyl;Exterior Features:Deck, Gutters, Sprinkler System, Fruit Trees, Garden Area, Stone Wall;Insulation:--;Electric:Circuit Breakers;Interior Features:Security System, Cable Available, Other (See Remarks);Hot Water:Tank;",SF,Auburn Road,18,18,http://media.mlspin.com/photo.aspx?mls=72214706
193,72214714,UAG,145000,,8/15/2017,,,29,22,6 Bearskin Farm Rd,North Smithfield,RI,2896,,3,1,2328,53,28130,Joy Riley,Westcott Properties,(401) 421-5300,Schedule with ShowingTime or call 888-627-2775,"Adorable North Smithfield Ranch! This home is set back from the street and features an attached garage, living area with hardwoods and pass through to the stylish eat in kitchen, three bedrooms, full bath with double sinks, and partially finished basement! Ready for your personal touches! Enjoy the ease of single level living!",Ranch,,1,"Hot Water Baseboard, Oil",,,,,Basement:Yes;Fireplaces:0;Roof:--;Floor:--;Appliances:--;Foundation:Poured Concrete;Construction:--;Exterior:Wood;Exterior Features:--;Insulation:--;Electric:--;Interior Features:--;Hot Water:--;,SF,Bearskin Farm Rd,6,6,http://media.mlspin.com/photo.aspx?mls=72214714
194,72215260,UAG,875000,,8/17/2017,,,124,116,22 Aspen Rd.,Sharon,MA,2067,,4,2.5,3168,32,40737,Deborah Piazza,Coldwell Banker Residential Brokerage - Sharon,(781) 784-3313,Call List Agent,"A TRUE SHOW STOPPER! This MAGNIFICENT CLASSIC CUSTOM COLONIAL sits on a PRIVATE, professionally landscaped lot in one of Sharon’s most desired subdivisions! This STUNNING SHOWPLACE offers over 4000 square feet of IMPECCABLY MAINTAINED living spaces…enter into a SUNDRENCHED GRAND 2 story foyer w/GLEAMING HARDWOODS. Enjoy ENTERTAINING in this OPEN FLOOR PLAN w/STUNNING fireplace family room w/walls of glass, custom built-ins, INCREDIBLE GOURMET CHEF’S kitchen w/GRANITE ISLAND, high end appliances, NATURAL GAS & slider leading to OVERSIZED deck overlooking PRIVATE & SERENE backyard, living room w/sliding GLASS FRENCH DOORS, formal dining room & laundry & mudroom complete the 1st floor. Second floor offers GRAND master SUITE w/lg walk-in closet, LUXURIOUS SPA BATH w/DOUBLE VANITIES, large tiled glass walk-in shower & cabinetry galore; SPACIOUS bedrooms throughout. Finished LL offers play room/entertainment area, loads of storage! In AWARD winning East Elem district...THIS IS THE ONE!",Contemporary,1,2,"Forced Air, Gas",,EAST,SHARON,SHARON,"Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Tile, Wall to Wall Carpet, Hardwood;Appliances:Wall Oven, Dishwasher, Microwave, Countertop Range, Refrigerator, Washer, Dryer, Vent Hood;Foundation:Poured Concrete;Construction:Frame;Exterior:Redwood;Exterior Features:Deck - Wood, Patio;Insulation:Full;Electric:200 Amps;Interior Features:Cable Available, French Doors;Hot Water:Natural Gas;",SF,Aspen Rd.,22,22,http://media.mlspin.com/photo.aspx?mls=72215260
195,72216038,UAG,179900,,8/18/2017,,,111,96,71 Taconic Ave,Lenox,MA,1240,,3,2,1528,49,40903,Keith Shaw,"AA Premier Properties, LLC",(781) 281-7643,"Lock Box, Appointment Required, Schedule with ShowingTime or call 888-627-2775","SHORT SALE BEING SOLD AS IS. Rehabbers and Investors, this home needs Rehabbing. 3 Bedroom, 2 Bath Ranch with an additional basement room.Buyer is responsible for 5,000.00 negotiation fee which can not be financed and must be paid at closing.. DOWNLOAD SHORT SALE DISCLOSURE FORMS , SUBMIT WITH PROOF OF FUNDS OR APPROVAL LETTER,LEAD PAINT DISCLOSURE AND AGENCY DISCLOSURE.IF YOU ARE A CORPORATION ,SUBMIT ARTICLES OF INCORPORATION. ALL PARTS OF THE DOCUMENTS MUST BE COMPLETE OR WILL NOT BE CONSIDERED. Buyer responsible for current water and sewer Balance of $3,000.00 which must be paid before closing. Buyers responsible for winterization if necessary.",Ranch,1,0,"Hot Water Baseboard, Gas",,Morris Elem,Lenox Memorial,Lenox Memorial,"Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Tile, Vinyl, Laminate;Appliances:Dishwasher, Refrigerator;Foundation:Concrete Block;Construction:Frame;Exterior:Vinyl;Exterior Features:Deck - Wood;Insulation:Unknown;Electric:220 Volts;Interior Features:Cable Available;Hot Water:Electric;",SF,Taconic Ave,71,71,http://media.mlspin.com/photo.aspx?mls=72216038
196,72216157,UAG,489000,,8/18/2017,,,129,115,272 Whitney St,Northborough,MA,1532,,4,2.5,2116,23,21044,Karen Scopetski,Coldwell Banker Residential Brokerage - Northborough Regional Office,(508) 393-5500,Schedule with ShowingTime or call 888-627-2775,"Well maintained,spacious colonial with a covered portico entrance set back and sited for privacy. Large skylit vaulted family room with fireplace, hardwoods and slider to oversized deck. Spacious eat in kitchen with recessed lighting, peninsula, built in desk and hardwoods. Formal dining room with chair rail, crown molding & hardwoods. Private 1st floor office or living room with french doors and hardwood. Open floor plan.  Full baths w/updated corian countertops & bead board.  Spacious cathedral ceiling master bedroom with walk in closet & double vanity master bath. 3 other generous size bedrooms. Central air & town  water! Recent exterior paint. Wonderful private setting with large level back yard.  Desirable location is the key to a great home & this has it all  privacy, peace & quiet, while only minutes to great schools, shopping & major routes!",Colonial,1,2,"Hot Water Baseboard, Oil",,Zeh,Melican Middle,Algonquin Reg,"Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Tile, Wall to Wall Carpet;Appliances:Range, Dishwasher, Vent Hood;Foundation:Poured Concrete;Construction:Frame;Exterior:Clapboard, Wood;Exterior Features:Deck, Gutters;Insulation:Full;Electric:Circuit Breakers, 200 Amps;Interior Features:Cable Available, French Doors;Hot Water:--;",SF,Whitney St,272,272,http://media.mlspin.com/photo.aspx?mls=72216157
197,72216900,CTG,399900,,8/21/2017,,,182,174,Lot 4 Minott Road,Westminster,MA,1473,,3,2.5,1927,1,166556,Jennifer Shenk,Keller Williams Realty North Central,(978) 840-9000,"Appointment Required, Sign, Schedule with ShowingTime or call 888-627-2775","TO BE BUILT: This home has many standard features that buyers look for, included without an upgrade charge! At this price, the home also has a custom mudroom, chair rail molding and backsplash tile in the Kitchen. --Open Houses every weekend at 23 Woodland Drive in Westminster-- showcase this builder's standard features and finishes! A high efficiency forced hot air propane heating system with Central AC is standard, as is hardwood flooring throughout the first floor and main stairway, and attractive tile selections for all 3 bathrooms and laundry room. Two walk in closets in the Master Bedroom! This home also has a well-appointed Kitchen with Frigidaire Gallery stainless steel appliances, at least 10 choices of granite included at the base price, pendant lighting, a pantry closet and more. Choose your cabinet finish, tile, carpet and paint colors! Other home styles and sites available.","Colonial, Contemporary",1,2,"Forced Air, Propane",,Westminster Ele,Overlook MS,Oakmont/Mty Tec,"Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Tile, Wall to Wall Carpet, Hardwood;Appliances:Range, Dishwasher, Microwave;Foundation:Poured Concrete;Construction:Frame;Exterior:Vinyl;Exterior Features:Deck;Insulation:Full;Electric:200 Amps;Interior Features:--;Hot Water:Propane Gas;",SF,Minott Road,4,Lot 4,http://media.mlspin.com/photo.aspx?mls=72216900
198,72217164,UAG,499000,,8/22/2017,,,122,109,19 Flume Rd,Gloucester,MA,1930,Magnolia,2,2,1393,30,2421,Alice Miller,Coldwell Banker Residential Brokerage - Manchester,(978) 526-7572,Call List Agent,"Sun drenched and charming free standing condo with no condo fees.  Second floor Clerestory with views of the ocean and tree canopy. Wooden cathedral ceilings and open floor plan with living room, dining room and kitchen with sliders leading to deck. Ocean views!  Bedrooms on the lower level with many of windows and access to second deck.  Finished basement. Two full baths- one with Porcher Epoque soaking tub and Cheviot Windsor console pedestal sink.  Seller has maintained this fastidiously and highlights include added AC, new furnace in 2009, new roof in 2010, all-house water filtration system, new granite steps, new bathroom. Wonderful low maintenance Beacon Hill perennial garden.  A block to the vibrant village of Magnolia, coastal road and 2 blocks to the beach!   Perfect for empty nesters, snow birds or a pied a terre!","Cape, Cottage",2,0,"Central Heat, Oil",,,,,"Basement:Yes;Fireplaces:0;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Tile, Vinyl;Appliances:Range, Dishwasher, Microwave, Refrigerator, Washer, Dryer;Foundation:Poured Concrete;Construction:Frame;Exterior:Shingles;Exterior Features:Deck, Deck - Wood, Garden Area;Insulation:Full, Fiberglass;Electric:Circuit Breakers;Interior Features:Security System;Hot Water:Oil;",SF,Flume Rd,19,19,http://media.mlspin.com/photo.aspx?mls=72217164
199,72217485,UAG,309900,,8/22/2017,,,129,129,19 George St,Mendon,MA,1756,,3,1,1015,98,10890,Zachary Aicardi,Mendon Area Real Estate,(508) 478-3300,"Call List Agent, Lock Box, Appointment Required, Schedule with ShowingTime or call 888-627-2775","**Recently reduced price**Beautifully remodeled village colonial minutes away from the center of Mendon.  3 bedroom 1 bath with central AC. Some of the renovations include new roof, new electrical, new plumbing, refinished floors, new HVAC, and much more.  Pictures don't  do this house justice it is a must see. Seller is in the process of installing new septic system, it will be completed before sale.",Colonial,,0,"Hot Water Baseboard, Oil",,,,,"Basement:Yes;Fireplaces:0;Roof:--;Floor:Wall to Wall Carpet, Hardwood;Appliances:--;Foundation:Fieldstone;Construction:Frame;Exterior:Vinyl;Exterior Features:Porch, Deck;Insulation:--;Electric:--;Interior Features:--;Hot Water:--;",SF,George St,19,19,http://media.mlspin.com/photo.aspx?mls=72217485
200,72217656,UAG,1125000,,8/23/2017,,,145,121,8 (Lot 4) Saddle Hill Road,Hopkinton,MA,1748,,4,3.5,3574,1,205294,Chuck Joseph,RE/MAX Executive Realty,(508) 435-6700,"Call List Agent, Appointment Required, Sign, Other (See Special Showing Instructions)","Introducing Hopkinton’s finest NEW CONSTRUCTION HOMES on 11 estate lots ranging from 3 to 7 acres.  Choose from builder’s plans or custom design your dream house that is all your own.  Several walk-out lots and plenty of room for pools, athletic courts etc. Breaking ground in September so connect now to select the right lot for you. Rare opportunity to build your own house in a fantastic town with superb school system.  Quality craftsmanship and an amazing setting--all lots back up to wooded conservation land for the ultimate in privacy. Excellent location--minutes to Hopkinton Country Club, MBTA train, and MassPike!",Colonial,,3,"Central Heat, Propane",,,,,Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:--;Appliances:--;Foundation:Poured Concrete;Construction:Frame;Exterior:--;Exterior Features:Porch;Insulation:--;Electric:--;Interior Features:--;Hot Water:--;,SF,Saddle Hill Road,8  4,8 (Lot 4),http://media.mlspin.com/photo.aspx?mls=72217656
201,72217951,UAG,369900,,8/23/2017,,,113,98,67 Bass,Gloucester,MA,1930,East Gloucester,3,1.5,1344,78,9595,William Goodwin,Vadala Real Estate,(978) 281-1111,Call List Agent,"East Gloucester--$20,000 price reduction--Great House close to everything! Well kept home with many hardwood floors. Exquisite stone walls and stone stairs.  Walk to Good Harbor Beach and shopping.  Nice yard also has a screened house in the back yard. Garage has new roof, cement floor and electric opener.",Colonial,1,1,"Hot Water Radiators, Oil",,East Gloucester,O'Maley,GHS,"Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Wall to Wall Carpet, Hardwood;Appliances:Range, Refrigerator;Foundation:Granite;Construction:Frame;Exterior:Shingles, Wood;Exterior Features:Gutters, Screens, Gazebo;Insulation:Partial, Unknown;Electric:Circuit Breakers;Interior Features:--;Hot Water:Oil, Tank;",SF,Bass,67,67,http://media.mlspin.com/photo.aspx?mls=72217951
202,72218255,CTG,399900,,8/24/2017,,,179,165,19 Dublin Row,Rockland,MA,2370,,3,2,1680,1,5227,Teresa Core,Celebration Real Estate,(781) 293-9800,"Call List Agent, Lock Box","Brand new, quality construction in established neighborhood now coming to finish and ready for January 2018 occupancy. Maintenance free. All the latest amenities. Charming gambrel dutch colonial.  Charming gambrel dutch colonial located on quiet side street yet centrally located near shopping and major transportation.Open concept   Kitchen with beautiful quartz countertops and stainless steel appliances is open to dining and family room with walk-out slider to private landscaped back yard.  Large front room can double as either separate living room or bedroom along with adjacent full bath serving the first floor.  On the second floor, there are two bedrooms including a large master bedroom with walk in closet, another full bath and a laundry room.  Spacious storage in basement or possible extra rooms. Don't miss this beautiful new home!",Colonial,1,0,Heat Pump,,,,,"Basement:Yes;Fireplaces:0;Roof:Asphalt/Fiberglass Shingles;Floor:Tile, Hardwood;Appliances:Range, Dishwasher, Disposal, Microwave, Refrigerator;Foundation:Poured Concrete;Construction:--;Exterior:--;Exterior Features:Deck;Insulation:--;Electric:--;Interior Features:--;Hot Water:--;",SF,Dublin Row,19,19,http://media.mlspin.com/photo.aspx?mls=72218255
203,72218474,UAG,399900,,8/24/2017,,,130,115,59 Lawrence St,Salem,MA,1970,,3,2.5,2250,17,5840,Zoe Karademos,Coldwell Banker Residential Brokerage - Salem,(978) 741-4404,Call List Agent,"***FABULOUS VALUE***NEW PRICE***   Be Home for the Holidays, Ready for quick close    This home has it all and more!  Wonderful family home offers spacious living and all the amenities you could think of.  Master en suite, large bedrooms, fabulous family room with ceiling fans and access to the huge deck complete with hot tub and a separate garden area. Large granite & SS kitchen,  hardwood floors, central A/C and a finished basement with sauna plus extra room to expand.   Fenced in yard, plenty of off- street parking and the Bonus of an OVERSIZED 2 - car garage. ~ OPEN HOUSE SUNDAY, DECEMBER 10TH 2-330 ~","Colonial, Contemporary",1,2,"Hot Water Baseboard, Oil",,,,,"Basement:Yes;Fireplaces:0;Roof:Asphalt/Fiberglass Shingles;Floor:Tile, Hardwood;Appliances:Range, Dishwasher, Disposal, Microwave, Refrigerator, Washer, Dryer;Foundation:Poured Concrete;Construction:Frame;Exterior:Vinyl;Exterior Features:Deck, Patio, Hot Tub/Spa, Fenced Yard;Insulation:--;Electric:Circuit Breakers, Other (See Remarks);Interior Features:--;Hot Water:Electric, Tank;",SF,Lawrence St,59,59,http://media.mlspin.com/photo.aspx?mls=72218474
204,72218647,CTG,534900,,8/24/2017,,,179,174,220 Boxwood Ln,Bridgewater,MA,2324,,4,3,3500,28,43560,Larry Hassan,Keller Williams Realty,(508) 238-5000,"Sign, Schedule with ShowingTime or call 888-627-2775","One of the most desirable neighborhoods in Bridgewater.! GORGEOUS 4 BEDROOM  SPACIOUS CAPE STYLE HOME AND SUB-DIVISION! Hardwood flooring throughout the home,Granite kitchen counter tops,Ceramic tile floors,Dining room has a tray ceiling. Closets have built-ins for storage.Freshly Painted exterior & interior.* Home features first floor Bedroom*,Breezeway/Sitting Room on first floor, Den/Home Office on 2nd floor. 2 story Living Room & skylights and cathedral ceiling, Central Air, Central Vacuum, beautiful Master Bedroom. Basement with 2 finished rooms and laundry area, 2 Car Garage, Large and Very Private Fenced Yard, minutes to Rt.104, Rt.24 & Rt.495.Impeccably-maintained Home!! Shed is wired for Generator. Tranquility &Privacy in this retreat lot type setting. Comfortable Living on well manicured lot in desirable neighborhood. Excellent location,country quiet cul-de-sac and convenient to everything. Cape style home with contemporary flair",Cape,1,2,"Central Heat, Hot Water Baseboard, Oil",,MITCHELL,BW- MIDDLE,B-R Regional,"Basement:Yes;Fireplaces:0;Roof:Asphalt/Fiberglass Shingles;Floor:Wood;Appliances:Range, Dishwasher, Microwave, Refrigerator;Foundation:Poured Concrete;Construction:Frame;Exterior:Clapboard, Wood;Exterior Features:Deck, Gutters, Fenced Yard;Insulation:Full;Electric:Circuit Breakers, 200 Amps;Interior Features:Central Vacuum;Hot Water:Oil, Tankless;",SF,Boxwood Ln,220,220,http://media.mlspin.com/photo.aspx?mls=72218647
205,72218838,UAG,439500,,8/25/2017,,,108,108,597 Central St,Holliston,MA,1746,,4,1.5,1710,41,30056,Lynn Rossini,RE/MAX Executive Realty,(508) 429-6767,Schedule with ShowingTime or call 888-627-2775,"BUYERS SPOKE - SELLERS LISTENED! ALL WOOD TRIM & DOORS TO BE PAINTED WHITE! Sellers downsizing and are leaving their well-maintained home for a new family to enjoy. This home offers 4 BR, 1.5 BA, Att FR w/vaulted ceiling & skylight, eat-in kitchen plus formal DR. The fireside LR w/large picture window brings in lots of natural light. Hardwood floors throughout (except FR,  kit & bath) High-Efficiency Heating, Central A/C & Hot Water all approx 7 yrs old, Anderson windows approx 15 yrs, roof approx 15 yrs (25 yr shingle). Pool liner is 4yrs. old. Other updates include trek deck, carpet in FR, refaced white kitchen cabinets, half bath w/pedestal sink and driveway. The backyard is level w/great space for family parties. Att garage and unfinished basement is great for storage.",Garrison,1,1,"Forced Air, Gas",,,,,"Basement:Yes;Fireplaces:1;Roof:--;Floor:Vinyl, Wall to Wall Carpet, Hardwood;Appliances:Range, Dishwasher, Refrigerator, Washer, Dryer;Foundation:Poured Concrete;Construction:Frame;Exterior:Vinyl;Exterior Features:Deck - Composite, Pool - Inground, Storage Shed;Insulation:Fiberglass;Electric:Circuit Breakers, 100 Amps;Interior Features:Cable Available;Hot Water:Tank;",SF,Central St,597,597,http://media.mlspin.com/photo.aspx?mls=72218838
