,MLSNUM,STATUS,LISTPRICE,SOLDPRICE,LISTDATE,SOLDDATE,EXPIREDDATE,DOM,DTO,ADDRESS,CITY,STATE,ZIP,AREA,BEDS,BATHS,SQFT,AGE,LOTSIZE,AGENTNAME,OFFICENAME,OFFICEPHONE,SHOWINGINSTRUCTIONS,REMARKS,STYLE,LEVEL,GARAGE,HEATING,COOLING,ELEMENTARYSCHOOL,JUNIORHIGHSCHOOL,HIGHSCHOOL,OTHERFEATURES,PROPTYPE,STREETNAME,HOUSENUM1,HOUSENUM2,PHOTOURL
295,72262701,CTG,124900,,12/8/2017,,,98,87,271 Lake Ave,Fall River,MA,02721,,2,1,1258,58,10000,Ponte Realty Group,Keller Williams South Watuppa,(508) 677-3233,"Schedule with Centralized Showing Service or call 888-866-8388, Other (See Special Showing Instructions)",A Wonderful Opportunity knocking.   Right across the street from the water.  Wake up every morning with beautiful views of the water and amazing sunsets.  Property is a 2 bedroom property with hardwood floors.  Located in a nice location on the Tiverton/FallRiver Line.,"Cape, Other (See Remarks)",,0,"Hot Water Baseboard, Oil, Other (See Remarks)",,,,,Basement:Yes;Fireplaces:0;Roof:Asphalt/Fiberglass Shingles;Floor:--;Appliances:--;Foundation:Other (See Remarks);Construction:Frame;Exterior:Wood;Exterior Features:Other (See Remarks);Insulation:--;Electric:--;Interior Features:--;Hot Water:--;,SF,Lake Ave,271,271,http://media.mlspin.com/photo.aspx?mls=72262701
296,72262850,CTG,359900,,12/9/2017,,,52,48,51 High Rock Rd,Holliston,MA,01746,,3,2,1726,50,17860,The Todaro Team,RE/MAX Executive Realty,(508) 520-9696,"Lock Box, Sign, Schedule with ShowingTime or call 888-627-2775","What a wonderful opportunity to own a bright, spacious home in Holliston, MA.  You will feel right at home, from the moment you step into this well maintained split level home.  This home boasts continuous gleaming hardwood flooring throughout the majority of the upper level.  The spacious kitchen offers plenty of cabinetry & a gas range.  The formal dining room has picture frame moldings, a slider that lead to a beautifully sunlit 3 season porch and an open floor plan that transitions perfectly into the spacious living room.  The master bedroom has it's own half bath & a walk-in closet.  Two additional generously sized bedrooms are on the main level as well.  The lower level provides additional living space with a family room that offers a fireplace with a brick hearth.  Enjoy the convenience of a home office/playroom/guest bedroom with it's own half bath as well. This conveniently located home is situated just a short distance from Lake Winthrop and Stoddard Park.",Split Entry,1,1,"Central Heat, Hot Water Baseboard, Gas",,Placentino,Adams,Holliston High,"Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Wall to Wall Carpet, Hardwood;Appliances:Range;Foundation:Poured Concrete;Construction:Frame;Exterior:Vinyl, Brick;Exterior Features:Porch - Enclosed, Deck, Gutters, Screens;Insulation:--;Electric:--;Interior Features:Cable Available;Hot Water:Electric;",SF,High Rock Rd,51,51,http://media.mlspin.com/photo.aspx?mls=72262850
297,72262908,CTG,147900,,12/9/2017,,,46,38,342 Elm St,Leominster,MA,01453,,3,2,1838,118,165092,Susan Rexford,Boss Realty Group,(978) 534-0615,"Appointment Required, Sign, Schedule with ShowingTime or call 888-627-2775","Situated well off the road to offer privacy, located within one mile of Leominster Center this 2 Story Colonial home offers 3.79 acres!  Excellent opportunity for a bit of sweat equity to make a house your home!  Three bedrooms and two full baths!  Deck for your outdoor barbeque grill offers a great area to sit back and let nature surround you!    This  is a Fannie Mae Home Path Property! Buyers responsible to verify all information since it was obtained from third party sources. First time buyers may receive up to 3% closing cost assistance by completing the Home Path Ready Buyer Homeownership course ""Restrictions Apply"".",Colonial,,0,"Hot Water Baseboard, Oil",,,,,Basement:Yes;Fireplaces:0;Roof:--;Floor:--;Appliances:--;Foundation:Irregular;Construction:--;Exterior:Vinyl;Exterior Features:--;Insulation:--;Electric:--;Interior Features:--;Hot Water:--;,SF,Elm St,342,342,http://media.mlspin.com/photo.aspx?mls=72262908
298,72263027,CTG,499990,,12/10/2017,,,96,85,657 Concord Street,Holliston,MA,01746,East Holliston ,3,2,1850,0,17424,Madlyn Fafard,Fafard Real Estate,(508) 881-6662,"Accompanied Showings, Appointment Required, Other (See Special Showing Instructions)","UNDER CONSTRUCTION NOW- The ""Professional"", a 3 bedroom 2 full bath home with front office space for at-home occupation. Separate large living room, country kitchen & family room with vaulted ceiling & slider to back yard. First floor full bath and wrap-around covered front porch. Second floor has master bedroom with bath,  small den area for desk or TV, laundry and 2 more bedrooms.",Colonial,1,0,Forced Air,,,,,"Basement:Yes;Fireplaces:0;Roof:Asphalt/Fiberglass Shingles;Floor:Tile, Wall to Wall Carpet, Laminate;Appliances:Range, Dishwasher, Microwave;Foundation:Poured Concrete;Construction:Frame;Exterior:Vinyl;Exterior Features:Porch;Insulation:Full;Electric:200 Amps;Interior Features:--;Hot Water:Electric;",SF,Concord Street,657,657,http://media.mlspin.com/photo.aspx?mls=72263027
299,72263087,CTG,175000,,12/11/2017,,,473,92,94 Mountainview St,Chicopee,MA,01020,,3,1,1300,61,12632,Kimberly Allen Team,Century 21 Hometown Associates,(413) 315-4337,"Lock Box, Appointment Required, Schedule with ShowingTime or call 888-627-2775","With so much to offer, this unique ranch is ready for you to leave your mark. Sitting on a corner lot, this home features a fenced in, spacious backyard with plenty of space to landscape to your liking. Inside you will quickly notice the fresh paint and hardwood flooring. A large sun room with an abundance of natural lighting compliments the front of the home and can be accessed by a slider from the master bedroom. Go downstairs and you'll find a partial finished basement with a lot of space for storage and entertaining! Located conveniently close to the area's amenities and highway access, this home is a must-see. Schedule your showing today and fall in love!",Ranch,1,0,Hot Water Baseboard,,,,,"Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Tile, Vinyl, Hardwood;Appliances:Range, Dishwasher, Refrigerator, Freezer, Washer, Dryer;Foundation:Poured Concrete;Construction:--;Exterior:Vinyl;Exterior Features:Porch - Enclosed, Patio, Storage Shed, Fenced Yard, Garden Area;Insulation:--;Electric:--;Interior Features:Security System, Sauna/Steam/Hot Tub;Hot Water:Natural Gas, Tank;",SF,Mountainview St,94,94,http://media.mlspin.com/photo.aspx?mls=72263087
300,72263092,CTG,499000,,12/11/2017,,,63,52,26 Gloversbrook Rd,Randolph,MA,02368,,3,2.5,2248,51,12000,William Laferriere,Coldwell Banker Residential Brokerage - Boston - South End,(617) 587-4600,Call List Agent,"This beautifully landscaped, oversized  3 bedroom, single family home has undergone a tremendous makeover in the last two years, and features newly upgraded kitchen, windows, window treatments, bathroom updates, new roof, new HVAC, condenser, patio and in ground pool updates.  Lower level family room boasts a gorgeous fieldstone fireplace and is accessed through a marble foyer with sky light above.  Oversized Patio/In-ground pool area is surrounded by a beautiful white vinyl fence offering privacy and security. First open house is Sunday, December 17, from 12:00 to 1:00 pm.",Raised Ranch,1,2,"Forced Air, Gas",,,,,"Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Tile;Appliances:Range, Dishwasher, Disposal, Microwave, Refrigerator, Washer, Dryer;Foundation:Poured Concrete;Construction:Frame;Exterior:Vinyl;Exterior Features:Porch - Enclosed, Patio, Pool - Inground, Cabana, Gutters, Storage Shed, Screens, Fenced Yard, Gazebo;Insulation:Full;Electric:110 Volts;Interior Features:Security System, Cable Available, Sauna/Steam/Hot Tub, Indoor Pool;Hot Water:Natural Gas;",SF,Gloversbrook Rd,26,26,http://media.mlspin.com/photo.aspx?mls=72263092
301,72263176,CTG,327500,,12/11/2017,,,95,70,2 Lambeth Circle,Sandwich,MA,02563,,3,1.5,1631,40,20473,Haley Kirrane,Century 21 NS Group,(508) 888-2121,"Call List Agent, Accompanied Showings, Appointment Required","New Price! Picture perfect 3 bedroom, 1.5 bath home with one car garage on beautifully landscaped corner lot in Canterbury Estates! This contemporary style home offers gleaming wood floors, family room with vaulted ceilings, open kitchen with breakfast bar, front to back living/dining room with wood burning fireplace, 3 bedrooms (one bedroom has been turned into loft and is an office). New driveway and newer furnace. Step out new sliders to stunning, immaculately maintained backyard with deck, patio, stone walls and gardens perfect for entertaining! Great location, easy access to the highway. This property is a must see!","Contemporary, Farmhouse",1,1,"Hot Water Baseboard, Oil",,,,,"Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Tile, Wall to Wall Carpet;Appliances:--;Foundation:Poured Concrete;Construction:--;Exterior:Clapboard;Exterior Features:Deck, Patio, Garden Area;Insulation:--;Electric:--;Interior Features:--;Hot Water:Oil;",SF,Lambeth Circle,2,2,http://media.mlspin.com/photo.aspx?mls=72263176
302,72263218,CTG,314900,,12/11/2017,,,95,91,27 Elmwood Rd,New Bedford,MA,02740,West,3,1,1232,58,17591,Kevin Trahan,Trahan Real Estate Services,(508) 995-9079,Call List Agent,"A breathtaking and tastefully done modern update to this classic ranch. Solidly constructed home on a very desirable dead end street with a beautiful lot that is close to the Dartmouth line. When you see the exterior you will notice the ALL NEW, windows, gutters, porch handrails, asphalt driveway and wood deck. Step inside and be prepared to fall in love with this open floor plan that combines the ALL NEW kitchen and dinning room that flow into the living room. The built in shelves and stylish mantle surround one of your two wood burning fireplace's. There are 3 large bedrooms, all with hardwood floors and ample closets as well as an ALL NEW bathroom. Continue to the walk out basement where there is an additional 600 feet of ALL NEW finished space that features another wood burning fireplace. The heating and Air conditioning systems are just a few years old as is the updated 200 amp circuit breakers. This IS THE ONE you have been searching for.",Ranch,1,0,"Forced Air, Oil",,,,,"Basement:Yes;Fireplaces:2;Roof:Asphalt/Composition Shingles;Floor:Laminate, Hardwood;Appliances:Refrigerator - ENERGY STAR, Dishwasher - ENERGY STAR, Rangetop - ENERGY STAR, Oven - ENERGY STAR;Foundation:Poured Concrete;Construction:Conventional (2x4-2x6);Exterior:Wood;Exterior Features:Deck - Wood;Insulation:--;Electric:Circuit Breakers, 200 Amps;Interior Features:--;Hot Water:--;",SF,Elmwood Rd,27,27,http://media.mlspin.com/photo.aspx?mls=72263218
303,72263489,CTG,145500,,12/12/2017,,,94,84,9 Willard Rd,Ashburnham,MA,01430,,2,1,886,94,7500,Cory Gracie,Dimacale & Gracie Real Estate,(978) 827-4018,"Appointment Required, Sign","Adorable two bedroom Ranch with enclosed porch and two detached garages. Large fully applianced eat-in kitchen with pantry.  First floor laundry.  Hardwood floors in the living room and both bedrooms. Master bedroom has a slider to back deck. Great storage in the two garages plus workshop area.  Replacement windows. Town water and sewer. Within walking distance to shopping, restaurants and Cushing Academy.",Ranch,1,2,"Hot Water Baseboard, Oil",,JR Briggs,Overlook,Oakmont,"Basement:Yes;Fireplaces:0;Roof:Asphalt/Fiberglass Shingles;Floor:Tile, Hardwood;Appliances:Range, Dishwasher, Microwave, Refrigerator;Foundation:Concrete Block;Construction:Frame;Exterior:Wood;Exterior Features:Porch - Enclosed, Deck - Wood, Screens, Satellite Dish;Insulation:--;Electric:Circuit Breakers;Interior Features:Cable Available;Hot Water:--;",SF,Willard Rd,9,9,http://media.mlspin.com/photo.aspx?mls=72263489
304,72263663,CTG,264900,,12/12/2017,,,94,80,1 Jaynes St,Plymouth,MA,02360,,3,1,1198,64,8712,Juan Marichal,"Seaport Village Realty, Inc.",(508) 771-1994,"Call List Agent, Lock Box","Recently Renovated home, a combination of charm and new updates make this home perfect for today's buyer! Highlights include new roof, windows, siding, heating system, flooring and fully upgraded kitchen. A new septic system is to be installed by seller. Seller offering a $4,000.00 credit towards landscaping or buyers closing cost at closing.",Gambrel /Dutch,,0,"Forced Air, Oil",,,,,"Basement:Yes;Fireplaces:0;Roof:Asphalt/Fiberglass Shingles;Floor:Tile, Wall to Wall Carpet;Appliances:Dishwasher, Microwave;Foundation:Concrete Block;Construction:Block;Exterior:Wood;Exterior Features:--;Insulation:--;Electric:--;Interior Features:--;Hot Water:Oil;",SF,Jaynes St,1,1,http://media.mlspin.com/photo.aspx?mls=72263663
305,72263863,CTG,179900,,12/13/2017,,,55,53,1416 Providence Pike,North Smithfield,RI,02896,,3,1,1575,68,39204,Ponte Realty Group,Keller Williams South Watuppa,(508) 677-3233,"Schedule with Centralized Showing Service or call 888-866-8388, Other (See Special Showing Instructions)","Endless Possibilities with this single level ranch.  Property has a fire-placed living room, spacious eat-in kitchen,  tile floor, hardwood floors and close to all amenities.",Ranch,,1,"Hot Water Baseboard, Oil, Other (See Remarks)",,,,,Basement:Yes;Fireplaces:1;Roof:--;Floor:--;Appliances:--;Foundation:Other (See Remarks);Construction:--;Exterior:Wood;Exterior Features:--;Insulation:--;Electric:--;Interior Features:--;Hot Water:--;,SF,Providence Pike,1416,1416,http://media.mlspin.com/photo.aspx?mls=72263863
306,72263970,CTG,1069000,,12/13/2017,,,93,89,61 West Street,Concord,MA,01742,,4,2.5,2373,110,9000,Vivien Tao,Coldwell Banker Residential Brokerage - Concord,(978) 369-1000,"Call List Agent, Lock Box, Appointment Required","A TRANSFORMATION in the heart of coveted West Concord Village, a stone's throw away to Thoreau elementary school, Cousins Park, library and community center.  Style and location are just some of the great attributes that this handsome Colonial has.  Thoughtful renovation and design in 2017 offers today's amenities such as a gorgeous master suite with sumptuous master bath addition, new kitchen with stainless steel appliances, new baths and new roof, yet keeping the character of this home built in the turn of the 20th century: wood flooring throughout, high ceilings and large windows.  In addition, all new high efficiency HVAC, upgraded electrical and plumbing provide comfort and ease of living.  Short distance to the vibrant West Concord center shops, restaurants, art galleries and commuter rail station makes this an extraordinary opportunity for the next owner to just move in and enjoy.",Colonial,1,1,"Hot Water Baseboard, Hot Water Radiators, Gas",,Thoreau,Peabody Sanborn,CCHS,"Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Tile;Appliances:Range, Dishwasher, Microwave, Refrigerator;Foundation:Poured Concrete;Construction:Frame;Exterior:Clapboard;Exterior Features:Deck - Wood, Deck - Composite;Insulation:--;Electric:Circuit Breakers;Interior Features:--;Hot Water:Tank;",SF,West Street,61,61,http://media.mlspin.com/photo.aspx?mls=72263970
307,72264033,CTG,229900,,12/14/2017,,,92,82,12 Margaret Street,Gardner,MA,01440,,3,1.5,1864,88,7350,Reg Haughton,RE/MAX Property Promotions,(978) 874-1551,"Call List Agent, Lock Box, Appointment Required, Sign","You will be delighted with the charm and character of this three bedroom Gambrel style home located on desirable Duns Park, a lovely and quiet neighborhood just minutes from Route 2. This home has many recent improvements both inside and out. Custom kitchen, granite counters, stainless appliances opens to formal dining room or go onto the terrific patio for outdoor entertaining. The front to back living room with fireplace offers a perfect space to spend time this winter months. Three large bedrooms with hardwood flooring and a full bath complete the 2nd floor. Boiler has new hot water coil. You will be impressed with the recent updated exterior, new roof, paint and seamless gutter. You could not build new with all these amenities at this price. Minutes from Gardner schools, commuter routes, Dunn’s Park, Golf Course, Hospital and Library. Absolutely one you should see, and priced to sell!",Gambrel /Dutch,1,0,"Electric Baseboard, Steam, Oil",,Elm St,Gardner MS,Gardner MS,"Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Tile, Vinyl, Hardwood;Appliances:Range, Dishwasher, Refrigerator;Foundation:Poured Concrete;Construction:Frame;Exterior:Stucco;Exterior Features:Patio;Insulation:Unknown;Electric:Circuit Breakers, 100 Amps;Interior Features:--;Hot Water:Oil, Tankless;",SF,Margaret Street,12,12,http://media.mlspin.com/photo.aspx?mls=72264033
308,72264191,CTG,1549000,,12/14/2017,,,268,88,4 Cutters Bluff,Weston,MA,02493,,4,3.5,5088,16,25993,Mizner & Simon Team,Benoit Mizner Simon & Co. - Weston - Boston Post Rd.,(781) 894-8282,"Accompanied Showings, Appointment Required, Sign","Urban chic living is defined in this sophisticated stone and shingle home.  Renowned architectural firm enhanced the character of this signature residence with its 2002 renovation.  The beautiful Christopher Peacock kitchen and the spectacular great room with panoramic views are unique features. A walk-out lower level is ideal for a private in-home office, gym or media room. Enjoy the convenience of this private cul-de-sac located minutes from the Mass Turnpike with easy access to Weston trails and conservation land.","Colonial, Other (See Remarks)",,2,"Central Heat, Forced Air, Gas",,Wood/Country,Weston Middle,Weston High,"Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Tile, Wall to Wall Carpet;Appliances:Range, Dishwasher, Disposal, Compactor, Microwave, Refrigerator, Vent Hood;Foundation:Poured Concrete;Construction:Frame;Exterior:Clapboard, Wood, Stone;Exterior Features:Porch, Patio, Professional Landscaping, Sprinkler System, Screens;Insulation:Full, Fiberglass;Electric:200 Amps;Interior Features:Security System, Cable Available, Wetbar;Hot Water:Natural Gas;",SF,Cutters Bluff,4,4,http://media.mlspin.com/photo.aspx?mls=72264191
309,72264224,CTG,285000,,12/14/2017,,,91,85,137 Beaver Dam Rd,Plymouth,MA,02360,,2,1,1300,58,30019,Irene Westgate,Conway - Plymouth,(508) 746-7500,"Call List Agent, Lock Box, Appointment Required, Pets on Premises","Look no further!!  This gem is situated in the perfect location for work or play.  Just 2 miles from the dazzling White Horse Beach and 3 miles from easy highway access.  Relax in the the large living room with a cozy wood burning stove, which opens into a spacious eat in kitchen.  This home offers a sizable partially finished basement, that can be easily converted into and extra bedroom, an office, a gym area or a man cave, the possibilities are endless.  This corner lot property offers two sheds and a view of a local horse farm from the backyard.  It's a nature lovers dream with easy access to Tidmarsh Wildlife Sanctuary with miles of trails to traverse.  Title V passed conditionally, owner will update for closing.  Price change reflects work to be completed.",Ranch,1,1,"Hot Water Baseboard, Propane",,,,,Basement:Yes;Fireplaces:0;Roof:--;Floor:--;Appliances:--;Foundation:Poured Concrete;Construction:--;Exterior:Vinyl;Exterior Features:Storage Shed;Insulation:--;Electric:--;Interior Features:--;Hot Water:Propane Gas;,SF,Beaver Dam Rd,137,137,http://media.mlspin.com/photo.aspx?mls=72264224
310,72264344,CTG,324900,,12/14/2017,,,92,76,25 Wildwood Ave,East Bridgewater,MA,02333,,3,2,1059,108,13634,Karen Finocchi,Realty Edge,(781) 826-3343,"Call List Agent, Lock Box, Appointment Required, Sign","Delightfully updated farmhouse colonial with all the bells and whistles! New designer kitchen with ample cabinets, granite counter tops, stainless steel appliances, built-in desk or dry bar & newly refinished flooring. As you make your way through this lovely home, you'll discover it's been freshly painted, 2 newly updated bathrooms, new roof, electrical panel, plumbing, driveway, heating system and irrigation. Wall to wall carpeting in the bedrooms. Good size deck & yard for entertaining. New septic system just installed in February 2018!  Nothing to do here but move in & enjoy life!","Colonial, Farmhouse",1,0,"Steam, Oil, Other (See Remarks)",,,,,"Basement:Yes;Fireplaces:0;Roof:Asphalt/Fiberglass Shingles, Rubber;Floor:Vinyl, Wall to Wall Carpet, Hardwood;Appliances:Range, Dishwasher, Microwave, Refrigerator, Refrigerator - ENERGY STAR, Dishwasher - ENERGY STAR, Cooktop - ENERGY STAR, Oven - ENERGY STAR;Foundation:Irregular;Construction:Frame;Exterior:Vinyl;Exterior Features:Deck, Storage Shed, Sprinkler System;Insulation:Other (See Remarks);Electric:Circuit Breakers;Interior Features:--;Hot Water:Electric, Tank;",SF,Wildwood Ave,25,25,http://media.mlspin.com/photo.aspx?mls=72264344
311,72264800,CTG,314900,,12/18/2017,,,88,75,1373 Massachusetts Avenue,Lunenburg,MA,01462,,4,2.5,2640,64,9375,Laurie Serpa,Mary Foley Real Estate,(978) 840-3030,"Call List Agent, Appointment Required, Sign, Pets on Premises","Start the New Year in this Beautiful Home!! Pride of ownership shines here! Home totally remodeled in 2014.Spacious open, light filled floor plan. Great private yard with new patio for entertaining! Deck for additional entertaining! Master Suite with slider and private balcony! 3rd floor walk up waiting to be finished!! Granite Counter Tops, Solid Maple Cabinets,Stainless Appliances, Beautiful Hardwood floors, Spacious First Floor Laundry Room. Also has an awesome Moda Flame fireplace to keep you cozy on those chilly nights! Relaxing Farmers Porch. Heating System and Electric brand new in 2014! Great location and walking distance to school! Large shed for extra storage, extra wide gutters with leaf guard! This is one you don't want to miss! Call to schedule your showing before it's gone!!",Colonial,1,0,"Hot Water Baseboard, Oil",,Passios,Lunenburg,Lunenburg,"Basement:Yes;Fireplaces:1;Roof:--;Floor:Wood, Tile, Wall to Wall Carpet;Appliances:Refrigerator - ENERGY STAR, Dishwasher - ENERGY STAR, Range - ENERGY STAR, Rangetop - ENERGY STAR;Foundation:Poured Concrete, Concrete Block;Construction:Frame;Exterior:Vinyl;Exterior Features:Porch, Deck, Deck - Wood, Patio, Storage Shed;Insulation:--;Electric:--;Interior Features:Cable Available, Walk-up Attic;Hot Water:--;",SF,Massachusetts Avenue,1373,1373,http://media.mlspin.com/photo.aspx?mls=72264800
312,72265240,CTG,449900,,12/17/2017,,,89,74,24 Pondview Rd,Acushnet,MA,02743,,4,2,2695,18,39483,Edie Debalsi,Kinlin Grover Real Estate,(508) 748-9751,"Call List Office, Accompanied Showings","Exquisite move in ready Colonial in the very desirable Acushnet subdivision (Reservoir Estates) Absolutely nothing to do, pack your belongings and move right in. Wood burning marble F/P in the very spacious living room leading to an open floor plan large kitchen with granite top center island and SS appliances. The formal dining room is bright airy and inviting perfect for your formal family dinners.Marble floors in foyer, full bath and kitchen on main level. Hardwood floors throughout the house including the 3 bedrooms, the 4th bedroom has wall to wall. The master bedroom has a large walk in closet and the other 3 bedrooms are spacious with good size closets. The 2nd level full bath offers a Jacuzzi soaking tub, bidet, stand up shower and ceramic tile floor. The very big 4th bedroom sits above the 2 car 24x24 attached garage. This property also offers a 48 head front and back irrigation system, storage shed and professional landscaping. Vinyl maintenance free deck. Call ASAP...",Colonial,1,2,"Central Heat, Hot Water Baseboard, Oil",,,,,"Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:--;Appliances:Range, Dishwasher, Refrigerator, Washer, Dryer;Foundation:Poured Concrete;Construction:Frame;Exterior:Wood;Exterior Features:Porch, Deck - Vinyl, Patio, Gutters, Storage Shed, Professional Landscaping, Sprinkler System, Stone Wall;Insulation:Full;Electric:Circuit Breakers;Interior Features:--;Hot Water:Oil;",SF,Pondview Rd,24,24,http://media.mlspin.com/photo.aspx?mls=72265240
313,72265272,CTG,165000,,12/20/2017,,,86,84,140 Sterling St,Worcester,MA,01610,,3,1,1056,27,4471,Maureen H. Brennan,MHB Realty,(508) 981-4761,"Call List Office, Lock Box, Appointment Required","Great buy! 3 bedroom ranch o my $165000.  Put list on your list of homes to see today.  Near downtown  rt 290, 146, downtown,  the Pike, MBTA T. 2 year old roof. Built 1991.  Cheaper than renting or great single family rental/ equity builder.",Ranch,1,0,"Hot Water Baseboard, Gas",,Vernon Hil/Char,Sullivan Middle,South/Trade,"Basement:Yes;Fireplaces:0;Roof:Asphalt/Fiberglass Shingles;Floor:Vinyl, Wall to Wall Carpet;Appliances:Range, Disposal, Microwave, Refrigerator, Washer, Dryer;Foundation:Poured Concrete;Construction:Frame, Modular;Exterior:Vinyl;Exterior Features:Deck - Wood, Screens;Insulation:Full;Electric:Circuit Breakers, 100 Amps;Interior Features:Cable Available;Hot Water:Natural Gas, Tank;",SF,Sterling St,140,140,http://media.mlspin.com/photo.aspx?mls=72265272
314,72265296,CTG,499900,,12/20/2017,,,86,75,1 Hunt St,Danvers,MA,01923,,3,1.5,1958,103,5053,Christopher Blasczak,"Liberty Residential Realty, LLC",(978) 434-0074,"Owner, Lock Box, Accompanied Showings","Just reduced! Don't miss this opportunity to live in this amazing location in the Heart of Danvers. Conveniently located in the downtown center of Danvers near highways and shopping malls 1 Hunt has it all. Welcome home to this Renovated 3 bedroom, 1+1/2 Bath with SO Much to offer! Beautifully appointed open concept kitchen/ dining/living room and as a bonus a finished basement! Other renovation items include: Vinyl siding, New Roof, Electrical, Plumbing, High Efficiency Heating System w/ 3 separate heating zones! LED lighting throughout , New Double Hung vinyl replacements windows, red oak hardwood flooring and so much more. Open house Saturday March 3rd from 12:00 PM to 1:30 PM",Other (See Remarks),1,1,"Hot Water Baseboard, Gas",,,,,"Basement:Yes;Fireplaces:0;Roof:Asphalt/Fiberglass Shingles;Floor:Tile, Hardwood;Appliances:Range, Dishwasher, Disposal, Microwave, Refrigerator, Washer, Dryer, Refrigerator - ENERGY STAR, Dryer - ENERGY STAR, Dishwasher - ENERGY STAR, Washer - ENERGY STAR, Range - ENERGY STAR, Oven - ENERGY STAR;Foundation:Poured Concrete, Concrete Block;Construction:Frame;Exterior:Vinyl;Exterior Features:Porch, Deck - Composite, Gutters;Insulation:Full;Electric:100 Amps;Interior Features:Cable Available;Hot Water:Natural Gas, Tankless;",SF,Hunt St,1,1,http://media.mlspin.com/photo.aspx?mls=72265296
315,72265501,CTG,239900,,12/21/2017,,,59,55,12 Olive St,Lowell,MA,01852,,3,1,1047,98,1877,Christopher Chiang,"Abbian Realty, LLC",(978) 857-4693,"Call List Agent, Lock Box","Back on the market due to buyer financing!!  Come take a look at this house! This beautiful newly renovated 3 bedroom, 1 bath house is waiting for you!!  Conveniently located near the Lowell Connector and the MBTA.  This home features a kitchen that opens up to your living room and dining room.  The dining room has a newly built deck off of it.  There are 3 nice sized bedrooms upstairs with new carpeting and doors.  Other updates to this home include: painting throughout house, new furnace, new hot water tank, new insulation, and new stainless steel appliances.  There is a driveway and parking in front of the house.",Colonial,1,0,"Hot Water Baseboard, Gas",,,,,"Basement:Yes;Fireplaces:0;Roof:Asphalt/Fiberglass Shingles;Floor:Tile, Wall to Wall Carpet;Appliances:Range, Dishwasher, Microwave, Refrigerator;Foundation:Fieldstone;Construction:Frame;Exterior:Vinyl;Exterior Features:Porch, Deck - Wood, Fenced Yard;Insulation:--;Electric:--;Interior Features:Cable Available;Hot Water:--;",SF,Olive St,12,12,http://media.mlspin.com/photo.aspx?mls=72265501
316,72265551,CTG,315000,,12/21/2017,,,85,70,187 Walnut Street,Lynn,MA,01905,,3,1.5,1285,118,4499,Wendy Carpenito,"Carpenito Real Estate, Inc.",(781) 233-7300,Other (See Special Showing Instructions),"Nicely RENOVATED 6 room Colonial features NEW kitchen with granite counter, subway tile backsplash and stainless steel appliances, pantry area with granite counter, NEW half bath with washer and dryer, formal dining room, living room, wood flooring, 3 bedrooms, NEW full bath, master offers walk-in closet, slider to private balcony and NEW carpeting, great paint colors, central air, deck, farmer's porch.  Nothing to do but unpack!   Sorry no off street parking.",Colonial,1,0,Gas,,,,,"Basement:Yes;Fireplaces:0;Roof:--;Floor:Wood;Appliances:--;Foundation:Fieldstone;Construction:--;Exterior:--;Exterior Features:Deck, Balcony;Insulation:--;Electric:--;Interior Features:--;Hot Water:--;",SF,Walnut Street,187,187,http://media.mlspin.com/photo.aspx?mls=72265551
317,72265646,CTG,273900,,12/21/2017,,,85,72,3 Saint Ann Street,Pepperell,MA,01463,,3,2,1678,118,8051,Kayla Nault,Central Mass Real Estate,(877) 537-9997,Schedule with ShowingTime or call 888-627-2775,"This charming home was renovated in 2006. It features a custom designed, eat-in kitchen with cherry cabinets, granite counters and recessed lighting. A central island with a breakfast bar adds extra storage and counter space. The first floor also offers a laundry area with extra storage, a dining room and living room all with wood flooring plus a full bath with walk in shower. There is even a place to hook up a wood stove. Upstairs there are 3 bedrooms and another full bathroom. The small yard is easy to maintain. There is also an irrigation system to help keep the lawn green plus a storage shed to hold all of the yard tools.",Colonial,1,0,"Hot Water Baseboard, Oil",,,,,"Basement:Yes;Fireplaces:0;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Tile;Appliances:Range, Dishwasher, Microwave, Refrigerator;Foundation:Fieldstone, Brick, Irregular;Construction:Frame;Exterior:Wood;Exterior Features:Storage Shed, Sprinkler System;Insulation:Full, Fiberglass;Electric:200 Amps;Interior Features:--;Hot Water:Natural Gas;",SF,Saint Ann Street,3,3,http://media.mlspin.com/photo.aspx?mls=72265646
