,MLSNUM,STATUS,LISTPRICE,SOLDPRICE,LISTDATE,SOLDDATE,EXPIREDDATE,DOM,DTO,ADDRESS,CITY,STATE,ZIP,AREA,BEDS,BATHS,SQFT,AGE,LOTSIZE,AGENTNAME,OFFICENAME,OFFICEPHONE,SHOWINGINSTRUCTIONS,REMARKS,STYLE,LEVEL,GARAGE,HEATING,COOLING,ELEMENTARYSCHOOL,JUNIORHIGHSCHOOL,HIGHSCHOOL,OTHERFEATURES,PROPTYPE,STREETNAME,HOUSENUM1,HOUSENUM2,PHOTOURL
496,72094321,SLD,599900,625000,11/17/2016,01/09/2017,,16,5,6 Millet St,Boston,MA,2124,Dorchester,6,3,3717,113,4064,Declan O'Toole,Home Run Realty,(617) 777-6109,"Call List Office, Call List Agent","Opportunity to own a very nice home/investment property. Spacious 3 family with 3 bedrooms in each unit. This building is certified de-leaded. New siding, new roof and newer windows. Hardwood floors, in-unit washer/dryers, and off-street parking. Plenty of on-street parking. Upside potential on rent. Units #1 and #2 will be delivered vacant. Close to public transportation and walk to the 'T'. Easy access to downtown Boston. Don't miss this one. CALL FOR OFFERS BY 12 NOON ON TUESDAY, NOVEMBER 22ND.",,,0,,,BPS,BPS,BPS,,MF,Millet St,6,6,http://media.mlspin.com/photo.aspx?mls=72094321
497,72094366,SLD,419000,430000,11/17/2016,1/31/2017,,15,4,53 Williams Ave,Brockton,MA,2302,,9,3,3021,93,6882,Dennis Patch,Patch Realty Group,(617) 800-9065,Call List Agent,"**First Showing Sunday Nov 20th 2-3pm** Large 3 family on a quiet dead end street with large lot. Most of the work has been done, just start collecting rent.  Aluminum siding with replacement windows. Tons of off street parkings. ~Inside you will find spacious apartments with 3 Bedrooms! Gas heating systems and electrical has been updated. First floor unit has been remodeled and is vacant.  Turn key investment opportunity.   Great opportunity to live for free on the first floor an collect rent. (first floor has a new kitchen and hardwood floors in the living and dining rooms)",,,0,,,,,,,MF,Williams Ave,53,53,http://media.mlspin.com/photo.aspx?mls=72094366
498,72094489,SLD,729000,700000,11/17/2016,1/31/2017,,49,49,992 River St,Boston,MA,2136,Hyde Park,8,3,3555,118,5028,Robin B. Portman,Century 21 Portman Properties,(617) 364-3400,"Appointment Required, Other (See Special Showing Instructions)","Beautifully renovated 3 family home in move in condition! Lead paint compliance certificates for all apartments. New roof, updated heat and newer hot water tanks.  The 2nd floor apartment was just totally renovated with a brand new kitchen including granite countertops and stainless steel appliances,  a new ceramic tiled bathroom and gorgeous refinished hardwood floors as well as new cosmetics. The 1st and 3rd floor apartments were totally renovated within the last 10 years.  Newly paved driveway and parking area in the rear yard as well as brand-new rear porches.  The vacant 2nd floor apartment could easily get $2100 per month not including utilities.  The basement has two finished but unheated rooms. Wonderful for either an owner occupant or as a carefree investment.",,,0,,,,,,,MF,River St,992,992,http://media.mlspin.com/photo.aspx?mls=72094489
499,72094493,SLD,998000,1081800,11/17/2016,1/20/2017,,6,6,61-63 Gordon St,Boston,MA,2134,Allston,5,2,2622,88,8487,Gary Yee,Presidential Homes Realty,(617) 238-2068,"Accompanied Showings, Appointment Required","Rare opportunity available to own this well-maintained 2 family brick house with 2 car garage. Each unit has hardwood floors throughout, living room, dining room, full eat-in kitchen and enclosed porch. Basement has additional entertainment area and extra bonus storage room. 1st floor has A/C. 2nd floor has walk up attic with expansion potential. Great location, near shopping, restaurants and 5 minute walk to MBTA Green B Line or bus line. Excellent location for commuters, close drive into Boston by Mass Pike, convenient to St. Elizabeth's Hospital, Union Square, Boston University, Boston College and downtown Boston. Ideal for Owner occupant or Investor. Offers will be reviewed TUE 11/22 at noon.",,,2,,,,,,,MF,Gordon St,6163,61-63,http://media.mlspin.com/photo.aspx?mls=72094493
500,72094511,SLD,419900,410000,11/17/2016,1/18/2017,,24,3,28 Chatham St,Lynn,MA,1902,,5,2,2673,118,3674,Jacqueline Calderon,Greenhome Realty,(617) 650-6481,"Call List Agent, Accompanied Showings","Owner occupied well-maintained two family.  Unit one has six rooms, including a bonus room which can be used either as a dining room or a third bedroom and two large living rooms. Hardwood floors throughout and ceramic tile in the kitchen and bathroom. Current rent is below market rate. Unit two has eight rooms including two large living rooms and three bedrooms, plus two bonus rooms in the carpeted & heated attic for possible extension. Hardwood throughout. Water proof laminate in the kitchen. New kitchen with stainless steel refrigerator and stainless steel stove, granite counter top. Most walls on second floor and ceiling are new and insulated. All outside walls are insulated. Newer gas heating system. Newer insulated windows. Video security system throughout the outside of the house. Two commuter rail stops within less than one mile. Parking for three + cars. Full basement.",,,0,,,,,,,MF,Chatham St,28,28,http://media.mlspin.com/photo.aspx?mls=72094511
501,72094533,SLD,287900,296000,11/17/2016,1/27/2017,,13,13,11 Boardman St,Worcester,MA,1606,Indian Lake,7,3,4228,135,14824,Edwin Hernandez,Rose Real Estate Consultants,(508) 755-6323,Call List Office,"Very well maintained long owner occupied three family. Nice corner lot with scenic view. Circuit breakers, one year old roof, vinyl windows, huge 2-3 car garage and natural woodwork. Each unit offers eat in kitchen, living room, dinning room, 2 large bedrooms a possible third and a pantry. Highest and best offer by Saturday, November 26, 4:00 PM.",,,2,,,,,,,MF,Boardman St,11,11,http://media.mlspin.com/photo.aspx?mls=72094533
502,72094653,SLD,749900,801000,11/15/2016,01/11/2017,,21,7,11-13 Quincy Street,Medford,MA,2155,,4,2,2196,108,4105,Brian Christopher,BC Realty,(781) 405-7192,"Call List Agent, Accompanied Showings, Appointment Required","Medford/W. Somerville line! OPEN HOUSE NOV 19th SATURDAY 2-3:30 PM & NOV 20th SUNDAY 11-1 PM. Rock solid two-family in the sought after Hillside neighborhood. Well maintained & thoughtfully updated by one owner for over 50 years! Vinyl ext, windows, and newer roof. Fire-placed living rooms, antique brass lighting fixtures. Gleaming hardwood floors just restored in the living and dining rooms, bedrooms, hallways and 2nd flr stairs. 3rd bed on 2nd flr changed into office space. Attic w/fantastic storage and expansion potential, large basement with separate workshop area, updated heat, built in storage shelves.  Three enclosed porches finished with lots of little extras!  Rear yard with grass area and a true New England style cobblestone patio!  3+ car driveway. Great location tucked away on side street but still close to shops, restaurants, Davis & Ball Sq, Bus routes to Red/Orange line/ future Green line. Estate Sale please allow 24-48 Hrs for response. Sellers attorney to hold escrow",,,0,,,,,,,MF,Quincy Street,1113,Nov-13,http://media.mlspin.com/photo.aspx?mls=72094653
503,72094756,SLD,299888,305000,11/18/2016,1/19/2017,,28,13,32 Summer St,Attleboro,MA,2703,,10,3,3409,118,10325,Camillo Giangrande,Camelot Realty,(617) 201-3496,"Call List Agent, Accompanied Showings, Appointment Required, Pets on Premises","LOCATION, LOCATION, LOCATION!!! GIVE YOURSELF A PRESENT THIS HOLIDAY SEASON!!! The numbers work on this 3 family home in the desirable Capron Park Area. Walk across County St and you're at the zoo looking at the lions and lemurs! This home is ideal for either the seasoned or first-time investor. When including the money from the coin-op washer/dryer in the basement the gross annual income is close to 50K!!! The home is also ideal for an owner occupant. If you're single, take the third floor unit...if you have a family, take the larger first floor unit...BE FREE OF A MORTGAGE PAYMENT!!! And the house is situated about a half mile away from the commuter rail into Boston. Owner just added a new roof on the garage, as well as a new exterior stairwell for the third floor unit. Many other updates have been done over the past five years, and each unit is section 8 approved. For under 300K, this is the best deal in town...as well as a creative seller who's willing to work with a buyer.",,,2,,,,,,,MF,Summer St,32,32,http://media.mlspin.com/photo.aspx?mls=72094756
504,72094849,SLD,525000,520000,11/18/2016,1/27/2017,,7,7,35-37-39 Blendall,Brockton,MA,2302,,6,4.5,3456,30,8843,Michelle Torrey,Torrey & Associates R. E.,(508) 580-8440,"Call List Office, Call List Agent, Accompanied Showings",Very Sought After Unique Townhouse Style all Units... This Property WILL NOT LAST... Owners Unit Impeccable with all The Bells and Whistles must see to Believe. HUGE OVERSIZED BEDROOMS both With HIS and HER CLOSETS. Owners Unit has Finished Lower Level with a Full Bath Jacuzzi Tub. Heating System has 3 Zones so if not using Lower Level very energy efficient. Lower level Can Be a Family Room or Masterbedroom depending on your Needs. All Units are Immaculate and Great Condition. E-Z Condo Conversion for later resale to Maximize your Investment. Each Unit Market rent is 1600 to 1800. All Utilities are separate with exception of one water meter. Call today before it is too Late.,,,0,,,,,,,MF,Blendall,353739,35-37-39,http://media.mlspin.com/photo.aspx?mls=72094849
505,72094871,SLD,235000,242600,11/16/2016,1/13/2017,,25,5,51-53 Belvidere Ave,Holyoke,MA,1040,,6,2,2600,98,4400,Christine Libardi/The Home Team,Keller Williams Realty,(413) 789-9880,Schedule with ShowingTime or call 888-627-2775,"IMMACULATE MOVE IN READY Updated Six bedroom Multi family! Make this your home for the Holidays. Every room freshly painted to perfection. All redone beautiful hardwood floors throughout. French doors! Both Kitchens have new appliances, cabinets, counters, floors, pantries and more. Both bathrooms updated with tile floors. Huge attic that can be used for storage or made into a loft.  Two front and back porches for you to sit outside and relax.  New replacement windows, 3 New exterior doors, steam pipes newly insulated and all water lines replaced. Full newly insulated basement with 2 brand new electrical boxes, 2 new water heaters and 1 new furnace. Washer, dryer, and unit one refrigerator is negotiable. Come and see for yourself. This won't last long!!!  Multiple offers are in. Highest and.best by Monday at 5",,,2,,,,,,,MF,Belvidere Ave,5153,51-53,http://media.mlspin.com/photo.aspx?mls=72094871
506,72094944,SLD,229900,226000,11/19/2016,1/26/2017,,0,0,605 Front St,Chicopee,MA,1013,,8,3,3684,118,12632,Ivan Karamian,Century 21 A-1 Nolan Realty,(413) 737-7356,Other (See Special Showing Instructions),"Rare to find! Spacious updated 3 family with separate utilities and plenty of parking. Updates include: remodeled kitchens, bathrooms, mostly replacement windows, electrical panels, floors, doors, light fixtures, crown moldings, rubber roof (APO), 2 gas heating units and more.  Each apartment offers large eat-in kitchen. First and second floor apartments have 3 bedrooms each. Third floor has 2 bedrooms, and has a family room that can be turned into a 3rd bedroom. Second floor apartment has an open floor plan. 1st and 2nd floor apartments have gas heat, 3rd floor has electric baseboards. Each apartment has a separate gas hot water tank. There is a laundry area with hook ups for each unit in the basement. Don’t miss this one!",,,0,,,,,,,MF,Front St,605,605,http://media.mlspin.com/photo.aspx?mls=72094944
507,72095065,SLD,249900,245100,11/18/2016,1/13/2017,,24,8,62 E Water Street,Taunton,MA,2780,,5,2,2042,143,7841,Keith Powell,RE/MAX Welcome Home,(508) 823-2700,"Call List Agent, Accompanied Showings, Sign, Pets on Premises","TWO   family ready for new owners.Will be vacant at close . One -three bedroom and one two bedroom . All separate  utilities .  Completely gutted and rebuilt in 1996. Vinyl replacement window , new carpet through out  . Over sized rear deck  .  Large open yard directly across from park, river front and a short distant to the marina.",,,0,,,,,,,MF,E Water Street,62,62,http://media.mlspin.com/photo.aspx?mls=72095065
508,72095136,SLD,429900,442000,11/20/2016,01/09/2017,,11,11,17-19 Hamilton Road,Wakefield,MA,1880,,4,2,1636,75,6022,John Ross,Boardwalk Real Estate,(781) 944-7820,Schedule with ShowingTime or call 888-627-2775,"Great Duplex style 2 Family near the center of Town that has been family owned for over 40 Years. Each unit has its own driveway, hardwood floors, separate utilities, and separate heating systems. Close to Town Center, Bus, Commuter Rail, Parks, and Schools!  Perfect for first time home buyer, willing to add some finishing touches, while having income from the other side. Stable rent and Condo conversion in the area, also make this a great value for an investor.",,,0,,,,Galvin,Wakefield Mem.,,MF,Hamilton Road,1719,17-19,http://media.mlspin.com/photo.aspx?mls=72095136
509,72095211,SLD,256900,272500,11/20/2016,1/20/2017,,26,12,176 E County Rd,Rutland,MA,1543,,6,3.5,2094,24,359806,Joy Rapsomanikis,"HJRealty Group, LLC",(508) 480-5605,"Lock Box, Sign, Other (See Special Showing Instructions)","BEST AND FINAL-PLEASE PROVIDE YOUR BEST AND FINAL BY 5PM FRIDAY DECEMBER 2, 2016!!! Come and see the potential this home has to offer!! Needs some work but you will love the privacy and large lot. . Main Unit features fireplaced living room, wood stove, hardwood flooring on 1st level, Master bedroom with master bath on 1st level. Open loft on 2nd level, 3 additional bedrooms, unfinished space over garage for game room etc. Skylights! This home also features a legal basement unit which can be a great mortgage helper.",,,2,,,,,,,MF,E County Rd,176,176,http://media.mlspin.com/photo.aspx?mls=72095211
510,72095562,SLD,849900,815000,11/22/2016,01/05/2017,,28,11,534 Saratoga Street,Boston,MA,2128,East Boston,11,3,2784,118,1990,Mario Pleitez,United Brokers,(617) 389-2700,Call List Agent,"Wonderful property in excellent conditions with parking possibilities, 4min walk to train stations, conveniently located near, school, laundromat, car wash, restaurants, high way, medical facilities, parks. featuring newer gas heating systems. you must come and see for yourself.",,,0,,,,,East Boston,,MF,Saratoga Street,534,534,http://media.mlspin.com/photo.aspx?mls=72095562
511,72095742,SLD,255000,238000,11/22/2016,1/31/2017,,20,6,60 Crescent Street,Lawrence,MA,1841,,5,2.5,2621,108,4800,Alberto Nunez,"Coco, Early & Associates",(978) 687-8484,Schedule with ShowingTime or call 888-627-2775,Great potential in this 2 family with a finished attic & plenty of off street parking. Great project for an investor.,,,0,,,Guilmette,Arlington,,,MF,Crescent Street,60,60,http://media.mlspin.com/photo.aspx?mls=72095742
512,72095761,SLD,409900,389900,11/22/2016,1/31/2017,,95,16,35 Estes St,Lynn,MA,1902,,4,3,2596,108,6407,Mission Impossible Team,United Brokers,(617) 389-2700,Other (See Special Showing Instructions),"OPEN HOUSE Sunday Dec 4 2-3PM Not your typical 2 family. Set back from the street with a large level front yard, wood deck and brick patio offers lots of privacy and perfect for entertaining. 2nd level features open layout with modern style kitchen, 2 full bathrooms and 2 bedrooms. 1st level                                                                                                                                                                                                                                              has newer kitchen with granite counter tops, newer appliances, laminate flooring and  newer back splash. All separate utilities - exterior was recently painted. You will enjoy your summers on the garden and front yard. Easy to show. Convenient location minutes from the beach and commuter rail station. Did I mention both units are DELEADED? What an opportunity - ready for occupancy!",,,0,,,,,,,MF,Estes St,35,35,http://media.mlspin.com/photo.aspx?mls=72095761
513,72095815,SLD,279900,275000,11/22/2016,1/30/2017,,44,30,85 Willie St.,Lowell,MA,1854,,4,2,2730,118,4500,Song Taing,ERA Key Realty Services,(978) 256-6575,"Lock Box, Go Direct, Schedule with ShowingTime or call 888-627-2775","Completely vacant, ready for new investor or homeowner occupied with tenant paying for your mortgage. This house always have this layout since the geico as 1st fl. have 2 bedroom with one extra room used as a bedroom. and 2nd fl. have 2 bedrooms and 3 bedroom in top floor. This house is a must see.",,,0,,,,,,,MF,Willie St.,85,85,http://media.mlspin.com/photo.aspx?mls=72095815
514,72095821,SLD,259900,235000,11/22/2016,1/27/2017,,19,10,1 Broad St,Lynn,MA,1902,,4,1.5,1554,155,2409,Liliya Sherman,Sherman Realty,(508) 631-1779,"Appointment Required, Other (See Special Showing Instructions)","Great investment opportunity!    The house used to be one family with commercial zoning . However City of Lynn made a decision about changing the zoning to 2 family residential . Starting with new fiscal year in the City of Lynn RE taxes for the property will be showing in the official docs . First floor of the house used to be dental office that could be made into 2 bedroom 2 bathroom apartment . Second floor has 2 bedroom one bath apartment which brings $ 1,200.00 per month in rent . After remodeling potential income should be $2800 - 2900 per month",,,0,,,,,,,MF,Broad St,1,1,http://media.mlspin.com/photo.aspx?mls=72095821
515,72096389,SLD,1299000,1380000,11/17/2016,01/05/2017,,34,19,128-130 Federal St,Salem,MA,1970,,13,8,8636,218,33817,Team Harborside,Harborside Sotheby's International Realty,(781) 631-8800,"Call List Agent, Accompanied Showings, Appointment Required","SHOWINGS SCHEDULED FOR WEDNESDAY DECEMBER & HAS BEEN CANCELLED - Great investment opportunity in Salem's McIntire Historic District - the Ebenezer Shillaber House is a wonderful 8 unit multi-family featuring historic charm, high ceilings, period details, 6 garage spaces and over 33,000 sq ft of land. Building is fully tenanted with TAW and stable rental history.  Financials available on request.  NDA required.",,,6,,,,,,,MF,Federal St,128130,128-130,http://media.mlspin.com/photo.aspx?mls=72096389
516,72096489,SLD,1350000,1250000,11/28/2016,1/23/2017,,9,9,29 Belknap St,Somerville,MA,2144,,6,3,3681,108,3280,Joyce N. Kiley,Boardwalk Real Estate,(781) 944-7820,"Call List Agent, Accompanied Showings","Great location near the Medford, Arlington and Cambridge Arlington lines,  this standard 6/6/6 triple decker has newer white rubber roof, low maintenance vinyl siding and separate utilities. Each floor  has a living room (14x13) with bay, spacious dining room (15x12)  with built -in china cabinet, eat in kitchen (14x10), office or pantry (7x6), 2 bedrooms (12x10) and (11x 10),  full baths.  Gas heat and hot water. There are front and back balconies and porches.  Off street parking for 2-3 cars.  Permit street parking.   Walk to Davis Sq, Tufts, transportation and shopping.   Will be delivered free of all tenants so you can choose your own tenants  or convert to condos without delay.",,,0,,,,,,,MF,Belknap St,29,29,http://media.mlspin.com/photo.aspx?mls=72096489
517,72096527,SLD,709000,680000,11/28/2016,01/06/2017,,7,3,122 Shurtleff St,Chelsea,MA,2150,,11,3,3849,108,2631,Nicholas Spagnola,City Realty Group,(617) 751-5119,Appointment Required,"CHELSEA BRICK DE-LEADED 3 FAMILY, FULLY OCCUPIED WITH STRONG RENTAL HISTORY! This 3-4-4 bedroom features large bedrooms, spacious living rooms and large kitchens. Many upgrades have been made throughout the years. Utilities are separate and the tenants pay their share. Prime location offering renters easy access to downtown Boston, Logan Airport, Tobin Bridge and I-93. Gross annual rent is approximately $57,780, well below market with room for major upside potential. Do not miss!",,,0,,,,,,,MF,Shurtleff St,122,122,http://media.mlspin.com/photo.aspx?mls=72096527
518,72096720,SLD,799000,765000,11/28/2016,1/25/2017,,28,11,87 Spring St,Medford,MA,2155,,9,5.5,3388,118,4223,Michael Hayes,Century 21 Advance Realty,(781) 395-2121,Call List Office,"Price to sell!!  Hard to come by two (2) families on one lot.  Convenient location to transportation and shopping.  All units have separate utilities.  The large 8 room apartment is vacant.  The 3 other tenants at will will be remaining at time of sale.  Property has had some updates over the years but is in need of work.  The front property has a half bath in basement.  Rear house has just had a new oil tank installed this week. Parking for 3 cars.  Shed remains. This property has great potential to upgrade and increase the value considerably. Open House Thursday, 12/1 3-5 PM and Saturday, 12/3 12-2 PM.  Offers due Monday 12/5 at 12 PM.",,,0,,,,,,,MF,Spring St,87,87,http://media.mlspin.com/photo.aspx?mls=72096720
519,72096755,SLD,249900,240000,11/28/2016,1/17/2017,,32,11,89 Henry Ave,Lynn,MA,1902,,4,2,1937,128,2864,Paul Stonkus,EXIT Elite Realty,(800) 960-3948,"Call List Agent, Accompanied Showings, Appointment Required, Sign","Two family Gambrel Colonial in Western Avenue side of Highlands near Henry Ave. park offers five rooms, two bedrooms each floor. Smaller home with one-car garage underneath and walk-out basement. Rear yard sloping. ROW left of house from street offers access to two homes including #89. Close to public transportation and conveniences. Walk-up attic from back hallway facilitates finishing third floor which could hold three more bedrooms and another full bathroom to increase the home's value to that of a desirable 2 & 1/2 family home.",,,1,,,,,,,MF,Henry Ave,89,89,http://media.mlspin.com/photo.aspx?mls=72096755
520,72096789,SLD,680000,665000,11/28/2016,1/31/2017,,24,8,278-280 Furnace Brook Parkway,Quincy,MA,2169,,5,3,2475,98,6993,Bing & Sanchez Team,Gibson Sotheby's International Realty,(617) 426-6900,Call List Agent,"A beautifully maintained 2 level Two Family building with basement, large driveway and garage parking.  Fully updated a few years ago. New plumbing throughout both units with “future plumbing” possible in attic and basement. Updated Boilers and hot water tanks (Gas). New windows throughout. Updated electric 3 panels.  7+ Parking space with massive 2 car garage. Lots of storage in basement. Partially finished basement   Can be sold as a package with the building next door 282-284 Furnace Brook Pkway. UPDATED - First showings Saturday Open House 12/3 2 PM to 3 PM.",,,2,,,,,,,MF,Furnace Brook Parkway,278280,278-280,http://media.mlspin.com/photo.aspx?mls=72096789
521,72096833,SLD,639000,665000,11/28/2016,1/17/2017,,18,4,19 Vesta Rd,Boston,MA,2124,,9,3,3894,113,3000,Boris Kuritnik,"Greenville Real Estate Group, Inc.",(617) 983-8300,"Call List Agent, Accompanied Showings","$72,000 GOI from this solid, well kept triple decker off blue Hill ave.   All three units are master leased by a transitional housing agency. They pay for Water and sewer and minor maintenance repairs. Features include: Kitchens with granite and stainless steal appliances, hardwood floors, updated electrircal, newer windows and gas heating systems. All buyers must show proof of funds or financing letters acknowledging the master lease. Showings scheduled for these times only, this Weds 11/30 from 2-4pm and this Friday 12/2 from 1-2:30pm. All offers will be presented.",,,0,,,,,,,MF,Vesta Rd,19,19,http://media.mlspin.com/photo.aspx?mls=72096833
522,72096907,SLD,237500,229500,11/29/2016,1/26/2017,,13,12,96-98 Hilton St,Chicopee,MA,1020,Chicopee Falls ,6,3,3652,108,7405,Ryan Fitzemeyer,eXp Realty,(888) 854-7493,Call List Agent,"Great opportunity for owner occupied 3-family or investment property with cash flow. 1st floor has been recently remodeled for owner's use and includes new countertops, a high-end dishwasher, 3 season sun porch, renovated bathroom, and hardwood floors throughout. All utilities are separated, parking for 6 cars, fenced-in backyard. Each unit has 2 bedrooms, 1 bath, laundry hook ups and front porches. Located on a quiet street. Nearby access to the MassPike, I-291, and I-391, as well as shopping centers, eateries, and other amenities. There is locked storage for each unit in the basement and in the shed. Sold 'AS-IS'. Call today, won't last long!",,,0,,,Belcher,,,,MF,Hilton St,9698,96-98,http://media.mlspin.com/photo.aspx?mls=72096907
523,72097010,SLD,549900,550000,11/29/2016,1/27/2017,,20,5,32 Hawes St,Revere,MA,2151,,6,2,2649,68,4642,Jodi Dilorenzo,DiLorenzo Realty,(781) 286-7799,Other (See Special Showing Instructions),"Great Spacious in this OVERSIZED Two Family featuring Loft Style Owners Unit on two Levels, with 3 or 4 Bedrooms, Open Floor Plan, Eat in Kitchen, Large Living Room with Fireplace, French Doors leading to Master Bedroom, 2nd level with family room and separate bedroom, Spacious 1st floor unit features 3 bedrooms, eat in kitchen, oversized living room, Finished lower level gives you two more rooms for family room and bedroom , Driveway, Deck, Maintenance free yard.  Conveniently located , short walk to bus stop, elementary school, restaurants and shopping.   OPEN HOUSE SATURDAY DEC. 3rd  12:00 -1:30",,,0,,,,,,,MF,Hawes St,32,32,http://media.mlspin.com/photo.aspx?mls=72097010
524,72097094,SLD,229000,225000,11/29/2016,1/27/2017,,27,8,228 Belleville Road,New Bedford,MA,2745,,5,2,3302,101,3302,Martin Correia,ERA Jose S. Castelo Real Estate Inc.,(508) 995-6291,Call List Agent,"Location, Location, Location ! North-end two family in great condition. Live here and have tenants help pay the mortgage. First floor had originally 3 bedrooms, can be changed back. Recent Roof, siding, and replacement windows. Fenced in back yard, driveway.(378)",,,0,,,,,,,MF,Belleville Road,228,228,http://media.mlspin.com/photo.aspx?mls=72097094
525,72097167,SLD,299900,320000,11/29/2016,1/13/2017,,20,6,12 Rice Street,Salem,MA,1970,Salem Neck ,4,2,2989,138,3376,Terryanne St. Pierre,Merry Fox Realty,(978) 740-0008,"Call List Agent, Lock Box","Great opportunity  to own a two  family in a very convenient Bridge Street Neck location. Solid 5/5 with huge multi room attic for future expansion possibilities. Interior is in need of renovation and updating but this home has great bones. Separate utilities, off street parking and  yard make this one worth a look. A short distance to town and train as well as Rte 62 for highway access. please submit highest and best offer by 5 PM MOnday Dec 5",,,0,,,First Choice,Collins,Salem High,,MF,Rice Street,12,12,http://media.mlspin.com/photo.aspx?mls=72097167
526,72097234,SLD,1600000,1775000,11/30/2016,01/06/2017,,23,9,49 Porter St,Somerville,MA,2143,Davis Square,12,3,4110,118,3948,Tony Madan,Boston Investments,(617) 212-0550,Other (See Special Showing Instructions),"New rare to find fully leased 3 family in coveted Porter Sq.  Walking to Porter T stop, bars and excellent culinary cuisines.  Blocks away from the Cambridge Line.  Excellent rental location and long term upside potential.  All units leased until Aug 31, 2017, with 7% escalation clauses if renewed for 2018, turnkey property.  Strong credited tenants.  Collect positive cash flow from Day 1.  Two of three units are in renovated condition with the potential to upgrade Unit 1 and increase income. HW floors. Utilities individually metered, spacious rooms, Maintenance free Vinyl Siding, Laundry coin-op basement 55/mo income, 2nd Floor unit Includes is off-street parking for 150/mo.  Large Fenced in yard, Front & Back decks off units. See attached Flr Plan.  Open House Thur 12/1 (1p-2pm), Sun 12/4 (1-2pm), Wed 12/7 (1-2p). Only showings @ OH, bids due Thur 12/8 @ Noon",,,0,,,,,,,MF,Porter St,49,49,http://media.mlspin.com/photo.aspx?mls=72097234
527,72097235,SLD,1100000,1300000,11/30/2016,1/25/2017,,23,9,9 Concord Ave,Somerville,MA,2143,Union Square,9,3,3016,118,4171,Tony Madan,Boston Investments,(617) 212-0550,Other (See Special Showing Instructions),"New rare to find fully leased 2 family in coveted Union Sq.  1 Block from the up and coming Green Line T, bars and excellent culinary cuisines.  Also blocks away from the bustling Inman Sq. and Cambridge Line.  Excellent rental location and long term upside potential.  All units leased until Aug 31, 2017, with 7% escalation clauses if renewed for 2018, turnkey property.  Strong credited tenants.  Collect positive cash flow from Day 1.  Units are in renovated condition with the potential to upgrade even further & increase income with small improv. HW floors. Utilities individually metered, spacious rooms, Maintenance free Vinyl Siding, Laundry coin-op basement 60/mo income, 1st Floor unit Includes off-street parking for 150/mo.  Large Fenced in yard, Side & Back decks off units. See attached Flr Plan.  Open House Thur 12/1 (2:30-3:30pm), Sun 12/4 (2:30-3:30pm), Wed 12/7 (2:30p-3:30p). Only showings @ OH, bids due Wed 12/7 @ 5pm",,,0,,,,,,,MF,Concord Ave,9,9,http://media.mlspin.com/photo.aspx?mls=72097235
528,72097252,SLD,725000,810000,11/30/2016,1/31/2017,,7,7,2 Sprague St,Revere,MA,2151,,8,4,4304,118,5775,Jill McTague,RE/MAX Andrew Realty Services,(781) 395-7676,Schedule with ShowingTime or call 888-627-2775,"Magnificent, large 4 family in a great commuter location.  This is your opportunity to own an income producing property in a desirable area.  New roof, new windows throughout, upgraded electrical, hardwood floors, newer kitchens and baths help to make this an investment opportunity that you won't want to pass up.  Two of the units have a bonus room to be used as additional bedroom, den or office.  Oversized kitchens, large bedrooms, hardwood floors and plenty of storage spaces allow for ideal units for renters.  Add your own cosmetic touches to the units and you will be the envy of all of your neighbors.  Added features are some freshly painted rooms and hallways, newer walls in several of the units, large outdoor space and a unique 4 -5 car parking lot. Due to tenants, showings may be limited to open house.",,,0,,,,,,,MF,Sprague St,2,2,http://media.mlspin.com/photo.aspx?mls=72097252
529,72097327,SLD,599900,652000,11/30/2016,1/20/2017,,19,6,10 Edson St,Boston,MA,2124,,12,3,3679,113,3502,Christopher Smith,Century 21 Commonwealth,(617) 666-2121,"Accompanied Showings, Appointment Required, Other (See Special Showing Instructions)","Great Investment Opportunity! Spacious 3 Family located minutes from Codman Sq., Fields Corner, and the Ashmont T-Stations.  Each unit has 4 bedrooms, living room, 1 full bath, kitchen, pantry and both front and rear decks on all three levels. Ideal for short term rentals, this property has unlimited income potential for years to come as a rental property or would be ideal for condo conversions. The property itself features vinyl siding, replacement windows, a brand new roof (August 2016), newer gas heating systems, as well as newer hot water tanks. The units are all TAW and the property can be delivered vacant at the discretion of the buyer. First Showing is this Thursday, December 1st, 5:30-7pm and another Saturday, December 3rd, 11-1pm.    Offers due by Tuesday, December 6, at 12pm.",,,0,,,,,,,MF,Edson St,10,10,http://media.mlspin.com/photo.aspx?mls=72097327
530,72097333,SLD,239700,235000,11/30/2016,1/31/2017,,20,15,25-27 Weaver Street,New Bedford,MA,2740,,6,2,2174,103,3800,William Ryan,RE/MAX Spectrum,(508) 997-5757,"Call List Agent, Appointment Required","Two Family with 3 Bedrooms each unit. Hardwood floors throughout! New Roof, New Windows, New Stamped concrete Driveway, Updated electric, Aluminum Vinyl Siding, 2 Newer Furnaces and Hot water tanks. Security System on first floor. Long term tenants in place on Second floor. Call today to set up your private viewing of this turn key investment property.",,,0,,,,,,,MF,Weaver Street,2527,25-27,http://media.mlspin.com/photo.aspx?mls=72097333
