,MLSNUM,STATUS,LISTPRICE,SOLDPRICE,LISTDATE,SOLDDATE,EXPIREDDATE,DOM,DTO,ADDRESS,CITY,STATE,ZIP,AREA,BEDS,BATHS,SQFT,AGE,LOTSIZE,AGENTNAME,OFFICENAME,OFFICEPHONE,SHOWINGINSTRUCTIONS,REMARKS,STYLE,LEVEL,GARAGE,HEATING,COOLING,ELEMENTARYSCHOOL,JUNIORHIGHSCHOOL,HIGHSCHOOL,OTHERFEATURES,PROPTYPE,STREETNAME,HOUSENUM1,HOUSENUM2,PHOTOURL
294,72101794,SLD,389900,375000,12/15/2016,2/3/2017,,22,8,363 Massapoag Avenue,Sharon,MA,02067,Massapoag Lake ,3,1.5,1474,63,40250,Seth Stollman,Keller Williams Realty,(781) 828-4900,Schedule with ShowingTime or call 888-627-2775,"Move right into this updated, bright and sunny 3 bedroom, 1.5 bath Ranch style home close to beautiful Lake Massapoag in Sharon. Updates include granite kitchen with stainless appliances, bar and office nook, newer roof, heating and septic systems. Other updates including painting, new doors and lighting. Large, walkout basement ready to be finished. Great opportunity to move into Sharon at a great price.",Ranch,1,0,"Hot Water Baseboard, Oil",,,Sharon,Sharon,"Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Tile, Hardwood;Appliances:Range, Dishwasher, Microwave, Refrigerator, Washer, Dryer;Foundation:Poured Concrete;Construction:Frame;Exterior:Vinyl;Exterior Features:--;Insulation:--;Electric:100 Amps;Interior Features:--;Hot Water:Oil;",SF,Massapoag Avenue,363,363,http://media.mlspin.com/photo.aspx?mls=72101794
295,72101903,SLD,244000,250000,12/15/2016,2/3/2017,,6,6,8 Seba Kent Rd,Pawtucket,RI,02861,,3,1.5,1754,79,6126,Celeste P. Fournier,Blu Sky Real Estate,(508) 557-0022,Call List Agent,"Excellent Pinecrest Location for this Lovely Colonial. Fireplaced Living Room,Separate Dining Room &  a Cozy Den Overlooking the Backyard. Half bath on first floor near the Garage. Kitchen has side entry. Upstairs you'll find 3 Ample Bedrooms & Closets. Partially Finished Lower Level too, Perfect for Office/Media room. Newer Roof & Recently Professionally Painted. A MUST SEE!",Colonial,,1,"Hot Water Baseboard, Oil",,,,,"Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles, Rubber;Floor:Tile, Wall to Wall Carpet, Hardwood;Appliances:Range, Dishwasher, Refrigerator, Washer, Dryer;Foundation:Poured Concrete;Construction:--;Exterior:Wood;Exterior Features:Patio, Gutters, Screens;Insulation:--;Electric:Circuit Breakers, 100 Amps;Interior Features:--;Hot Water:Oil;",SF,Seba Kent Rd,8,8,http://media.mlspin.com/photo.aspx?mls=72101903
296,72102038,SLD,599000,590000,12/16/2016,2/3/2017,,19,5,101 Emerson Road,Milton,MA,02186,East Milton ,3,2,1486,93,4712,William J. Gerety,William Raveis R.E. & Home Services,(781) 934-2104,"Call List Agent, Appointment Required","Run, don't walk to this exciting new listing in desirable East Milton! Many improvements and upgrades to this charming home including 2-zone central AC, gas furnace, Rinnai on demand water heater, new insulation, Andersen windows, seamless covered gutters, updated plumbing and electrical systems, updated kitchen with granite,  freshly painted inside and out. Hardwood floors throughout. Updated second floor bath features marble floor, double vessel sinks, tiled shower with glass doors. Updated first floor full bath with tiled shower and glass doors. First floor den/office has French doors and built-in bookcases. Upstairs there are 3 bedrooms, all with newly refinished hardwood floors and spacious closets. Fenced yard, composite deck. Recent fall plantings include flowering bulbs, boxwoods, pear trees, Japanese maple, hydrangeas, hostas, and more. Custom pavers in 2-car driveway and front walk. Nice neighborhood with sidewalks and easy access to Boston.",Cape,1,0,Gas,,,,,"Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Wood;Appliances:Range, Dishwasher, Microwave, Refrigerator, Washer, Dryer;Foundation:Concrete Block;Construction:Frame;Exterior:Wood;Exterior Features:Deck - Composite, Gutters, Professional Landscaping, Fenced Yard;Insulation:Full;Electric:--;Interior Features:Cable Available, French Doors;Hot Water:Tankless;",SF,Emerson Road,101,101,http://media.mlspin.com/photo.aspx?mls=72102038
297,72102166,SLD,260000,255000,12/16/2016,2/3/2017,,37,6,62 Oxbow Rd,Charlton,MA,01507,,3,2,1986,19,122839,Marita Tasse,RE/MAX Prof Associates,(508) 248-3100,Call List Agent,"Appealing extra large split level home all ready for new owners - Motivated sellers! Big open living/dining room has sliders to a large back deck overlooking the private wooded backyard for nature lovers! There's a fully applianced eat-in kitchen with ample cabinet and counter space, huge master BR, big walk-in closet, full master bath (double vanity) and 2 more good sized BRs plus the main bath. Efficient Andersen windows throughout. The custom finished lower level is a great family room with fabulous storage and shelving with a cozy wood stove and natural light with windows. Big double garage and a spacious storage shed plus a fenced area in the backyard. Ideal country setting, level paved driveway, super easy highway access near the Oxford line and highly regarded Charlton schools!",Split Entry,1,2,"Hot Water Baseboard, Oil",,Charlton Elem,Heritage,Shepherd Hill,"Basement:Yes;Fireplaces:0;Roof:Asphalt/Fiberglass Shingles;Floor:Vinyl, Wall to Wall Carpet, Laminate;Appliances:Range, Dishwasher, Refrigerator;Foundation:Poured Concrete;Construction:Modular;Exterior:Vinyl;Exterior Features:Deck, Storage Shed;Insulation:Full;Electric:Circuit Breakers, 200 Amps;Interior Features:Cable Available;Hot Water:Tankless;",SF,Oxbow Rd,62,62,http://media.mlspin.com/photo.aspx?mls=72102166
298,72102589,SLD,182500,185500,12/18/2016,2/3/2017,,34,16,28 Rogers Ave,West Springfield,MA,01089,Tatham ,3,1.5,1389,66,17860,Steven Pedro,Century 21 A-1 Nolan Realty,(413) 737-7356,Appointment Required,"This is the home you have been looking for, so don't let this opportunity pass you by!  There is a recently updated electrical panel and refinished hardwood floors on 1st floor. Same owner loved this home for over 45 years!  Now you can also make this your home sweet home with a little of your own love and personal touches.  It is sure to go quickly, as it is priced well below assessed value.  Make your appointment today!",Colonial,1,2,"Hot Water Baseboard, Oil",,,,,"Basement:Yes;Fireplaces:1;Roof:--;Floor:--;Appliances:Range, Refrigerator, Washer, Dryer;Foundation:Poured Concrete;Construction:--;Exterior:Wood;Exterior Features:--;Insulation:--;Electric:--;Interior Features:--;Hot Water:--;",SF,Rogers Ave,28,28,http://media.mlspin.com/photo.aspx?mls=72102589
299,72103005,SLD,165000,152500,12/21/2016,2/3/2017,,1,1,2 Jenkins St,Worcester,MA,01602,Tatnuck,2,2,1292,95,15581,Anne Reardon French,"Tina Bilazarian, Inc.",(508) 842-1700,Call List Agent,,Cape,1,3,Electric,,W. Tatnuck,Forest Grove,Doherty,"Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles, Rubber;Floor:Vinyl, Wall to Wall Carpet, Hardwood;Appliances:Range, Dishwasher, Refrigerator, Washer, Dryer;Foundation:Fieldstone, Slab;Construction:Frame;Exterior:Shingles;Exterior Features:Porch, Patio, Gutters, Stone Wall;Insulation:Unknown;Electric:Circuit Breakers;Interior Features:Cable Available;Hot Water:--;",SF,Jenkins St,2,2,http://media.mlspin.com/photo.aspx?mls=72103005
300,72103031,SLD,365000,360000,12/21/2016,2/3/2017,,18,5,55 Lincoln Street,Easton,MA,02356,,3,1.5,1559,128,12932,Susan Johnson,Coldwell Banker Residential Brokerage - South Easton,(508) 230-2544,"Lock Box, Appointment Required, Sign, Schedule with ShowingTime or call 888-627-2775, Pets on Premises","Historic Downtown! This classic late 1800 Cape offers 3 spacious  bedrooms, 1.5 baths in the heart of desirable North Easton. You can walk to the Farmer's Daughter, Sheep's Pasture, Town Pool, Library, Schools, Parks, Ball Fields.....This lovely home has the charm of yesteryear while offering plenty of modern amenities-Wood burning fireplace with sconces, sliders to a 12'x12' deck for barbequing -  Updates include roof, gutters, vinyl siding, refinished hardwood floors, kitchen with granite counter tops and stainless steel appliances, updated baths, 2 zone central air, 2 zone FHA gas heat and water heater, replacement windows, circuit breakers- If you enjoy gardening then you'll appreciate all the plantings, annuals, perennials and herb gardens that surround this nicely landscaped fenced in backyard-  Title V in hand- Best Of Both Worlds!",Cape,1,0,"Forced Air, Gas",,,,,"Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Tile, Wall to Wall Carpet;Appliances:Range, Dishwasher, Microwave, Refrigerator;Foundation:Fieldstone;Construction:Frame;Exterior:Vinyl, Brick;Exterior Features:Deck - Wood, Storage Shed, Fenced Yard, Kennel;Insulation:--;Electric:Circuit Breakers;Interior Features:Cable Available;Hot Water:Natural Gas;",SF,Lincoln Street,55,55,http://media.mlspin.com/photo.aspx?mls=72103031
301,72103593,SLD,174900,174900,12/27/2016,2/3/2017,,20,5,43 Spindleback,New Ipswich,NH,03071,,3,2,1874,30,23522,Rebecca Lehtonen,RE/MAX Town Square,(603) 878-3242,"Call List Office, Call List Agent, Lock Box","Comfortably sized, not too big, not too small...this home has 3 bedrooms on the second floor with over-sized windows and lots of light. The first floor boasts a somewhat open concept living, dining and kitchen with slider to back yard. The first floor also offers a mudroom area, laundry, 3/4 bath and Sauna. The basement has 2 finished rooms, perfect for extra entertaining or great for storage. This property abuts a small brook and is on a semi-private lot for a neighborhood setting.",Colonial,1,0,Hot Water Baseboard,,Highbridge Hill,Boynton,Mascenic,"Basement:No;Fireplaces:0;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Tile, Wall to Wall Carpet;Appliances:--;Foundation:Poured Concrete;Construction:Frame;Exterior:Vinyl;Exterior Features:Deck, Storage Shed;Insulation:--;Electric:--;Interior Features:--;Hot Water:Oil;",SF,Spindleback,43,43,http://media.mlspin.com/photo.aspx?mls=72103593
302,72103713,SLD,165000,166500,12/28/2016,2/3/2017,,20,6,115 Fitchburg Rd,Ashburnham,MA,01430,,2,2,1188,21,50145,William H. Foss Jr,EXIT New Options Real Estate,(888) 363-3948,"Call List Agent, Lock Box, Sign",Set off Rte 12 with pond views during the fall and winter. Enjoy fishing and skating just across the street.  Spacious open living/dining area with hardwoods and walkout bay window in the dining area. Two bedrooms each with access to baths and hardwood floors.   Needs a little TLC.  You'll enjoy the covered porch and the large deck off the kitchen during the warmer weather. Septic is designed for 3 bedrooms so expansion could be a possibility.,Ranch,1,1,"Hot Water Baseboard, Oil",,,,,"Basement:Yes;Fireplaces:0;Roof:Asphalt/Fiberglass Shingles;Floor:Vinyl, Hardwood;Appliances:Range, Dishwasher, Refrigerator, Washer, Dryer;Foundation:Poured Concrete;Construction:Frame;Exterior:Vinyl;Exterior Features:Porch, Deck;Insulation:Full, Unknown;Electric:220 Volts, 100 Amps;Interior Features:Cable Available;Hot Water:Separate Booster;",SF,Fitchburg Rd,115,115,http://media.mlspin.com/photo.aspx?mls=72103713
303,72104881,SLD,342000,330000,1/3/2017,2/3/2017,,17,9,9 Bayberry Road,Westford,MA,01886,,3,1,1427,53,30491,Laura Rakauskas,Berkshire Hathaway HomeServices N.E. Prime Properties,(978) 486-8926,Schedule with ShowingTime or call 888-627-2775,"You are invited to see this incredible updated home located in a cul-de-sac about 1 mile from Westford Academy. It features 5 generously sized rooms on the main level and 2 finished rooms on the lower level. Improvements within the 12 yrs of ownership include refinished hardwood flooring, kitchen countertops, SS fridge and dishwasher, all new interior paint, and refreshed stylish bathroom. 12 y/o roof, vinyl siding, doors and windows, including a beautiful Bay window in the fireplaced livingroom. 6 year old furnace and Remi tankless hot water. 200 AMP service. Enjoy the large lower level playroom, or roam about in the large open back yard. Participate in town fairs, farmer's markets, shopping and the beach. Westford's School system ranks among the top in the ""2017 Best School Districts in MA"" according to U.S. News and Niche. This incredible home is priced to sell. Seller is leaving the new high end GE front loader washer, and the new dryer as a gift. Quick closing possible.",Ranch,1,0,"Forced Air, Gas",,Elementary,Blanchard,Wesford Academy,"Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Tile, Wall to Wall Carpet, Hardwood;Appliances:Range, Dishwasher, Microwave, Refrigerator, Washer, Dryer;Foundation:Poured Concrete;Construction:Frame;Exterior:Vinyl;Exterior Features:Deck, Patio, Storage Shed;Insulation:--;Electric:200 Amps;Interior Features:Cable Available, Whole House Fan;Hot Water:Tankless;",SF,Bayberry Road,9,9,http://media.mlspin.com/photo.aspx?mls=72104881
304,72105126,SLD,199000,220000,1/4/2017,2/3/2017,,9,9,23 Mall St,Salem,MA,01970,,3,1,2492,218,1640,Mike Sheehan,Proactive Realty,(781) 843-7255,Schedule with ShowingTime or call 888-627-2775,"MULTPLE OFFER NOTIFICATION!!ALL BEST & FINAL OFFERS DUE . GREAT LOCATION lots of character and charm on edge of HISTORIC DISTRICT with brick lined sidewalks. Walk to commuter rail and Salem commons. LISTED CHEAP to sell QUICK-offers will probably be made OVER list price. Don't wait! , AWESOME layout, tons of space, high tin ceilings and a BONUS walk-up third floor not counted in square footage, and off street parking!!! It needs LOTS of repairs & probably won't qualify for conventional bank financing. WORKS for flippers, contractors & developers. In R2 zone possible CONDO conversion project-buyer responsible to perform own due diligence. Selling AS-IS as SHOWN.  This is a CORPORATE OWNED SPECIAL and it will sell immediately! The seller has made a conscious decision to price it substantially lower than what it is worth to sell it very quickly. HIGHLY likely that there will be offers well over list price in first week.",Colonial,,0,"Hot Water Baseboard, Oil",,,,,"Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:--;Appliances:--;Foundation:Poured Concrete, Brick, Granite;Construction:Frame;Exterior:Aluminum;Exterior Features:--;Insulation:--;Electric:110 Volts;Interior Features:--;Hot Water:Natural Gas;",SF,Mall St,23,23,http://media.mlspin.com/photo.aspx?mls=72105126
305,72107194,SLD,119000,105000,1/10/2017,2/3/2017,,3,1,1122 Wood,Fall River,MA,02724,,2,1,924,61,5800,Beth Fay,RE/MAX Right Choice,(508) 677-3629,"Call List Agent, Lock Box","Adorable cottage at the bottom of Wood St. Good size rooms. Winter water view. Furnace, hot water, electric panel and roof are updated.  Needs TLC.  Buyer must tie into city sewer line.  Great price for someone handy.  No flood insurance required.",Ranch,,0,"Hot Water Baseboard, Gas",,,,,"Basement:Yes;Fireplaces:0;Roof:Asphalt/Fiberglass Shingles;Floor:--;Appliances:--;Foundation:Concrete Block;Construction:Frame;Exterior:Shingles;Exterior Features:--;Insulation:--;Electric:Circuit Breakers, 100 Amps;Interior Features:--;Hot Water:Natural Gas, Tank;",SF,Wood,1122,1122,http://media.mlspin.com/photo.aspx?mls=72107194
306,72107376,SLD,722000,725000,1/11/2017,2/3/2017,,12,3,1 Toppan,Wenham,MA,01984,,4,2.5,3060,19,70640,Julia Virden,J. Barrett & Company,(978) 526-8555,"Call List Agent, Lock Box, Accompanied Showings","Beautifully nestled in a serene wooded setting and convenient East Wenham location for quick access to everything the North Shore has to offer. This wonderful Colonial will enchant you with its lush landscaping and delightful flower gardens abutting Audubon Conservation land. Inside a formal dining room and generous sized office with chair rail details sets an elegant tone for the rest of this wonderful house. The light kitchen with white cabinets, stunning granite countertops, stainless steal appliances, and its open connection to a spacious coffered-ceiling Great room with a large custom built stone fireplace infuses the feeling of immediate comfort and beauty. Step outside to the mahogany deck and enjoy your morning coffee listening to the birds or relax in the built-in hot tub during the evening hours. Many quality updates throughout, a tastefully finished basement and a large two car garage complete this fantastic 4 bedroom 2 1/2 bathroom home.",Colonial,1,2,"Forced Air, Oil",,,Miles River,HWRHS,"Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Tile, Wall to Wall Carpet, Hardwood;Appliances:Range, Wall Oven, Dishwasher, Microwave, Refrigerator, Washer, Dryer, Refrigerator - Wine Storage;Foundation:Poured Concrete;Construction:Frame;Exterior:Clapboard, Vinyl;Exterior Features:Porch, Deck, Patio, Hot Tub/Spa, Storage Shed, Professional Landscaping, Invisible Fence;Insulation:Full, Fiberglass;Electric:200 Amps;Interior Features:Central Vacuum, Cable Available, Walk-up Attic, French Doors, Wired for Surround Sound;Hot Water:Oil;",SF,Toppan,1,1,http://media.mlspin.com/photo.aspx?mls=72107376
307,72107915,SLD,222000,222000,1/12/2017,2/3/2017,,7,3,23 Garrison St.,Fairhaven,MA,02719,,2,1,999,98,4999,Cassie Canastra,Howe Allen Realty,(888) 491-9993,Call List Office,"Newly renovated Fairhaven home awaits you! The perfect starter home with two bedrooms, 1 bathroom located in a quiet neighborhood close to the park and highway access. This quaint home boasts a secluded front porch, great for relaxing on warm summer nights.  Open concept kitchen/dining room, with new appliances. The kitchen leads out to a back deck and private backyard, perfect for entertaining. The downstairs includes a large living room with high ceilings and two bedrooms and renovated bathroom. The upstairs is a large space that can either be used as a master bedroom or additional living space and office.",Bungalow,1,0,Forced Air,,East Fairhaven,Hastings Middle,Fairhaven High,"Basement:Yes;Fireplaces:0;Roof:Asphalt/Fiberglass Shingles;Floor:Wood;Appliances:Range, Wall Oven, Dishwasher, Microwave, Refrigerator, Freezer, Washer, Dryer;Foundation:Poured Concrete;Construction:Frame;Exterior:Shingles;Exterior Features:Porch, Deck, Fenced Yard;Insulation:--;Electric:110 Volts;Interior Features:Cable Available;Hot Water:Natural Gas;",SF,Garrison St.,23,23,http://media.mlspin.com/photo.aspx?mls=72107915
308,72108309,SLD,49987,46900,1/12/2017,2/3/2017,,13,4,35 Stuart St,Springfield,MA,01119,Pine Pt Bstn Rd,2,1,894,94,5554,Matthew Kearney,"Hampden Realty Center, LLC",(413) 507-2988,"Lock Box, Appointment Required, Schedule with ShowingTime or call 888-627-2775","Find your new home on Stuart Street! This cozy home is located in a quiet neighborhood conveniently located to all. This home offers a welcoming bright & airy front porch, a tidy kitchen with pantry, dining room open to living room, hardwood floors under carpet, updated boiler, newer water heater and two spacious bedrooms.  It does need work so bring your renovation ideas and decorating touches...... perfect opportunity for someone handy or those looking to build instant equity! Have a look and make it yours today!!","Ranch, Bungalow",,0,"Steam, Oil",,,,,"Basement:Yes;Fireplaces:0;Roof:Asphalt/Fiberglass Shingles;Floor:--;Appliances:Range;Foundation:Concrete Block;Construction:Frame;Exterior:Aluminum, Vinyl;Exterior Features:Porch - Enclosed;Insulation:--;Electric:--;Interior Features:--;Hot Water:Oil;",SF,Stuart St,35,35,http://media.mlspin.com/photo.aspx?mls=72108309
309,72108486,SLD,198900,225000,1/13/2017,2/3/2017,,13,6,60 Grove St,Plainville,MA,02762,,2,2,1310,62,20473,Michael Lavery,"Better Living Real Estate, LLC",(781) 821-0105,"Call List Agent, Lock Box","** BANK TAKING HIGHEST & BEST OFFERS UNTIL 9PM TONIGHT, 01/18/17. EMAIL TO MIKE AT EMAIL ADDRESS IN SPECIAL SHOWING INSTRUCTIONS SECTION.   **    Bank owned home in a convenient Plainville area. Spacious corner lot with large backyard, 1c-under garage and deck. GREAT oppurtunity here for the savvy investor.   ** The seller will not negotiate offers until the property has been listed for 5 days. **",Ranch,,1,"Hot Water Baseboard, Oil",,,,,Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Hardwood;Appliances:--;Foundation:Poured Concrete;Construction:Frame;Exterior:Wood;Exterior Features:Deck - Wood;Insulation:--;Electric:200 Amps;Interior Features:--;Hot Water:Oil;,SF,Grove St,60,60,http://media.mlspin.com/photo.aspx?mls=72108486
310,72110103,SLD,489900,505000,1/19/2017,2/3/2017,,14,4,3 Eden Rd.,Wayland,MA,01778,,3,1,1180,66,19166,Kathy Chisholm,Realty Executives Boston West,(508) 429-7391,Schedule with ShowingTime or call 888-627-2775,"This sunny and bright full basement ranch has a freshly painted interior and presents an incredible opportunity to be in the popular Daymon Farms neighborhood of Wayland, close to schools, shopping and major routes.  Brand new 4 bedroom septic system just installed, offering many possibilities for expansion if desired, or just move in and enjoy as is.  Gleaming, refinished hardwood floors throughout most of the home; large living/family room with fireplace, custom mantle, crown molding, hardwood floors & large windows;  spacious dining room with wall of windows; white cabinet kitchen with recessed lighting; 3 bedrooms on main level, all with hardwood floors and good closet space; semi-finished heated bonus room in basement too!  This home is sited on a beautiful corner lot, with a great backyard, large 2 car garage; newer roof (8 yrs) and newer windows (less than 10 yrs). Be part of the exceptional Wayland school system, which ranked #4 in the state by Boston Magazine in 2016!",Ranch,1,2,"Hot Water Baseboard, Oil, Passive Solar",,Loker,Wayland MS,Wayland High,"Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Tile, Laminate;Appliances:Range, Dishwasher, Refrigerator;Foundation:Poured Concrete;Construction:Frame;Exterior:Vinyl;Exterior Features:Gutters, Professional Landscaping, Screens;Insulation:--;Electric:Circuit Breakers;Interior Features:Cable Available;Hot Water:Solar;",SF,Eden Rd.,3,3,http://media.mlspin.com/photo.aspx?mls=72110103
311,72111208,SLD,489900,489900,1/23/2017,2/3/2017,,0,0,179 plain street,Hanover,MA,02239,,3,2.5,2196,2,21344,Chris Bruce,Success! Real Estate,(781) 848-9064,Call List Agent,"Another custom Kennedy Built house. Hardwood floors, custom moldings, granite counter tops, stainless appliances, central air, master bath, 2 car garage.","Raised Ranch, Split Entry",,2,"Forced Air, Gas",,,,,Basement:Yes;Fireplaces:0;Roof:--;Floor:--;Appliances:--;Foundation:Poured Concrete;Construction:--;Exterior:--;Exterior Features:--;Insulation:--;Electric:--;Interior Features:--;Hot Water:--;,SF,plain street,179,179,http://media.mlspin.com/photo.aspx?mls=72111208
312,72112312,SLD,869000,869000,1/25/2017,2/3/2017,,9,1,23 William Fairfield Dr,Wenham,MA,01984,,4,2.5,2401,35,92708,Deborah Vivian,J. Barrett & Company,(978) 922-2700,Call List Agent,"Classic and bright four bedroom Colonial is situated on over two acres in a very sought after neighborhood in Wenham. This home offers a spacious eat-in kitchen, convenient first floor laundry and mudroom, hardwood floors throughout, central A/C and a two-car garage. A three-season porch and stone patio overlook the private, flat lot and landscaped setting. A large finished basement is ready for your finishing touches. With just a little cosmetic work, you will be the proud owner of a  wonderful Wenham home. This very private property is extremely accessible for commuters to public transportation and to major highways. Located in the highly regarded school system.",Colonial,1,2,"Hot Water Baseboard, Gas",,,Miles River,Hami/ Wenh,"Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Tile, Hardwood;Appliances:Range, Wall Oven, Dishwasher, Refrigerator;Foundation:Poured Concrete;Construction:Frame;Exterior:Clapboard, Wood;Exterior Features:Porch - Screened, Patio;Insulation:--;Electric:Circuit Breakers;Interior Features:Security System;Hot Water:Tank;",SF,William Fairfield Dr,23,23,http://media.mlspin.com/photo.aspx?mls=72112312
313,71791093,SLD,171000,165000,2/9/2015,2/6/2017,,630,602,35 S Boundary Rd,Pembroke,MA,02359,,2,1,1343,66,12000,Gina Michini,Molisse Realty Group,(781) 837-5600,"Call List Office, Lock Box","Back on market! This is an approved short sale, bank has done appraisal. Bank will not take anything less than asking price!!! Spacious ranch on a dead end street minutes from the Commuter Rail. Two large bedrooms and two bonus rooms in full finished basement to use as a third bedroom, office or playroom. For all craftsmen out there come checkout the oversized heated garage! Property is being Sold As-Is and subject to Third party approval.",Ranch,,1,"Hot Water Baseboard, Oil",,Bryantville,PCMS,Pembroke,"Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Wall to Wall Carpet, Laminate;Appliances:Range, Dishwasher;Foundation:Concrete Block;Construction:Frame;Exterior:Shingles, Wood;Exterior Features:Deck - Wood, Storage Shed, Fenced Yard;Insulation:Full, Fiberglass;Electric:100 Amps, 200 Amps;Interior Features:--;Hot Water:Electric;",SF,S Boundary Rd,35,35,http://media.mlspin.com/photo.aspx?mls=71791093
314,71899297,SLD,399000,399000,9/5/2015,2/6/2017,,376,376,17-24 Citation Dr. Fox Hill Farm,Plymouth,MA,02360,,3,2.5,1780,3,39026,Stephen Webby,"ERA Belsito & Associates, Inc.",(508) 746-8100,Schedule with ShowingTime or call 888-627-2775,"New construction in up and coming ""Fox Hill Farm"" subdivision. Features open floor plan, carpet, harhwood and tile flooring.Custom Kitchen, master suite and much more. You still have time to make your own selections in this 3 bedroom home.",Colonial,,1,Forced Air,,,,,"Basement:Yes;Fireplaces:0;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Tile, Wall to Wall Carpet;Appliances:Range, Dishwasher, Microwave;Foundation:Poured Concrete;Construction:Frame;Exterior:Vinyl;Exterior Features:Deck - Wood;Insulation:Full;Electric:100 Amps;Interior Features:--;Hot Water:Electric;",SF,Citation Dr. Fox Hill Farm,1724,17-24,http://media.mlspin.com/photo.aspx?mls=71899297
315,71900307,SLD,149900,137000,9/8/2015,2/6/2017,,463,448,61 Shore Dr,Taunton,MA,02780,,1,1,936,68,13504,Kelly Lewis,Kelly Lewis Realty/Church Green Real Estate Services,(508) 823-6184,Other (See Special Showing Instructions),WATERFRONT HOUSE- LAKE SABBATIA-- No flood insurance required.  Sewer in the street.    House is being sold AS-IS!!!    CASH BUYERS!!!!  Needs work inside.,Cottage,,0,"Hot Water Baseboard, Gas",,,,,"Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:--;Appliances:--;Foundation:Poured Concrete;Construction:Frame;Exterior:Wood;Exterior Features:Deck, Fenced Yard;Insulation:--;Electric:60 Amps/Less;Interior Features:--;Hot Water:Natural Gas;",SF,Shore Dr,61,61,http://media.mlspin.com/photo.aspx?mls=71900307
316,71922901,SLD,90000,77000,10/22/2015,2/6/2017,,316,301,18 Old Worcester Rd,Webster,MA,01570,,2,1,720,93,113692,Nick McNeil,Keller Williams Realty Westborough,(508) 871-7141,"Lock Box, Appointment Required, Sign, Schedule with ShowingTime or call 888-627-2775",BANK APPROVED PRICE! Close on a normal time line! Take a look at this great opportunity! Cozy 2 bedroom 1 bath home with a detached 2 car garage that sits on 2.61 acres. Newer septic in place. Is the best use tare down and build new? Can you renovate the 2 bedroom and build on the land? Bring your buyers and your imagination!,Bungalow,1,2,"Hot Water Baseboard, Oil",,,,,Basement:Yes;Fireplaces:0;Roof:--;Floor:--;Appliances:--;Foundation:Poured Concrete;Construction:--;Exterior:Vinyl;Exterior Features:--;Insulation:--;Electric:--;Interior Features:--;Hot Water:--;,SF,Old Worcester Rd,18,18,http://media.mlspin.com/photo.aspx?mls=71922901
317,71928042,SLD,469000,607662,11/4/2015,2/6/2017,,317,303,29 Chance St,Devens,MA,01434,,3,2.5,1897,2,5332,Knox Haschig Real Estate Group,William Raveis R.E. & Home Services,(978) 443-0334,Go Direct,"Welcome to Emerson Green! A new, vibrant residential neighborhood located in Devens. Developed by NOW Communities and Union Studio, Emerson Green has been thoughtfully designed to reflect the principles of smart, connected community living with sustainably constructed, energy efficient and intentionally compact homes. Tree lined streets and rear entry driveways give pedestrians priority over automobiles, recalling the era of friendly, cohesive neighborhoods and a simpler, mindful lifestyle. Easy access to public transportation, main roads, nearby businesses and high quality Harvard schools further position Emerson Green as an exciting addition to the market place! The beauty of this home ""The Garden"" is it's inviting open floor plan, generous large windows and expansive open deck bringing the outside in. Thus home will feature a full wrap around porch as well as many other options Super insulated and sealed achieving a HERS rating of less than 55.",Colonial,1,1,"Central Heat, Heat Pump, Air Source Heat Pumps (ASHP)",,Hildreth Elem,,Bromfield,"Basement:Yes;Fireplaces:0;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Tile, Wall to Wall Carpet;Appliances:Microwave, Refrigerator - ENERGY STAR, Dishwasher - ENERGY STAR, Range - ENERGY STAR;Foundation:Poured Concrete;Construction:Frame;Exterior:Vinyl;Exterior Features:Porch, Deck, Deck - Composite, Screens;Insulation:Full, Fiberglass, Blown In, Polystyrene EPS, Polyisocyanurate Board;Electric:200 Amps;Interior Features:Cable Available;Hot Water:Electric;",SF,Chance St,29,29,http://media.mlspin.com/photo.aspx?mls=71928042
