0,MLSNUM,STATUS,LISTPRICE,SOLDPRICE,LISTDATE,SOLDDATE,EXPIREDDATE,DOM,DTO,ADDRESS,CITY,STATE,ZIP,AREA,BEDS,BATHS,SQFT,AGE,LOTSIZE,AGENTNAME,OFFICENAME,OFFICEPHONE,SHOWINGINSTRUCTIONS,REMARKS,STYLE,LEVEL,GARAGE,HEATING,COOLING,ELEMENTARYSCHOOL,JUNIORHIGHSCHOOL,HIGHSCHOOL,OTHERFEATURES,PROPTYPE,STREETNAME,HOUSENUM1,HOUSENUM2,PHOTOURL
237,72188838,ACT,374900,,6/23/2017,,,241,,574 N Main Street,Brockton,MA,2301,,4,3,3690,98,3230,Eloisa Spinola Depina,"Vicente Realty, LLC",(508) 944-3144,Call List Agent,Here's your opportunity to buy this money making mixed use property. It’s located near area enmities and walk able distance to famous restaurant JJ’s café. This 4 unit dwelling comes with 2 commercial space and 2 apartments.  This is centrally located on North Main Street near Avon & Holbrook.  This mixed use property offers 2 good size retail space on the first level (one is empty & the other is rented).  The 2 residential apartments are on the second level and both occupied. It also has parking and detached garage in rear.  The heating system is all electric and separately metered for each unit; there is one hot water tank for all units. It’s easy to show.,,,1,,,,,,,MF,N Main Street,574,574,http://media.mlspin.com/photo.aspx?mls=72188838
238,72188949,SLD,345000,330000,6/24/2017,11/28/2017,,116,116,240 Warren St,Fall River,MA,2721,,5,3,3486,118,10821,Tom Gamache,Dan Quintal Real Estate,(508) 676-7274,Call List Office,"DUAS CASAS! Two beautiful houses being sold together. Great curb appeal. Ideal for a family compound, detached IN-Law setup, or as a nice rental for owner occupied buyer. Check out the photos to see how well maintained and upgraded these homes are! Two separate single family homes both with frontage on warren street, being sold as a two unit package (both homes not legally separated, they are on the same tax bill / water sewer bill.) For the main house (240), There is a 1200 sq ft 2 stall garage with useful storage upstairs. The main house at 240 Warren being 3 bed, 2 bath has all the modern updates most of today's buyers want to see even including a 20000btu a/c; three levels of living with a great finished basement with a bar, master bed with a walk in closet, and a first floor den with closet space that could be used as a 4th bed. Large open living space and many modern finishes. 232 Warren is a 2 bed one bath home with a nice flow to it and a full walk up attic staircase.",,,2,,,,,,,MF,Warren St,240,240,http://media.mlspin.com/photo.aspx?mls=72188949
239,72189388,SLD,515000,468000,6/26/2017,11/30/2017,,14,14,810 N Main St,Randolph,MA,2368,,6,3,3040,143,19019,Jerry Smith,"LDS Realty Group, Inc.",(781) 885-3286,--,"Rare 2 family presently used as a full service church , Unit one being used as the Full Service church with  2 Bedrooms 1 Bathroom and full ktichen   Unit 2 has Three Bedrooms and 1 Bathroom and presently rented for $1200 TAW , Three thousand square feet of living space   Parking for 6 plus cars   Plenty of potential",,,0,,,,,,,MF,N Main St,810,810,http://media.mlspin.com/photo.aspx?mls=72189388
240,72189729,SLD,105300,68500,6/26/2017,11/01/2017,,98,98,1365 Pleasant St,New Bedford,MA,2740,,4,2,2057,141,2836,Ponte Realty Group,Keller Williams South Watuppa,(508) 677-3233,"Schedule with ShowingTime or call 888-627-2775, Other (See Special Showing Instructions)","***PRICE REDUCED ***Large New Bedford 2 family property with 3 floors of living.  First floor has 2 large bedrooms with hardwood floors, large open kitchen and living room.  2nd floor is a townhouse style unit with open floor plan and slider with a private 2nd floor deck.  Property has a nice fenced in yard. Convenient New Bedford location.Repairs: Repair defective paint  surfaces, Repair deteriorating and uneven steps, Repair/install missing/loose baluster on deck and entrance steps, Repair damaged vinyl flooring and entrance. , Replace blown glass  panel on patio door, Install new floor at entrance, Secure hanging light fixture, remove electrical wire wrapped around pipe, install outlet cover.  Selling broker up to 3% commission of purchase price. Finance Terms: Cash, Conventional and FHA.",,,0,,,,,,,MF,Pleasant St,1365,1365,http://media.mlspin.com/photo.aspx?mls=72189729
241,72189944,SLD,379900,379000,6/27/2017,11/06/2017,,90,74,511 Cabot St,Beverly,MA,1915,,4,2.5,2038,118,2868,Michael D.Ross,Cameron Real Estate Group,(781) 486-3180,Other (See Special Showing Instructions),"Affordable and adorable  low maintenance turnkey multi family residence. Ideal for owner occupant to collect rental income or investment buyer, Seller has not occupied property for 5 years. One car garage and driveway.  Property sold ""as is"" and ""as shown"" with no warranties expressed or implied by Seller and Seller's agent.  Move in condition. Shows well.  Unit 2 lease  ending 12/31/17 shall be transferred to Buyer. Unit 1 to be delivered vacant.  Home inspection for informational purposes only.  24 hour notice required.",,,1,,,,,,,MF,Cabot St,511,511,http://media.mlspin.com/photo.aspx?mls=72189944
242,72190205,SLD,275000,320000,6/27/2017,11/22/2017,,0,0,321 Jefferson Ave,Salem,MA,1970,,9,3,3978,118,8554,Joseph Steen,"Gemini Real Estate Investments, LLC",(978) 935-9890,"Call List Office, Appointment Required, Other (See Special Showing Instructions)","SHORT SALE - ATTENTION INVESTORS, CONTRACTORS, looking for your next project. Large 3 Fam in great location with potential. Property needs significant work throughout, potential gut job. Sold AS-IS. Property likely will not qualify for FHA/VA financing. Buyer/Buyer's agent to perform due diligence.",,,0,,,,,,,MF,Jefferson Ave,321,321,http://media.mlspin.com/photo.aspx?mls=72190205
243,72190367,SLD,419000,395000,6/28/2017,11/01/2017,,45,31,34 Arthur Street,Framingham,MA,1702,,4,2,2132,96,7501,Francis Cueroni,"Welcome Home Realty, LLC",(508) 889-2950,"Call List Agent, Accompanied Showings, Appointment Required","Two family home conveniently located in prime commuter location. Situated close to major routes, shopping, hospital and public transportation.This is truly a commuters dream! All this yet nestled in a neighborhood with nearby park and lake beach. Ample living space with additional storage. Second story unit has private access to attic storage. First floor unit has easy access to basement storage area. Ideal property for owner occupied or investment property. There is potential expansion in the attic for additional second unit living space. In addition to being close to a public park, this property has a private backyard for outdoor living.",,,0,,,school choice,,fhs,,MF,Arthur Street,34,34,http://media.mlspin.com/photo.aspx?mls=72190367
244,72190382,SLD,1100000,1000000,6/28/2017,11/20/2017,,26,26,10 Spence Way,Wellfleet,MA,2667,,5,2,12134,72,45738,James Collins,"Cape Cod Oceanview Realty, Inc.",(508) 255-2202,--,"Once-In-A-Lifetime opportunity. Two knotty-pine cottages with a total of 5BR and 2 baths with 1 Acre bordering on beautiful Chipman's Cove. This rare property presents many possibilities. Rebuild two new homes, build one large home, convert to condominium or keep it the way it is until you decide what to do. Long term summer rental history. Don't miss this special property.",,,0,,,,,,,MF,Spence Way,10,10,http://media.mlspin.com/photo.aspx?mls=72190382
245,72190505,CTG,599900,,6/28/2017,,,174,169,58-60 Sherman Rd,Dedham,MA,2026,,5,3,2712,103,11166,John R. Bethoney,Discover Properties,(781) 326-1800,Other (See Special Showing Instructions),"Rare 3 unit property located in desired Dedham neighborhood! 2 unit building plus detached 1 unit building. Unit 1 consists of 5 rooms, 2 bedrooms and a bath. Unit 2 consists of 4 rooms, 2 bedrooms and a bath. Unit 3 (a small, stand alone ranch) consists of 4 rooms, bath and full basement.  Features include hardwood floors, big, unfinished basements, separate utilities (other than water and sewer), all gas utilities, large lot, deck and off street parking.  Each building sits on it's own lot and has separate tax bills but were deeded to the seller on one deed as a package.  Units and buildings need work and this work has been considered by the seller in the asking price. Property to be delivered vacant.  Buyer/buyer agent to do due diligence in determining the repairs needed, potential condo conversion or further development of the property.  Entire property is vacant and easy to show.  Offers due by Monday, 2-12-18 at 4:00 pm. Buyer agent must view property prior to submitting offer.",,,0,,,Greenlodge,Dedham,Dedham,,MF,Sherman Rd,5860,58-60,http://media.mlspin.com/photo.aspx?mls=72190505
246,72190531,ACT,295000,,6/28/2017,,,424,,251 Pine St,Fall River,MA,2720,Bowenville ,5,5,3383,118,3840,John Long,Keller Williams Realty of Newport,(401) 845-9200,"Call List Agent, Other (See Special Showing Instructions)","5 Unit (single bedroom per unit) apartment building directly across the street from the YMCA. Low rents, good rental history.",,,1,,,Doran,Westall Middle,Durfee High,,MF,Pine St,251,251,http://media.mlspin.com/photo.aspx?mls=72190531
247,72190562,BOM,470000,,6/28/2017,,,221,,43 Rossetter St,Boston,MA,2124,,6,2.5,2236,113,3736,Michael Ellis,Keller Williams Realty Boston South West,(781) 251-2101,Call List Agent,"Back on market because of financing, Charming two family located in a quiet section of Dorchester, needs some TLC but is waiting for the right buyer to restore it to its original sheen. home is owner occupied with tenants on the first floor. Owner is very motivated to sell so come with your ideas and make an offer.",,,0,,,,,,,MF,Rossetter St,43,43,http://media.mlspin.com/photo.aspx?mls=72190562
248,72190579,ACT,269900,,6/27/2017,,,233,,344 Ashley Boulevard,New Bedford,MA,2745,,8,4,5394,102,3542,Michael Barcelos,Century 21 Signature Properties,(508) 999-4541,Call List Agent,"This is a must see home offering,     1st floor-2 bedroom, 2nd floor-Large unit-3 bedroom with a possibility of a 4th bedroom. 3rd floor west-1 bedroom with a possibility of 2 bedrooms. 3rd floor east- 2 bedroom unit.",,,2,,,,,,,MF,Ashley Boulevard,344,344,http://media.mlspin.com/photo.aspx?mls=72190579
249,72190618,UAG,117500,,6/28/2017,,,127,127,71 N Bridge St,Holyoke,MA,1040,,4,2,2128,35,7083,Sheldon Haag,Agnelli Real Estate,(860) 282-0678,"Lock Box, Go Direct, Other (See Special Showing Instructions)","LARGE DUPLEX SITTING ON CORNER LOT. EACH UNIT EQUIPPED WITH SPACIOUS KITCHEN WITH PLENTY OF CABINET AND COUNTER TOP SPACE. 2 BEDROOMS AND 1 BATH PER UNIT. SHARE BASEMENT AREA GREAT FOR ADDITIONAL STORAGE. LARGE, FENCED IN REAR YARD WILL BE GREAT FOR ENTERTAINING. OFF STREET PARKING A PLUS. PROPERTY IN CLOSE PROXIMITY TO CITY ATTRACTIONS AND ENTERTAINMENT.",,,0,,,PBOE,PBOE,PBOE,,MF,N Bridge St,71,71,http://media.mlspin.com/photo.aspx?mls=72190618
250,72190882,SLD,219000,210000,6/29/2017,11/21/2017,,76,76,589 Pond St,Woonsocket,RI,2895,,4,3,1502,98,18150,Debra Blanchet,RE/MAX Town & Country,(401) 333-0020,Call List Agent,"Woonsocket’s Hidden Jewel, 2 Family Set on Beautiful Park Like Lot, Very Private, Not A Drive By, Must See To Appreciate, Flowers & Plants Galore.  Great For Owner Occupy, Taxes Do NOT Reflect Home Stead, Owner Occupy Can Save 10% On Taxes.  Move Right In, 2nd Floor Apartment All New Kitchen Appliances, 2 Full Baths, Master Walk-in Cedar Closet.  Hardwoods.  Newer Navien High Efficiency Gas Boiler.  2 Car Garage, Patio, Call For Private Showing.",,,2,,,,,,,MF,Pond St,589,589,http://media.mlspin.com/photo.aspx?mls=72190882
251,72191290,SLD,189900,182500,6/30/2017,11/13/2017,,91,77,89 S Main St,North Brookfield,MA,1535,,5,2,2400,128,13504,Seth Woolard,Seth Woolard,(508) 207-5292,Other (See Special Showing Instructions),"welcome to 89 south Main Street North Brookfield, MA. This 2 investment opportunity is perfect for the owner occupant looking for additional income to help pay the mortgage OR the investor looking for a solid investment. Owner has gone through each unit and updated just about everything. New gas furnances",,,2,,,,,,,MF,S Main St,89,89,http://media.mlspin.com/photo.aspx?mls=72191290
252,72191462,SLD,359999,340000,6/30/2017,11/10/2017,,104,85,54 Bellevue Ave,Haverhill,MA,1832,,6,3,2266,118,4500,Craig Sutherland,Keller Williams Realty,(978) 927-8700,--,Fly on Through to this Three on Bellevue! Two Beds Each Unit with two TAW units. Nicely vinyl sided with hardwood throughout. Off street parking and with inventory being low This will not be available long! Set your viewing today!,,,0,,,,,,,MF,Bellevue Ave,54,54,http://media.mlspin.com/photo.aspx?mls=72191462
253,72191813,UAG,160000,,6/28/2017,,,31,31,115 Bedford St,New Bedford,MA,2740,,9,3,3231,108,3300,John Fernandes,VICTORIA Realty,(508) 998-6466,"Call List Agent, Accompanied Showings, Other (See Special Showing Instructions)","MULTIPLE OFFERS.  PLEASE SUBMIT HIGHEST AND BEST BY 4PM SATURDAY 7/8/17. Rare opportunity to own a 3 family in this location a few blocks from Winslow school and St. Luke's hospital.  Downtown, Buttonwood Park/zoo and other area amenities are within approximately 1 mile.  All 3 units are occupied. Unit 3 needs a lot of work as well as the exterior.  Will not pass FHA financing due to exterior peeling paint.  Short sale.  Not yet approved. Sold as is.  Buyer responsible for smokes/CO, and certificate.  Showings will begin Wednesday July 5th in a group showing/open house type setting from 5PM-7PM. Proof of funds/pre approval with all cash offers.",,,0,,,Winslow,Keith,NBH,,MF,Bedford St,115,115,http://media.mlspin.com/photo.aspx?mls=72191813
254,72192089,SLD,175000,175000,07/01/2017,11/30/2017,,108,92,30 Elm St,Spencer,MA,1562,,4,3,2117,118,2279,Crawford Realty Team,RE/MAX Prof Associates,(508) 885-7885,Schedule with ShowingTime or call 888-627-2775,"Check out this money maker!!!  FULLY RENTED Centrally located 3-family in village residential neighborhood.  Convenient location 1 block from Main St. Renovated in 2010 home features newer roof,windows,stairs,flooring,walls,kitchen cabinets,and hard wired smoke/c.m./detectors. First floor is 5-rooms,2+bedrooms.Second floor is 2 3-room apartments with storage room in attic. Private off-street parking with 2-spaces for each apartment. Great owner occupy or investment property.",,,0,,,,,,,MF,Elm St,30,30,http://media.mlspin.com/photo.aspx?mls=72192089
255,72192115,ACT,479900,,07/02/2017,,,63,,628 N.MAIN ST,Brockton,MA,2301,,5,3,2753,123,6360,Francesca Alves-Hines,Andrade Associates,(508) 427-0026,Call List Agent,"Updated 3 family with nice yard!!! Close to highways! Back on market due to buyer's inability to be financed, will go fast!",,,0,,,,,,,MF,N.MAIN ST,628,628,http://media.mlspin.com/photo.aspx?mls=72192115
256,72192598,SLD,430000,405000,07/05/2017,11/27/2017,,33,19,11 Emmons St,Milford,MA,1757,,6,3,3055,128,9531,Mo Santangelo,RE/MAX Executive Realty,(508) 520-9696,--,"Excellent Investment Opportunity - A rare 3 unit Multi-Family in a great neighborhood.  Ideal for Owner Occupy or Investors...  Large yard, very clean and well maintained property.  ...Not many listed like this with oversized rooms, updated utilities and appliances.  Structurally sound and only needs some minor cosmetic touches.  This is a move in ready property. There is a tenant occupying the first floor unit, the two other units are currently vacant.      ***Please schedule your appointment today ***",,,2,,,,,,,MF,Emmons St,11,11,http://media.mlspin.com/photo.aspx?mls=72192598
257,72192664,SLD,145000,180000,07/03/2017,11/01/2017,,17,17,100 Mechanic St,Leominster,MA,1453,,8,4,5021,118,6715,Jason Smith,JDS Realty Group,(781) 331-3160,Schedule with ShowingTime or call 888-627-2775,"Highest and Best by 7/10/17 at 12pm.  Investors take notice!! Large bank owned 3 family in needs of repairs...Great value! Cash Only. Proof of funds with all offers. No changes to P&S / addendum to be signed within 48hrs of acceptance..Proof of funds or Pre- Approval with all offers.Buyer and/or agent to verify property information. Buyer and/or agent to verify all property information.  Employees and family members residing with employees of JPMorgan Chase Bank, N.A, its affiliates or subsidiaries are strictly prohibited from directly or indirectly purchasing any property owned by JPMorgan Chase Bank, N.A.",,,0,,,,,,,MF,Mechanic St,100,100,http://media.mlspin.com/photo.aspx?mls=72192664
258,72192681,ACT,299900,,07/05/2017,,,589,,31 West Street,Petersham,MA,1366,,6,5,5520,158,37461,Donna J. Plouffe,RE/MAX Prof Associates,(508) 885-7885,"Call List Agent, Accompanied Showings, Appointment Required","$299,900 AN UNBELIEVABLE NEW PRICE!  *ATTENTION EVERYONE: 5520 SQ FT OF LIVING AREA, SHOWING PRIDE OF OWNERSHIP THROUGHOUT THE 3 UNITS!*** *EXCELLENT LONG TERM TENANTS WITH STRONG RENTAL HISTORY - LAST 10 YEARS!   ***THIS LOVELY, WELL MAINTAINED, ANTIQUE GREEK  REVIVAL  IS LOCATED IN THE TOWN OF PETERSHAM, JUST OFF THE COMMON, ON THE CORNER OF WEST STREET AND  HARDWICK ROAD.  *TRULY A COMMUNITY OF HISTORIC CHARM!    ***THIS STATELY GREEK REVIVAL HOME IS ONE YOU'LL BE PROUD TO OWN, SHOWING CHARACTER BOTH INSIDE and  OUT.   THIS HOUSE AND TOWN COMMON (A VERY SHORT STROLL AWAY), DISPLAY "" BEAUTIFUL OLD NEW  ENGLAND CHARM""....let me mention  ""THE PETERSHAM GENERAL STORE"" (A TRUE GENERAL STORE), LOCATED IN WALKING DISTANCE, AT THE CENTER OF TOWN!  ..also near NEW SCHOOL!  .........**HIGHWAY ACCESS TO RTE 2......DON'T MISS OUT!   HURRY!  IT WON'T LAST AT THIS PRICE!  * IT'S AN OPPORTUNITY YOU DON'T WANT TO MISS!  ...........",,,0,,,,,,,MF,West Street,31,31,http://media.mlspin.com/photo.aspx?mls=72192681
259,72192890,ACT,295000,,07/05/2017,,,225,,6 Baptist St,Mattapoisett,MA,2739,,3,2.5,1672,120,5001,Stephen Lynch,Coldwell Banker Residential Brokerage - Marion,(508) 748-3044,"Call List Agent, Appointment Required",The building is a two family (66%)  with a third unit that is zoned store/shop (647 sqft)  will need conditional special permit for business use.,,,0,,,Center/Old Hamm,ORR JRH,ORR,,MF,Baptist St,6,6,http://media.mlspin.com/photo.aspx?mls=72192890
260,72193072,SLD,390000,350000,07/05/2017,11/20/2017,,64,64,759 Main Street,Wareham,MA,2571,,8,3,4076,118,73616,Michael Hughes,"Lucido Real Estate, LLC",(508) 888-3727,"Call List Agent, Appointment Required","-Residential/industrial property, great income producing property, 3 family home located in residential/industrial area. All units are currently rented with a annual income of 36,000. Income opportunity higher with some TLC/investment",,,0,,,,,,,MF,Main Street,759,759,http://media.mlspin.com/photo.aspx?mls=72193072
261,72193142,ACT,369900,,07/05/2017,,,227,,156 Summer Street,Fitchburg,MA,1420,,8,4,4564,118,12720,Richard Benham,Brookside Properties,(978) 400-5803,Call List Office,gorgeous owner occupied home.  ist floor master bedroom with a built in tiled shower and a large jacuzzi tub. Very nice cherry kitchen cabinets in ist and second floor.  ist and second floor have fireplaces. Ist floor has a deck and second floor has a large glassed in porch.Large front porch.,,,0,,,,,,,MF,Summer Street,156,156,http://media.mlspin.com/photo.aspx?mls=72193142
262,72193231,ACT,249900,,07/06/2017,,,228,,194 Arnold St,New Bedford,MA,2740,,4,2,2897,123,2970,Lori A. Nery,Coastal Realty,(508) 990-4280,Call List Agent,"Well maintained spacious 2 family. Updated cedar & scallop vinyl, roof, windows, doors, electrical & energy efficient solar panels. 1st & 2nd floor apartments are identical with large eat in kitchen, built in hutch & pantry, formal dining room, spacious living room & off kitchen home office, large walk in closets, hardwood flooring throughout, under carpeting & 2 good size bedrooms. 2nd floor also offers a 3 season porch. Walkup attic with high ceiling, offers a potential 3rd apartment or a cottage setup for larger families or work out space, electricity is already in place. Large basement, with separate utilities & boilers for each apartment, separate laundry hookups for each apartment, tool room/ workshop with bench, private rooms in basement can be used for secure storage area, accessible to a private grassed fenced in backyard, Off street parking for multiple vehicles.",,,0,,,,,,,MF,Arnold St,194,194,http://media.mlspin.com/photo.aspx?mls=72193231
263,72193310,SLD,199900,205000,07/06/2017,11/09/2017,,20,20,43-45 Clifford St,New Bedford,MA,2745,Far North,5,3,3144,96,3038,Linda Silveira,"Gold Star Realty, Inc.",(508) 998-1888,Call List Agent,"Next available showing is Friday evening Sept. 22nd.  Great Deal on this 3 family home near Brooklawn Park. Hardwood floors, newer kitchens and baths and large bedrooms. This is not your typical 3 family.  Maintenance free vinyl siding and vinyl replacement windows.  Perfect for investors.",,,0,,,,,,,MF,Clifford St,4345,43-45,http://media.mlspin.com/photo.aspx?mls=72193310
264,72193449,SLD,244900,244900,07/06/2017,11/02/2017,,67,67,58 Arch St.,Haverhill,MA,1832,Zip 01832,6,2,2059,138,3316,Sherrie Frisone,RE/MAX Main St. Associates,(978) 373-6033,Lock Box,"Haverhill - Two Family - Separate utilities with newly renovated townhouse style 4 bedroom in convenient location.   New ceramic tile in the large eat-in kitchen and renovated bathroom  with new bathtub and vanity.  New kitchen cabinets and countertops on second floor.  Vinyl sided, replacement windows. Driveway for three plus cars.  Partially fenced yard.  Off street parking. Deck off master bedroom in both units.  Two  minute walk to train, downtown Haverhill and restaurants.  Long term first floor tenant  (15 years) who is a tenant at will.   Live in one and pay majority of mortgage with rent from the other.  Or rent them both and make money$$$!!",,,0,,,Tilton,Consentino,Haverhill,,MF,Arch St.,58,58,http://media.mlspin.com/photo.aspx?mls=72193449
265,72193550,SLD,339999,334000,07/06/2017,11/06/2017,,80,80,12 Connecticut Pl,Brockton,MA,2301,,6,2,2423,128,7275,Pierre Etienne,Four Points Realty,(508) 232-6280,--,"Excellent 2 family with First floor freshly painted, Glowing Harwood Floor.  First floor unit has hardwood floors and two bedrooms. Second floor with three bedrooms as walk up for more space. Water Heaters /2nd Floor Furnace less than 2 yrs. Large Yard and  Drive way. Required 24 hour notice for viewings.",,,0,,,,,,,MF,Connecticut Pl,12,12,http://media.mlspin.com/photo.aspx?mls=72193550
266,72193940,SLD,79900,145000,07/06/2017,11/20/2017,,15,6,21 Sylvan Street,Springfield,MA,1108,,6,3,3295,106,8577,Martin Dietter,Marty's Real Estate,(413) 543-6766,Other (See Special Showing Instructions),"Attention Investors! White Vinyl Sided 3-Family (Unit 3 is unfinished) with 13 Rooms, 6 Bedrooms, 3 Full Baths featuring a 2x Car Detached Garage. Seller will contribute up to 3% in Buyers Closings Costs and up to $500 credit to Owner Occupant Buyers towards the buyers purchase of a home warranty (Buyer must choose the home warranty company/plan before submitting offer. Credit won't be paid to buyer as a reimbursement but instead dispersed to the warranty company.) Sold in strictly as-is condition. All offers must have Proof of Funds or Pre-Approval and a min deposit of $1k. Utilities will not be turned on for inspections by the Buyer, Buyer's Agent or the seller. Cash or Rehab Loans Only. Unit 3 is gutted to studs and needs full remodel. Highest &Best Due by Wed 07/12 @ 9AM.",,,2,,,,,,,MF,Sylvan Street,21,21,http://media.mlspin.com/photo.aspx?mls=72193940
267,72194312,SLD,435999,428000,07/07/2017,11/09/2017,,45,45,58 Bigelow,Lawrence,MA,1843,South Lawrence,9,3,4400,118,5500,Mark Palmer,Berkshire Hathaway Home Services Verani Realty,(978) 475-4411,Call List Agent,great income property,,,1,,,,,,,MF,Bigelow,58,58,http://media.mlspin.com/photo.aspx?mls=72194312
268,72194397,SLD,499900,515000,07/07/2017,11/30/2017,,65,51,3 Pleasant St,Southborough,MA,1745,Fayville ,8,3,3064,148,15682,Patricia Anderson,"Andrew J. Abu Inc., REALTORS®",(508) 836-3333,"Call List Agent, Lock Box, Appointment Required, Sign, Pets on Premises","ATTENTION INVESTORS!!  BUYERS REMORSE!!!  AMAZING OPPORTUNITY!!   This is a perfect opportunity to own income property in Southboro;  Unit 1 is seller's unit and is the largest of the units*Carpeting in bdrms & hallway*Bulkhead from basement*Sump Pump for this unit is tied into French drain*HW tank in 2007*Tile flr in bath*Laminate flr in 1 bdrm*Gas Dryer* UNIT 2 rent includes water, snow removal, lawn care & trash removal*Carpeting in bdrms & hallway*Bulkhead from basement*HW tank in 2010*Electric dryer in Unit 2 connected to electric bill for that unit* UNIT 3 rent includes water, snow removal, lawn care & trash removal*Extra unheated porch for this unit*Carpeting in bdrms & hallway*HW tank in 2014*Coin Washer shared with Unit 2 - water & electric for washer comes from Unit 1*Electric dryer in Unit 3 connected to electric bill for that unit*New 8 bdrm Septic in 2007*New PVC plumbing 2003*Roof done in '97/'98*Buyer/buyer agent to verify all information*",,,0,,,Finn/Wdwd/Neary,Trottier,Algonquin,,MF,Pleasant St,3,3,http://media.mlspin.com/photo.aspx?mls=72194397
269,72194447,SLD,275000,275000,07/07/2017,11/21/2017,,40,22,55 Stanton St,Worcester,MA,1605,,7,3,4106,108,5000,Grover C. Gentry,RE/MAX Prof Associates,(508) 834-7322,"Call List Agent, Lock Box, Appointment Required","Buyer financing denied!!  Now is your opportunity!!  In July, we had 14 showings in 24 hours.  Don't miss out this time!!   Great investment property.  The numbers work!!  Over $2,700 per month of gross monthly income.  This large 3-family is an income-producer, with a 3 BR apartment on the 1st floor and 2 BR apartments on the 2nd and 3rd floors.  The 3rd floor apartment has been recently remodeled and updated in 2015.   Plenty of off-street parking - -  a major plus in the city.  All separate utilities and a landlord electrical box.    The home is midway between UMass Medical School/Hospital and UMass Memorial Hospital.  Priced to sell at $275,000!    Make your appointment today!",,,0,,,,,,,MF,Stanton St,55,55,http://media.mlspin.com/photo.aspx?mls=72194447
270,72194586,SLD,729000,695000,07/07/2017,11/15/2017,,105,90,18 Haskell St,Beverly,MA,1915,,8,3,4018,118,27400,Maryellen Mitchell,J. Barrett & Company,(978) 922-2700,Call List Agent,"Beverly Farms - Well maintained classic style 3 family with farmers porch and 3 decks set privately up high on a hill with lots of parking and beautiful yard! Large lot .63 Acres.  F/P in units 1 & 2, lots of natural original woodwork, HW floors and wood doors, built-ins and bookcases throughout.  W/D hook ups for all units, 3rd fl. h/up is in basement. Updated Electrical Service 2007, 4 sep. meters. New windows installed 2005.  New separate HW tanks 2009-2010-2014. Walk to town, a bevy of restaurants & specialty bakery & shops, library, commuter rail, Dix Park and West Beach (resident West Beach sticker for purchase).. Mins.to major highways.  Potential for beautiful/private condo conversion & expansion. Used to be a 3 car garage & building here, see last 2 old photos in gallery.",,,0,,,,Briscoe Jr High,Beverly High,,MF,Haskell St,18,18,http://media.mlspin.com/photo.aspx?mls=72194586
271,72194880,UAG,675000,,07/09/2017,,,130,116,173-175 South St,Plainville,MA,2762,,6,4,2100,118,23077,Mo Santangelo,RE/MAX Executive Realty,(508) 520-9696,--,"Portfolio sale - Consisting of 2 properties on one deeded lot situated on .53 acres of land within the shopping district on Route 1A in Plainville. High visibility location and a great for owner occupy or investor opportunity. Property #1: (Multi-family) approx. 2100 s/f. Property #2: (commercial building) approx. 1865 s/f, Both properties are fully leased/occupied. The commercial building was built in 2005 and is a Class A property, and is in excellent condition. The multi-family needs some cosmetic updates, however is structurally sound and older home with nice architectural features. This portfolio is 2.5 miles from the Wrentham Premium Outlets.    Owner will entertain seller financing.....",,,0,,,,,,,MF,South St,173175,173-175,http://media.mlspin.com/photo.aspx?mls=72194880
272,72194926,UAG,135000,,07/09/2017,,,129,115,93 Thompson St,Springfield,MA,1109,,4,2,3038,108,5001,Susan Lyons,Coldwell Banker Residential Brokerage - Longmeadow,(413) 567-8931,Call List Office,"Recently painted, this huge two family with granite counters, hardwood floors, stainless steel appliances and lots & lots or room. Seller has been working very hard to make the exterior as beautiful as the interior.",,,0,,,,,,,MF,Thompson St,93,93,http://media.mlspin.com/photo.aspx?mls=72194926
273,72195338,SLD,519000,525000,07/10/2017,11/03/2017,,78,56,386 Broadway,Malden,MA,2148,,5,2,2226,118,5000,Trinh Tran,Transcend Realty,(781) 244-8500,"Call List Agent, Appointment Required, Other (See Special Showing Instructions)","Motivated seller! Come check out this two family located on Broadway st with easy access to route one or Tobin Bridge.  One unit is currently rented out TAW.  Great Investment for an owner occupant or investor.  This multi family has approximately 2,226 square feet, 5 beds, 2 full and 2 half baths with a lot size of 5,000 square feet. Nearby schools include Linden School, Mystic Valley Regional Charter School and Everett High School.  Please email via mls for faster response.",,,0,,,,,,,MF,Broadway,386,386,http://media.mlspin.com/photo.aspx?mls=72195338
274,72195416,ACT,499000,,07/10/2017,,,215,,66 Canterbury St,Hingham,MA,2043,,4,2,2212,128,50019,Suzanne Collins,"Gallery 360, Hingham",(781) 749-6966,"Call List Office, Call List Agent, Sign","Drastic Price Reduction for Quick Sale.Estate Settlement.  Excellent opportunity to buy in Hingham.  Circa 1890 home is legally zoned for a 2 family residence with one apartment up and one apartment down.  The upstairs apartment has 4 rooms plus a full bath, downstairs has 6 rooms plus a full bath as well as a large sun room addition.  This home could be converted back to a single family and depending on the layout Buyer could have 4 bedrooms up and 2 down.  in need of TLC this home is set on a level 1+ acre and has a 1 car detached garage, hardwood floors, high ceilings,  a spacious sun room with sliders leading to a patio in the rear.  Town Sewer offers additional expansion opportunities.",,,1,,,,,,,MF,Canterbury St,66,66,http://media.mlspin.com/photo.aspx?mls=72195416
