,MLSNUM,STATUS,LISTPRICE,SOLDPRICE,LISTDATE,SOLDDATE,EXPIREDDATE,DOM,DTO,ADDRESS,CITY,STATE,ZIP,AREA,BEDS,BATHS,SQFT,AGE,LOTSIZE,AGENTNAME,OFFICENAME,OFFICEPHONE,SHOWINGINSTRUCTIONS,REMARKS,STYLE,LEVEL,GARAGE,HEATING,COOLING,ELEMENTARYSCHOOL,JUNIORHIGHSCHOOL,HIGHSCHOOL,OTHERFEATURES,PROPTYPE,STREETNAME,HOUSENUM1,HOUSENUM2,PHOTOURL
376,71971685,SLD,539900,525000,3/14/2016,5/6/2016,,74,12,69 Warren Avenue,Woburn,MA,01801,,5,3,2836,118,11696,Paul Jamieson,Paul Jamieson,(781) 844-9652,"Call List Office, Accompanied Showings, Appointment Required","Side by side Multi family house on Warren Ave. Updates abound this immaculate home. Up and down 3 bedroom unit features an open floor plan, newer oak kitchens, hardwood floors throughout, new windows in the fall of 2015, First floor private laundry, private driveway and patio makes this unit perfect for an owner occupant. Expansion potential in the walk up attic as well. The house also features a 2nd driveway, which was redone completely and extended in 2015. New siding in 2015. And converted from oil to natural gas in 2015. Great rental history...let the tenants pay your mortgage or invest. Listing broker is the owner of this property.",,,0,,,,,,,MF,Warren Avenue,69,69,http://media.mlspin.com/photo.aspx?mls=71971685
377,71971715,ACT,315000,,3/14/2016,,,739,,120-122 Logtown Rd,Amherst,MA,01002,,4,3,1660,33,20233,Kym Peloquin,Century 21 Hometown Associates,(413) 315-4337,"Call List Agent, Accompanied Showings, Appointment Required, Sign, Other (See Special Showing Instructions)","Buyers want extra income then come check out  this BEAUTIFUL, MOVE IN READY owner occupied single family raised ranch with a 1 bedroom apartment that is located behind the garage. The property is all electric and has leased Solar Panels.  Amenities include a deck, storage shed, 2 full baths, laundry room and a family room along with an additional room in the lower level. The apartment offers 1 bedroom kitchen/living room combo and a full bath with stackable washer/drier plus a deck.  This apartment has it's own house number  and entrance and can be rental income or used as an in-law apartment or maybe even an office.  Per town, property has to be owner occupied. Buyer responsible to verify legal usage for apartment and all other information.  Buyer responsible to take over the solar lease.",,,1,,,,,,,MF,Logtown Rd,120122,120-122,http://media.mlspin.com/photo.aspx?mls=71971715
378,71971764,SLD,630000,610000,3/14/2016,5/26/2016,,24,24,77 Summer St,Medford,MA,02155,,4,2,2276,118,3600,Kieran Brosnan,"Brosnan Realty Group, Inc.",(617) 787-2860,Schedule with ShowingTime or call 888-627-2775,"Classic Multi Family in Prime Location. Each Unit Offers Eat in Kitchen with Plentiful Cabinet Space, Traditional Floor-plan with Living Room Opening Into Dining Room with Built-Ins, Separate Utilities, Equal Sized Bedrooms. Fenced In Rear Patio. Two Minute Drive to Rte 16 and 38. Excellent Location Close to Shops, New Restaurants, and Nightlife-Just Off Main Street!",,,0,,,,,,,MF,Summer St,77,77,http://media.mlspin.com/photo.aspx?mls=71971764
379,71971816,SLD,699900,690000,3/14/2016,5/12/2016,,53,8,137 Eutaw St,Boston,MA,02128,East Boston,6,4,3351,118,2000,Olga  Rotaru,Keller Williams Realty,(781) 395-5600,--,"And the Award for Best Property and Most Diligent Landlord goes to 137 Eutaw Street of East Boston! No exaggeration here. This DELEADED 3 Family Property in HOT East Boston, fully occupied and significantly improved over the last years will please the most discerning buyers. First floor unit is on 2 levels (lower level finished with city approval) and will offer a potential owner occupant additional space and easy access to the yard. Unit is 1388 sq ft with 2 full  bathrooms and walk out to the fenced in private yard.  Second and 3rd fl unit have similar lay-out and offer 4 rooms/2 bedrooms/1 baths. Amazing views of Boston skyline and fireworks from the decks. The List of improvements is impressing. From roof to basement, front exterior to back porches all were touched by caring hand of seller. Seller did everything by the book.Permits, work contracts and plans in hands. 2 TAW and 1 tenants with Lease, solid Tenants. OPEN HOUSE SAT AND SUN ( MARCH 19TH-20TH) FROM 10:30- 12 PM",,,0,,,,,,,MF,Eutaw St,137,137,http://media.mlspin.com/photo.aspx?mls=71971816
380,71971879,SLD,1100000,1050000,3/14/2016,5/24/2016,,29,29,16 Nonantum Street,Boston,MA,02135,Brighton,6,3,4014,108,3463,Sharyn Whitman,Hammond Residential R. E.,(617) 731-4644,"Call List Agent, Accompanied Showings, Appointment Required","Located in Brighton's coveted Oak Square is this magnificent three family that has been owned and exceptionally maintained by the same family since 1925.  There are three units with each having two bedrooms, one bathroom, a large, eat-in kitchen, pantry, dining room and living room.  The top floor unit has an enclosed front sun porch, and the first and second floor have an open front porch.  All three units have rear porches that were replaced in 2014. On-street parking.  Exterior of the property was painted in 2014.  Weil Mclain heating systems where recently installed for each unit as well as hot water tanks.  The kitchen and bathroom in the second floor unit have been updated. This property has exceptional income potential given the location that has easy access to St Elizabeth's hospital, New Balance, buses to downtown and convenient access to the Mass Pike.",,,0,,,,,,,MF,Nonantum Street,16,16,http://media.mlspin.com/photo.aspx?mls=71971879
381,71971958,SLD,279900,280000,3/14/2016,5/13/2016,,59,8,270 Pearl St,Stoughton,MA,02072,,4,2,1732,118,30600,Coleen Polillio,Century 21 C & S Properties,(781) 341-9042,Other (See Special Showing Instructions),"Nicely Maintained 2 Family w/ Garage Located w/in Walking Distance to  Stoughton Schools, Train, Bus Line, Shopping, Downtown Stoughton & Easy Access to Major Highways. Separate Utilities, Washer/Dryer Hook-Up & Extra Storage Areas in Basement and Garage. Town Water/Sewer, Windows & Gas Heating done 2-3 Years ago. Great Investment Opportunity.",,,1,,,West,Odonnell Middle,Stoughton High,,MF,Pearl St,270,270,http://media.mlspin.com/photo.aspx?mls=71971958
382,71972031,SLD,469000,420000,3/14/2016,5/13/2016,,57,11,29 Frothingham St,Lowell,MA,01852,Belvidere,7,3,2910,94,6908,John Callahan,Keller Williams Realty-Merrimack,(978) 692-3280,"Lock Box, Appointment Required, Schedule with ShowingTime or call 888-627-2775","Rare… Multi family in Belvidere. 100+ Ft of frontage…Total of 18 rooms…3 baths… 7  bedrooms. The 2nd floor has 2 levels: with updated kitchen with wains coat trim, new cabinets, stainless appliances, updated bathroom, hardwood floors, newer insulated windows, central AC, and ceiling fans thruout. 2nd level includes: rear screened porch, kitchen, family room with gas fireplace, tv and surround sound to be gifted to new owners, master bedroom w/ walk in closet, dining room, living room, sun room.   The 3rd level includes 3 rooms which can used as bedrooms, plenty of closet storage and a full bath with laundry.    1st floor unit includes  8 rooms: kitchen, 3 bedrooms, dining room, living room, sun room, and mud room, as well as laundry in the basement.   The exterior includes: new 50yr guaranteed architectural shingled roof. Back yard has a private patio garden area, 2 car garage (as is), sprinkler system, and an additional deeded non buildable side yard, property delivered vacant",,,2,,,,,Lowell High,,MF,Frothingham St,29,29,http://media.mlspin.com/photo.aspx?mls=71972031
383,71972084,SLD,549900,610000,3/15/2016,5/12/2016,,8,6,25 Longfellow St,Boston,MA,02122,Dorchester,9,3,3492,126,3406,Declan O'Toole,Home Run Realty,(617) 777-6109,"Accompanied Showings, Appointment Required, Other (See Special Showing Instructions)","ALL OFFERS DUE ON MONDAY MARCH 21ST BY 4 PM. Opportunity to own a very nice home/investment property. Spacious 3 family with 3 bedrooms in each unit. The building is certified de-leaded. Hardwood floors, in-unit washer/dryer hook-ups, decks and off-street parking. Separately metered units. Newer gas heating systems installed. Close to public transportation and walk to the 'T'. Easy access to downtown Boston. Units #1 and #2 will be delivered vacant.",,,0,,,BPS,BPS,BPS,,MF,Longfellow St,25,25,http://media.mlspin.com/photo.aspx?mls=71972084
384,71972114,SLD,499900,505000,3/15/2016,5/26/2016,,30,16,132-134 WALPOLE STREET,Norwood,MA,02062,,5,2,2624,100,4707,Kathy Devlin,RE/MAX Real Estate Center,(508) 543-3922,"Call List Agent, Lock Box, Appointment Required, Sign","NEW to Market. Fantastic TWO FAMILY INVESTMENT PROPERTY in heart of Norwood. Owned by ONE FAMILY LAST 50 years. Great location close to town and trains. NORWOOD CENTRAL T STATION minutes away. The first floor apartment has renovated kitchen with GRANITE countertops and tile floor. Move-in Ready. It has an extra large bath w/ full shower and tub and Hardwoods in bedrooms and spacious living room. This home has been lovingly maintained with NEW ROOF (08) and NEW VINYL WINDOWS (07). Third floor walk up attic is unfinished with loads of ROOM for EXPANSION. Second floor apartment has LARGE EAT-IN KITCHEN w/ bay window and SEPARATE DINING ROOM plus two bedrooms and a study. This two family home is a MUST SEE for INVESTORS or for the SAVVY HOME BUYER who wants someone else to help pay the mortgage. Pride of Ownership shines through. ORIGINAL wood work. Second Floor was owner occupied- never rented.SOLD ""AS-IS""",,,0,,,Cleveland,Coakley,Norwood,,MF,WALPOLE STREET,132134,132-134,http://media.mlspin.com/photo.aspx?mls=71972114
385,71972169,SLD,1995000,2075000,3/15/2016,5/2/2016,,7,7,87 3Rd St,Cambridge,MA,02141,,4,4,3056,118,1600,Kendall Luce,Coldwell Banker Residential Brokerage - Cambridge - Huron Ave.,(617) 864-8566,"Call List Agent, Accompanied Showings","A beautiful brownstone with 4 one bedroom units. Building was renovated in 2012-2013. Each unit has separate heating/ac and laundry. High ceilings wood floors lot's of natural light. Granite kitchen's white cabinets and stainless appliances.  Lower level unit is a 1 bedroom plus study, also includes private patio.  The Beacon Hill-style brownstone is situated in an exciting East Cambridge neighborhood just a short walk to Kendall Square and the Red Line, and just a few blocks form the Green line Lechmere stop and Northpoint.",,,0,,,,,,,MF,3Rd St,87,87,http://media.mlspin.com/photo.aspx?mls=71972169
386,71972228,SLD,429900,422500,3/15/2016,5/18/2016,,47,7,49 Green Street,Lynn,MA,01902,,4,2,2268,118,4016,Mission Impossible Team,United Brokers,(617) 389-2700,"Accompanied Showings, Appointment Required","Beautiful two family house ready to move in. Expansion possibilities on 3rd level and walk out basement. Renovated first floor has 2 bedrooms, modern open kitchen with granite counter tops and all hardwood floors. Second floor has 2 bedrooms, renovated bathroom and two extra rooms in attic. Walk-out high ceiling basement with full size windows offers expansion possibilities. Ultra modern high efficiency gas heating system and tank less water heater. Perfect for owner occupied and first time home buyers. Seller took care of most high tickets items - new windows, new roof, new plumbing, new electrical and a lot more - ready for occupancy. Call for details!",,,0,,,,,,,MF,Green Street,49,49,http://media.mlspin.com/photo.aspx?mls=71972228
387,71972335,SLD,169900,160000,3/11/2016,5/31/2016,,4,4,102 State Street,New Bedford,MA,02740,,4,2,2063,144,2831.4,Eddie J. Lopez,Vantage Realty Group,(508) 999-4424,"Call List Office, Call List Agent",,,,0,,,,,,,MF,State Street,102,102,http://media.mlspin.com/photo.aspx?mls=71972335
388,71972347,SLD,439000,439000,3/15/2016,5/18/2016,,20,17,9-11 Shaw Ct,Plymouth,MA,02360,,6,3.5,2659,118,5102,Derek Eisenberg,"Continental Real Estate Group, Inc.",(877) 996-5728,--,"Really beautiful fully renovated side-by-side 2 family on dead end street around the corner from Nelson Park Beach. Two charming 3 bedroom apartments with gorgeous hardwood floors, kitchens with granite countertops & stainless steel appliances, full basements, ocean views. Great closet space, attics with pull down stairs, natural gas heating, separate utilities, town water & sewer and off street parking. Owner occupied. Move-in ready. Just a short stroll and you are in the heart of downtown. Live in one while tenant helps to pay your mortgage. Great investment. Come and see for yourself but be prepared to fall in love.",,,0,,,,,,,MF,Shaw Ct,911,9-11,http://media.mlspin.com/photo.aspx?mls=71972347
389,71972391,SLD,214900,190000,3/14/2016,5/23/2016,,67,67,125 COLLETTE STREET,New Bedford,MA,02745,North,12,6,4200,118,3267,Stephen Ferreira,"Pelletier Realty, Inc.",(508) 995-2676,"Call List Agent, Accompanied Showings, Appointment Required",Large six family home 2 bedrooms each unit.  Space heaters.  Low maintenance exterior & vinyl windows.  Positive cash flow.,,,0,,,,,,,MF,COLLETTE STREET,125,125,http://media.mlspin.com/photo.aspx?mls=71972391
390,71972452,SLD,269900,269900,3/14/2016,5/24/2016,,32,32,45 Captain Mac St,Chicopee,MA,01013,,6,3,3291,98,5663,Team HB,Coldwell Banker Residential Brokerage - Chicopee,(413) 536-0573,Call List Agent,Here it is!  An amazing 3 Family in the Elms Area. This house radiates pride of ownership. Beautiful wood work throughout. Windows and 3 Furnaces installed in 2010...Lead Compliant Certificates for all 3 floors...Electrical updated as well... Great Tenant history...This one is a win-win for owner occupied or investor...First showings will be the Open House Sat. 3/19/16  Held 12-2,,,0,,,,,,,MF,Captain Mac St,45,45,http://media.mlspin.com/photo.aspx?mls=71972452
391,71972505,SLD,449900,425000,3/15/2016,5/31/2016,,32,4,766 Main Street,Hanover,MA,02339,,7,3,3500,0,43995,Roger P. Woods Jr.,"Old Town Real Estate, L L C",(781) 878-5701,"Call List Agent, Appointment Required, Other (See Special Showing Instructions)",property consists of a single fam home and a 2 fam next door. large garage to the rear. see disclosures. 2 fam is 3 bdrm on 1st fl and 2 bdrm on 2nd fl. 2 sep septic systems for each house. 1 acre lot. garage is perfect for trades or someone that needs storage. property needs updating,,,2,,,,,,,MF,Main Street,766,766,http://media.mlspin.com/photo.aspx?mls=71972505
392,71972558,SLD,49900,57000,3/15/2016,5/21/2016,,56,5,18 South Rd.,Templeton,MA,01468,,5,2,2504,118,5700,Dino Fantasia,EXIT Top Choice Realty,(508) 823-2244,"Call List Office, Call List Agent","This is a bank owned property, Property will be sold as is. Home inspection is for informational purpose only. All certificates are buyer's responsibility. Seller will deliver property clean of all liens.",,,0,,,,,,,MF,South Rd.,18,18,http://media.mlspin.com/photo.aspx?mls=71972558
393,71972612,SLD,997500,1000000,3/15/2016,5/9/2016,,21,7,10-12 King St,Cambridge,MA,02140,Porter Square,4,2,2373,120,3196,Ellen G. Friedman,Keller Williams Realty,(617) 497-8900,Schedule with ShowingTime or call 888-627-2775,"Let your imagination soar in this bright and sun-filled two-family house on a peaceful street in the heart of Porter Square. This house has so much charm, with its bay windows, built-ins, hardwood floors,and a well-tended garden (with a sprinkler system) for planting, grilling, chilling, or playing. The two parking spaces in front of the property belong to the house on this private way. The perfect house for an owner-occupier who wants a great space plus rental income or an investor who is looking for an excellent return,this property has been in the same family for more than 60 years. It does need cosmetic improvements and updating but the house is solid and the layout is inviting. The house has replacement windows and the roof is only 5 years old, the basement is very clean and might be incorporated into the first floor unit as a family room/study. With a walk score of 92, this property offers easy access to the Porter MBTA stop and the vibrant scene of Porter & Davis Squares.",,,0,,,,,,,MF,King St,1012,10-12,http://media.mlspin.com/photo.aspx?mls=71972612
394,71972657,SLD,369000,369000,3/15/2016,5/31/2016,,42,3,180 Crescent St,Rockland,MA,02370,,6,3,2988,98,13329,Cindi Ford,Boston Connect Real Estate,(781) 826-7300,"Lock Box, Appointment Required, Schedule with ShowingTime or call 888-627-2775, Pets on Premises, Other (See Special Showing Instructions)","Beautifully maintained 2 family home with over 2100 sq. ft on the main level, boasting, hdwd floors, formal living room, formal dining room, family room, laundry room, full bath, 4 season sunroom, office/bedroom, beautiful 3 season porch, eat in kitchen has newer quartz counter tops, wood stove, custom made cabinets.  Two bedrooms and bonus room with a 1/2 bath on second floor. 1 bedroom apartment with eat in kitchen, large pantry, mudroom with washer/dryer hook up.  Tenant has electric heat and hot water by gas. Additional 2 room in-law studio on main level, separate entrances with approximately 325 sq. ft., 3/4 bath and kitchenette.  Vinyl sided, roof replaced 2010, oil burner; ""System2000"", and windows replaced 2005, oversized one car garage with a work area, fenced in yard, plenty of off street parking, newer electrical upgrades, chimney repointed.  Walking distance to new high school and center of town. Live comfortably with the feel of a single family home while you collect rent!",,,1,,,,,Rockland High,,MF,Crescent St,180,180,http://media.mlspin.com/photo.aspx?mls=71972657
395,71972664,SLD,1175000,1200000,3/15/2016,5/16/2016,,25,6,59 Webster Avenue,Somerville,MA,02143,Inman Square,5,4,2748,118,2178,Aaron Parlee,Horizon Capital Realty,(617) 661-5959,Call List Office,"Solid three family on the Cambridge line within steps to Inman Square!  Well maintained, turn-key owner occupied property with separated systems and numerous updates including a new roof the end 2014 and energy efficient windows throughout.  First floor unit features oak floors and a fully equipped kitchen with granite counter-tops and stainless steel appliances.  Upper units include two bedrooms with a study and feature updated kitchen & baths along with abundant natural light and high ceilings.  De-lead certificates for all three units.  Laundry machines in the basement which is also partially finished with a separate entrance.  Short distance to the proposed green line stop and the rapidly developing Union Square area.  May be delivered vacant or occupied with all appliances included.  Prime investment opportunity!",,,0,,,,,,,MF,Webster Avenue,59,59,http://media.mlspin.com/photo.aspx?mls=71972664
396,71972687,SLD,399900,400000,3/15/2016,5/13/2016,,61,5,47 Heywood St,Worcester,MA,01604,,6,3,3519,98,8670,Thomas C. Rheault,Coldwell Banker Residential Brokerage - Worcester - Park Ave.,(508) 795-7500,Schedule with ShowingTime or call 888-627-2775,"BRAND NEW LISTING! Here is the property you have been patiently waiting for. One of the finest multi-family properties in Worcester, this 3-unit Spanish Mission style home is perfectly suited for the owner occupant or investor who wants to add a beautiful and unique property to their portfolio. This property has 3 updated residential units and a massive detached three car garage. Unit one is a renovated one bedroom efficiency unit with long-term tenant. Units 2 and 3 are expansive and have beautifully refinished hardwoods throughout. Every major system has been updated; this home has been impeccably maintained for years and needs nothing in order to move right in. Units 2 and 3 will be delivered vacant upon closing. Off street parking, great commuter location near I-290, and Rt. 146.",,,3,,,,,,,MF,Heywood St,47,47,http://media.mlspin.com/photo.aspx?mls=71972687
397,71972691,SLD,309000,300000,3/15/2016,5/10/2016,,56,5,19 Moore Ave,Worcester,MA,01602,Tatnuck,4,3,2965,103,7500,James Kalogeropoulos,RE/MAX Advantage 1,(508) 757-4200,Call List Office,"Come see this beautiful turn key multifamily on west side of Worcester. This property has been completely updated. The sellers have done the roof, siding, windows, electrical, heating systems, flooring, bathrooms, deck, and front porch. It is ready for a new owner to come right in and set their home up. This home is great for owner occupant with a mortgage helper, or as a longterm investment.     Showings start Saturday  March 19, 2016",,,0,,,,,,,MF,Moore Ave,19,19,http://media.mlspin.com/photo.aspx?mls=71972691
398,71972692,SLD,895000,830000,3/15/2016,5/20/2016,,51,43,31-33 Newcastle Rd,Boston,MA,02135,Brighton,7,3.5,3458,118,5588,John J. Herrera,Unlimited Sotheby's International Realty,(617) 264-7900,"Call List Agent, Appointment Required, Sign","Don't miss this opportunity, home being offered for sale for the first time in over 50 years! This owner occupied home is a gem. Both units feature private entrances, direct access to basement, highly functional floor plans, character and period details. First floor unit offers 3 bedrooms with two full bathrooms. Master suite was an addition added to home truly offering a retreat space. Two bedrooms on main level and third bedroom on second floor loft style. Top floor unit covers two full floors. Main floor offers practical and ample living space, full bathroom, hardwood floors underneath carpets with four bedrooms upstairs and half bath. Private driveway with tandem parking for up to 3 cars complements this incredible opportunity. A walk to Oak square, public transportation and major highways add to this great investment or owner occupied opportunity.",,,0,,,,,,,MF,Newcastle Rd,3133,31-33,http://media.mlspin.com/photo.aspx?mls=71972692
399,71972715,SLD,799000,750000,3/15/2016,5/20/2016,,20,14,26 Bothwell Rd,Boston,MA,02135,Brighton,5,2,2375,88,5374,Melanie K. Fleet,Keller Williams Realty,(617) 969-9000,Appointment Required,"Incredible opportunity to own a multi-family in the heart of Oak Square with excellent income potential, perfect for investor or owner occupant and to be delivered vacant. First floor unit features 2+bed/1bath, updated kitchen (2014), sunroom, hardwood floors and deck. Second unit features 3+bed/1bath with extra bonus room, plus 3rd floor extra large loft with sliding doors leading to deck. Second floor needs some updating and TLC. Clean, well-maintained basement with newer gas boilers (last 2-3 years), new sump pump (2015) and new roof (2015). Extra large outdoor space includes bonus adjacent lot, and private driveway. Quiet side street in Oak Square right by Kiki's Market and nearby the new Boston Landing development, plus close to shops, the YMCA, public transit (57 & Express Buses), Brighton Center and so many other neighborhood amenities!",,,0,,,,,,,MF,Bothwell Rd,26,26,http://media.mlspin.com/photo.aspx?mls=71972715
400,71972786,SLD,275000,285000,3/15/2016,5/6/2016,,8,8,109 Randall Street,Worcester,MA,01606,,6,2,2538,68,0.26,Katie Bilotta,ERA Key Realty Services - Worcester,(508) 853-0964,"Lock Box, Appointment Required, Sign, Schedule with ShowingTime or call 888-627-2775","This multi-family in the Burncoat section of the City of Worcester has been well maintained for over 60 years by the same family. The upgrades to this property include: freshly painted interior, refinished hardwood floors, updated commercial grade carpet on the back hallway, asphalt roof, updated light fixtures, updated kitchen on the first floor, replacement vinyl windows, new refrigerator on second floor, and new flooring in second floor kitchen and bathroom. The partially finished basement has endless possibilities. Extra large lot has 6 parking spaces and a shed yet plenty of space to entertain.  Unique Two Family built in 1950’s after the tornado of 1953 with views of Quinsigamond Community College and walking distance to park, stores and elementary school. Come see the wonderful Burncoat multi-family. Ask for professional floor plans. Open House from 10am to Noon on Sunday March 20 2016. ALL FINAL AND BEST OFFERS DUE TO LISTING AGENT BY 5PM ON SUNDAY MARCH 20 2016",,,0,,,Burncoat Prep,Burncoat,Burncoat,,MF,Randall Street,109,109,http://media.mlspin.com/photo.aspx?mls=71972786
401,71972982,SLD,639000,639000,3/16/2016,5/11/2016,,63,7,25 Hawthorne,Boston,MA,02119,Roxbury's Fort Hill,6,2,3982,143,7550,Ken Sazama,RE/MAX Destiny,(857) 203-7760,Call List Agent,"A fantastic Fort Hill location. Nestled in a historic district of Boston, charm and history abound in this wonderful two-family home. Beautiful, original details include columned front entry, wrap-around porch, wide pine floors, marble mantles, six fireplaces, and lots of period charm. A beautiful glass-enclosed sunroom allows you to enjoy the seasons. Unit 1 has a classic sitting room and living room separated by grand, original doors. Both Unit 1 & 2 contain three large bedrooms.  Situated on a spacious lot. Additionally, there is a barn with a loft and an attached carriage house offering endless possibilities. The driveway is shared with the property next door. Within 0.2 miles from Highland Park, Marcella Playground, and Malcolm X Park. 0.6 miles to the Jackson Square T stop.  This property has great potential. The property is being sold in “as is” condition; buyers are responsible for all due diligence. Both units are vacant, there is no rental history.",,,0,,,,,,,MF,Hawthorne,25,25,http://media.mlspin.com/photo.aspx?mls=71972982
402,71973027,SLD,260000,245000,3/12/2016,5/27/2016,,47,11,18 Ellsworth St.,Worcester,MA,01610,,9,4,3190,128,6560,Sophie Kozaczka,Keller Williams Realty Greater Worcester,(508) 754-3020,Schedule with ShowingTime or call 888-627-2775,First floor has a one bedroom apartment and on the other side of the first floor is a two bedroom apartment. The one bedroom apartment has a new gas cooking stove and parlor heater. Rents are below market due to long term tenants. Remodeled 6 bedroom apartment with energy efficient two zone new furnace is move in condition. The second and third floors are one apartment. Refinished hardwood floors are on the second floor and wall to wall carpeting on the third. Electrical upgraded with the panel in the unit. Third floor bath has all new plumbing and fixtures. New kitchen cabinets with granite counters and new smooth top stove and  microwave. There is a new extra large side by side stainless steel refrigerator. The dishes are out of view in the pantry which has the sink and dishwasher. Most of the windows are new. Siding is new and the roof is a 3 years old. The back yard is large and flat. It can be paved for more parking if needed. Walking distance to Canal District night life.,,,0,,,,,,,MF,Ellsworth St.,18,18,http://media.mlspin.com/photo.aspx?mls=71973027
403,71973055,SLD,475000,475000,3/16/2016,5/20/2016,,14,6,68 Newton St,Everett,MA,02149,,3,2,2362,158,6722,Sandra Juliano,"JRS Properties, Inc.",(617) 544-6274,"Call List Agent, Accompanied Showings, Appointment Required","This historic home, once known as Sammett Farmhouse, is being sold together with 0 Newton St, an additional parcel containing 2982 square feet of land. Home has two beautiful fireplaces that are relative to that time period. The first floor features a very large bedroom with fireplace, a living room, a dining room with another fireplace, a full bath and a large eat in kitchen. The second floor addition was done to include a large kitchen, an open concept living room, a full bath and two bedrooms.",,,0,,,,,,,MF,Newton St,68,68,http://media.mlspin.com/photo.aspx?mls=71973055
404,71973157,SLD,749500,765000,3/16/2016,5/18/2016,,40,6,139-141 Murdock Street,Boston,MA,02135,Brighton,4,2,2214,81,3372,Norman O'Grady,"Prime Realty Group, Inc.",(617) 254-2525,Call List Office,"Brick Two family on a tree lined street, within walking distance to St. E's hospital. WGBH, Boston, Landing, - New Balance's latest development that'll include over 600,000 sq. ft. of office space, a 170 room boutique hotel, the new training facility for the Boston Bruins as well as a new Commuter Rail Stop with service to Fenway, Back Bay and South Station. Minutes' drive to Brighton Center and Storrow Drive. Hardwood Floors, Natural woodwork, Pantries off the kitchen, rear decks. Enclosed yard, separate systems. House needs updating.",,,2,,,,,,,MF,Murdock Street,139141,139-141,http://media.mlspin.com/photo.aspx?mls=71973157
405,71973166,SLD,339000,339000,3/16/2016,5/27/2016,,72,22,37 Lewis Street,Haverhill,MA,01830,,9,4,3196,118,6882,Frank Novak,Novak Finer Homes Realty,(978) 373-5763,"Call List Office, Call List Agent, Accompanied Showings, Appointment Required, Sign","Nicely maintained 4-Family with units of 5/4/4/4. 2 level Townhouse Style 5 room unit has 3 bedrooms, 2 baths. 4 room units have 2 bedrooms. New applianced kitchens in all units. Separate utilities. Each unit has separate storage and washer/dryer hook-ups. Vinyl siding. Seller states roof is 8 years old. Off street parking for 4 cars. Excellent opportunity for a manageable investment.",,,0,,,,,Haverhill High,,MF,Lewis Street,37,37,http://media.mlspin.com/photo.aspx?mls=71973166
406,71973347,SLD,319900,320000,3/16/2016,5/26/2016,,34,8,680-682 Lowell St,Lawrence,MA,01841,,6,2,2664,111,5000,Michelle Fermin,Century 21 North Shore/Fermin Group,(978) 208-0449,Schedule with Centralized Showing Service or call 888-866-8388,"Location ! Location ! Location! Great 2 family in sought after Tower hill location.  Each unit is a spacious six rooms with three bedrooms.  Gleaming hard wood flooring, updated kitchen, off street parking, care free vinyl siding, vinyl replacement windows, enclosed yard , new carpeting ( first floor bedrooms)  and so much more.  First floor is freshly painted, vacant and just waiting for the new owner.  Second floor is beautifully redone and has a great long term tenant to help pay the mortgage. Deleaded certs on file.  Great buy !",,,0,,,,,,,MF,Lowell St,680682,680-682,http://media.mlspin.com/photo.aspx?mls=71973347
407,71973349,SLD,549900,545000,3/16/2016,5/20/2016,,65,7,21 Bloomingdale St,Chelsea,MA,02150,,9,1,3339,118,3400,Evelyn Dongo,Coldwell Banker First Quality Realty,(781) 322-2424,Appointment Required,"Spacious three family home features 3 bedrooms each unit. First level renovated with new kitchen and bathroom.  Second floor also has an additional small room for office space or pantry.  All units have hardwood floors thru out.  Full unfinished basement , storage room, separate utilities , NEW gas heating units, circuit breaker electrical, large and plenty of storage space. In rear all 3 floors have porches BIG fenced in level yard.  Convenient location easy access to highway.",,,0,,,,,,,MF,Bloomingdale St,21,21,http://media.mlspin.com/photo.aspx?mls=71973349
408,71973405,SLD,319900,319900,3/16/2016,5/6/2016,,42,2,9 Bass Ave,Gloucester,MA,01930,,3,3,1640,118,3950,Lillian LoGrasso,RE/MAX Advantage Real Estate,(978) 281-8005,"Call List Agent, Appointment Required","Wonderfully maintained 2-Family home in East Gloucester conveniently located between Gloucester's exciting Downtown and Good Harbor Beach!  Unit 1 is a spacious 1 bedroom, 1 bath apartment offering a spacious kitchen with lots of cabinets; a formal dining room; a nice living room with bay window & wood stove; and beautiful hardwood floors and tall ceilings! Unit 2 is on the 2nd level and offers a galley kitchen with full pantry, a formal dining room, living room, a full bath, and master bedroom all on one level with gorgeous hardwood floors. Upstairs is an adorable heated, finished attic/loft space for additional bedrooms and offers a half bath. Bonuses include a detached garage, a fantastic deck and enclosed yard space for outdoor entertaining, a full basement w/ half bath, a brand new high efficiency heating system (6 zones) along with a new hot water tank, and the exterior was painted this past fall.  This home can be used easily as a single family as well! Best value on the market!",,,1,,,,,,,MF,Bass Ave,9,9,http://media.mlspin.com/photo.aspx?mls=71973405
409,71973608,SLD,175000,170000,3/15/2016,5/28/2016,,11,10,71 South Quinsigamond Ave,Shrewsbury,MA,01545,,5,3,2096,98,10812,Victoria Laws,Century 21 North Shore,(781) 231-2236,"Accompanied Showings, Appointment Required, Pets on Premises, Other (See Special Showing Instructions)",SHORT SALE - ALL OFFERS ARE SUBJECT TO BOTH SELLER ACCEPTANCE & BANK APPROVAL. THIS HOME HAS 3 LARGE 5 ROOM UNITS AND IS IN NEED OF TLC.,,,0,,,,,,,MF,South Quinsigamond Ave,71,71,http://media.mlspin.com/photo.aspx?mls=71973608
