,MLSNUM,STATUS,LISTPRICE,SOLDPRICE,LISTDATE,SOLDDATE,EXPIREDDATE,DOM,DTO,ADDRESS,CITY,STATE,ZIP,AREA,BEDS,BATHS,SQFT,AGE,LOTSIZE,AGENTNAME,OFFICENAME,OFFICEPHONE,SHOWINGINSTRUCTIONS,REMARKS,STYLE,LEVEL,GARAGE,HEATING,COOLING,ELEMENTARYSCHOOL,JUNIORHIGHSCHOOL,HIGHSCHOOL,OTHERFEATURES,PROPTYPE,STREETNAME,HOUSENUM1,HOUSENUM2,PHOTOURL
61,71863807,SLD,299900,285500,6/25/2015,3/15/2016,,396,181,57 Preston Street,Marlborough,MA,01752,,4,2,1875,118,18295,Marilyn Green,RE/MAX Signature Properties,(508) 485-5111,Schedule with ShowingTime or call 888-627-2775,"Buyer unable to obtain financing, so terrific opportunity for some lucky buyer!!!***Calling all investors/homeowners!!!! **** Looking for great rental property, or possibly live in one and collect rent from the other??  This is the PERFECT property , either as an investor owned, due to great rental potential or for that first time buyer looking for "" help""""with their mortgage!!!  Great frontage on both Mountain and Preston St. ****Fine 2 family home, both offering oversized 5 room apts (1st floor updated- 2nd floor in need of updating) with separate gas & electric.*** Newer gas boilers, water heaters, vinyl siding and windows. Lower level has walk-out and laundry. Gorgeous oversized lot for entertaining/ outdoor enjoyment! ***Priced to sell ""as is"" by longtime owner who has occupied for many, many years! *****Convenient walk to town location, major routes are close for commuters. Call today for your personal tour...motivated owners say "" SELL""...",,,0,,,,,,,MF,Preston Street,57,57,http://media.mlspin.com/photo.aspx?mls=71863807
62,71864905,SLD,227900,221000,6/26/2015,3/15/2016,,201,201,777 New Boston Rd,Fall River,MA,02720,,3,2,1864,93,14647,Anne L Reed,RE/MAX Right Choice,(508) 677-3629,--,"Well-kept shingled Two Family home.  1 & 2 bedroom units, modern kitchens and baths. Many updates and improvements.  Large yard , with garage, garden area, parking area.  Great location: near schools, shopping areas and highways.",,,1,,,,,,,MF,New Boston Rd,777,777,http://media.mlspin.com/photo.aspx?mls=71864905
63,71866275,SLD,349900,298000,6/30/2015,3/18/2016,,101,74,155 Centre Ave,Abington,MA,02351,,7,3,3127,168,38750,Lori A. Nery,Coastal Realty,(508) 990-4280,Call List Office,"Nice 3 family with 7 total beds with possible buildable/sub-dividable lot for sale! Fully rented out collecting over $3,125 in rental income with long term tenants. Plenty of parking and low property taxes. Separate utilities.",,,0,,,Beaver Brook,Frolio,Center,,MF,Centre Ave,155,155,http://media.mlspin.com/photo.aspx?mls=71866275
64,71866866,SLD,115000,113000,7/1/2015,3/4/2016,,211,194,190 Brookline St,Worcester,MA,01603,,4,2,2340,90,108900,Justin Jarboe,Keller Williams Realty Greater Worcester,(508) 754-3020,Schedule with ShowingTime or call 888-627-2775,"THIS IS FOR THE SALE OF TWO S/F HOMES ON ONE DEED. CASH / Rehab loan ONLY. Primary bungalow home #190 is occupied by owner, and requires cosmetic updating. LA is aprox 1300 sqft. Second ranch style home #192 was a rental property until the copper and heating system were taken. The ranch has been abandoned since aprox 2009. (OPINION:Two interior walkthroughs reveal major renovations needed. There is a ""mold-like substance"" covering walls and ceilings. The structure itself seems solid, and needs a total renovation down to the studs.) Approx 1,040sq ft in LA, and has a walk out basement.",,,1,,,,,,,MF,Brookline St,190,190,http://media.mlspin.com/photo.aspx?mls=71866866
65,71866880,SLD,550000,515000,7/1/2015,3/7/2016,,126,104,55 Estes St,Lynn,MA,01902,,6,6,4428,120,3321,Craig Sutherland,Keller Williams Realty,(978) 927-8700,--,Six Unit PowerHouse! All one bedroom units with utilities separate as well as gas/elec metered individually. One heating system/water tank just two years young. All tenant at will with only two on leases. Close proximity to beach and downtown. Take advantage of the only 6 Unit on the Market!,,,0,,,,,,,MF,Estes St,55,55,http://media.mlspin.com/photo.aspx?mls=71866880
66,71867351,SLD,129900,125000,7/2/2015,3/23/2016,,185,133,30-32 Beaudry St,Springfield,MA,01151,Indian Orchard,4,2,2000,116,4992,Mark R. Mcgovern,"Landmark, REALTORS®",(413) 583-5000,"Call List Office, Lock Box, Appointment Required","Fantastic condition & a great home for an owner occupant !! The 1st floor is mint and available for the new buyer to move right in !! Newer Oak cabinets !  Newer Ceramic tile floor !  Brand new Countertop !! Beautiful new flooring thru out! Freshly painted ! Rare 3 bedroom units!  Nice sized front porch ! The upstairs tenants have been there collectively for about 30+ years ! Low maintenance exterior !! The 3rd floor attic is semi finished !! Lots of parking space !! This is a turn key home to move into, or as an investment !! These are in short supply in the outskirts of the city ! Run the numbers - You could own this home & live downstairs for next to nothing !!",,,0,,,,,,,MF,Beaudry St,3032,30-32,http://media.mlspin.com/photo.aspx?mls=71867351
67,71869145,SLD,129900,100000,7/7/2015,3/30/2016,,37,0,37 Rodney St,Worcester,MA,01605,,11,4,5178,98,7649,Juliana B. Danquah,"XSell Realty, LLC",(508) 407-8091,Accompanied Showings,Spacious multi home in need of TLC . Easy access to major routes and shopping. SUBJECT TO SHORT SALE APRROVAL. CALL TODAY!!!,,,0,,,,,,,MF,Rodney St,37,37,http://media.mlspin.com/photo.aspx?mls=71869145
68,71871454,SLD,249000,215000,7/6/2015,3/25/2016,,99,71,65 Rockland St.,Fall River,MA,02724,,8,4,4158,118,6900,Karen Flaherty,Kinnane Group,(508) 678-6673,"Call List Agent, Accompanied Showings, Appointment Required, Sign","Investors take note!  Good location - large, fully-occupied 4-family property with 2-car garage, offering additional income potential. Two 3-bedroom units and two 1-bedroom units - all with separately metered gas and electric, porches, and LOW rents.  Windows replaced in 1990 and electric upgraded to circuit breakers in 1998.  New garage roof and ceiling in 2009, and driveway was repaved in 2011.  Great investment opportunity exists here - please allow 48 hours if possible as property is fully-rented.",,,2,,,,,,,MF,Rockland St.,65,65,http://media.mlspin.com/photo.aspx?mls=71871454
69,71872509,SLD,244900,240000,7/13/2015,3/18/2016,,144,86,248 Cross St,Gardner,MA,01440,,12,6,5940,138,6804,Bruce Gallant,Century 21 North Shore/Storrs & DeNault,(978) 537-5100,"Call List Agent, Lock Box",6 UNITS IN EXCEPTIONAL CONDITION.  LEAD COMPLIANCE CERTS ON HAND.  ALL SEPARATE UTILITIES EXCEPT FOR S&W.  11% CAP RATE / PROFORMA AVAILABLE.  GAS BOILERS IN GOOD CONDITION.  CIRCUIT BREAKERS W/HOUSE METER.  AREA FOR COIN OPERATED LAUNDRY AVAILABLE IN BASEMENT.  OWNER HAS 2 UNITS RENTED AND 4 MORE READY TO GO.  NOTHING NEEDED IN VACANT UNITS.  PERFECT LOW MAINTENANCE BUILDING FOR YOUR INVESTMENT PORTFOLIO.,,,0,,,,,,,MF,Cross St,248,248,http://media.mlspin.com/photo.aspx?mls=71872509
70,71875614,ACT,465000,,7/18/2015,,,831,,45 Everett Street,Middleboro,MA,02346,,11,6,3000,118,20000,Matthew Zimmerman,Regent Real Estate,(508) 888-3179,--,"STOREFRONT IN MIDDLEBORO AND FIVE (5) RESIDENTIAL UNITS ABOVE! STRONG, RELIABLE RENTROLL ... HIGH VISIBILITY CORNER LOT LOCATION IN AREA NEEDING A STORE! LIVE AT YOUR BUSINESS OR HOUSE YOUR STORE MANAGER HERE! PROPERTY ALSO HAS LARGE DETACHED 3-CAR GARAGE AS A SEPARATE RENTABLE STRUCTURE. MUCH WORK NEEDED COME MAKE YOUR OWN ASSESSMENT. CLOCKWORK RENTROLL WILL BE INCREASED 10% +/-  BY CURRENT OWNER FOR YOU BEFORE CONVEYANCE *NOTE: 1 OF 5 APARTMENTS RENTED AT DISCOUNT FOR ON-SITE RESIDENT MANAGER, A 10+ YEAR OCCUPANT--- DRIVE-BYS ARE ENCOURAGED AS LOCATION WILL HAVE YOUR WHEELS TURNING -- STORE CONVERSION IT IS SITTING VACANT READY TO GO FOR YOU ! --",,,3,,,,,,,MF,Everett Street,45,45,http://media.mlspin.com/photo.aspx?mls=71875614
71,71876125,SLD,119900,125000,7/20/2015,3/31/2016,,221,211,10 Powers St.,Spencer,MA,01562,,2,2,760,118,10001,James Lovett,Century 21 Toomey-Lovett,(508) 885-3443,"Call List Agent, Accompanied Showings",2nd Floor rented and 1st. floor ready for a new landlord.( 2 ) one bedroom apartments. great investment for the right buyer. will require showing notice for tenants. Nice location. little to do to make this perfect. Could be a money maker for the right person.,,,0,,,,,,,MF,Powers St.,10,10,http://media.mlspin.com/photo.aspx?mls=71876125
72,71877166,SLD,369000,350000,7/22/2015,3/10/2016,,41,17,55 Bowdoin Ave,Boston,MA,02121,,7,3.5,2380,98,9587,Eric Lindsey,Keller Williams Realty - Foxboro/North Attleboro,(508) 695-4545,Other (See Special Showing Instructions),Short Sale subject to lender approval. Solid two family home in need of some updates.,,,0,,,,,,,MF,Bowdoin Ave,55,55,http://media.mlspin.com/photo.aspx?mls=71877166
73,71877417,SLD,299900,292500,7/22/2015,3/21/2016,,197,174,79 Swift's Beach Rd.,Wareham,MA,02571,Swifts Beach ,6,3.5,2990,17,11530,William Bachant,Laforce Realty Corp.,(508) 295-7712,"Call List Office, Call List Agent, Lock Box, Accompanied Showings, Appointment Required, Sign, Other (See Special Showing Instructions)","Rare 2 family home in Swift's Beach AND out of the flood zone.  Well built in 2001, this comfortable airy over sized Colonial features gas log fireplace in main home, farmers porch on front and spacious deck in rear with in-law apartment set up as well as a first floor bedroom.  Master bedroom has cathedral ceiling.  With 6 total bedrooms and 3 and 1/2 baths, this home is perfect for the large family or for a family with extended family members.  Short drive to popular Swift's Beach, yet out of the flood zone.  Great price!  Call today!",,,1,,,,,,,MF,Swift's Beach Rd.,79,79,http://media.mlspin.com/photo.aspx?mls=71877417
74,71877610,SLD,5500000,5500000,7/22/2015,3/3/2016,,79,22,178 North Street,Boston,MA,02113,North End,18,8,7545,119,1745,Vineburgh/DiMella Team,"Charlesgate Realty Group, llc",(617) 587-0100,"Appointment Required, Other (See Special Showing Instructions)","CALL FOR OFFERS: Any offers are due Friday, August 7th by 5pm. Rare opportunity to buy a premium multifamily asset in a core North End location with fantastic income potential. Situated on a 1745 square foot corner lot at the intersection of Richmond Street and North Street, just south of historic North Square, the 5 story building is 9054 gross square feet (7545 livable sf) consisting of 8 residential units over a premier restaurant/retail space on street level The property has been family owned and occupied for generations and has been very well maintained over the years including recent brick facade repointing and fire escape improvements, yet provides significant value add opportunity to upgrade unit interiors and/or reconfigure floor plans to substantially increase rents or sell as part of a condo conversion. The property is being offered on an ""unpriced"" basis with private tours starting immediately. Final building tours are available Tuesday, August 4. Offers due Friday August 7",,,0,,,,,,,MF,North Street,178,178,http://media.mlspin.com/photo.aspx?mls=71877610
75,71878712,SLD,257900,241000,7/24/2015,3/4/2016,,166,166,92 New Boston Rd,Fall River,MA,02720,,6,3,3815,118,7840,Ronald Oliveira,Century 21 Signature Properties,(508) 999-4541,Call List Agent,"Highlands, lots of potential, spacious apartments with double parlors, fireplaces on first and second floor, hardwood throughout, solid pocket doors, first floor owner's unit, central air, laundry in unit, second floor newly renovated, new kitchen. First floor is in need of cosmetic work but loads of potential. All separate utilities, hugh oversized  garage with electric and second floor. This is a great owner occupied home in the heart of the Highlands, across from hospital, minutes to highway!",,,2,,,,,,,MF,New Boston Rd,92,92,http://media.mlspin.com/photo.aspx?mls=71878712
76,71878714,SLD,239900,240000,7/24/2015,3/21/2016,,192,191,1 Orne St,Worcester,MA,01605,,9,3,3748,120,9827,Kelly A. Nelson,Blue Sky Realty,(508) 757-2583,"Call List Agent, Accompanied Showings, Appointment Required","Great Opportunity for Owner Occupied or Investor!!! Money Maker!!!! Beautiful Corner Lot!!! Ample Parking!!! Large Yard~ Potential For Buildable Lot, Buyer to Verify!!! Newer Roof- 5yrs New!!!! Replacement Windows!!! New Sewer Line to Street!! Hookups in Units!!! Low Operating Costs!!",,,0,,,,,,,MF,Orne St,1,1,http://media.mlspin.com/photo.aspx?mls=71878714
77,71879088,SLD,75000,79000,7/24/2015,3/17/2016,,95,11,23 Park Street,Montague,MA,01376,Turners Falls,6,2,2600,118,5739,Eric Gilmour,Keller Williams Realty,(413) 585-0022,"Call List Agent, Accompanied Showings, Appointment Required, Sign, Other (See Special Showing Instructions)","This outstanding investment opportunity close to downtown Turners Falls is waiting for the right buyer to bring it into the 21st Century!  A nicely sized Two-Family on three floors with three bedrooms each, it needs some work but has strong bones.  Close to town and public services.  Come with you ideas and bring your investment to life!",,,2,,,Sheffield,Great Falls,Turners Falls,,MF,Park Street,23,23,http://media.mlspin.com/photo.aspx?mls=71879088
78,71880057,SLD,249000,250000,7/27/2015,3/15/2016,,225,142,440 Elm St,Fitchburg,MA,01420,,10,9,5658,118,7040,Darlene Rossi,Morin Real Estate,(978) 297-0961,"Call List Office, Call List Agent, Accompanied Showings, Appointment Required","Turn key investment property.  7-1 BR units.  1-2 BR unit.  1 Studio.  Separate utilities, professionally managed and off street parking!  Call Today!",,,0,,,,,,,MF,Elm St,440,440,http://media.mlspin.com/photo.aspx?mls=71880057
79,71880067,SLD,209999,200000,7/27/2015,3/31/2016,,210,210,92 Highland Ave,Ludlow,MA,01056,,4,2,1740,0,10019,Tony Bernardes,The Property Shop Real Estate,(413) 583-3663,"Call List Office, Call List Agent, Accompanied Showings, Appointment Required","This well appointed two family near Whitney Park is perfect for an owner occupied family or a nice investment property. Both units feature 2br, 1 bath, gas heat & many updates over the years including a new roof, new furnace, blown-in insulation, newer vinyl windows and storage shed. Featuring beautiful hardwood floors, wrap around enclosed porch, spacious yard & easy commuting with Mass Pike around the corner. Make an appointment to see this great deal in Ludlow!",,,0,,,,,,,MF,Highland Ave,92,92,http://media.mlspin.com/photo.aspx?mls=71880067
80,71880350,SLD,549000,515000,7/28/2015,3/11/2016,,196,11,35 Jericho Road,Scituate,MA,02066,,5,3,2625,46,12545,Michelle Larnard,William Raveis R.E. & Home Services,(781) 545-1533,Schedule with ShowingTime or call 888-627-2775,"Invest in a home that could pay for itself! Or, live here and enjoy the amazing views of boats sailing by, walkers enjoying the sunshine, the peaceful meadow with ever-changing colors out back, and Scituate at its finest! Located around the corner from shops, restaurants, the movie theatre, and even the grocery store. No car needed! The lower level unit is partly handicap-accessible and has its own laundry and a private deck in the rear. The upstairs unit has two floors with unexpectedly spacious rooms and an amazing front deck that overlooks the harbor.  This property is not a drive by! The additional garage space offers even more storage.  Finally, an opportunity to truly invest in Scituate!",,,1,,,,Gates,SHS,,MF,Jericho Road,35,35,http://media.mlspin.com/photo.aspx?mls=71880350
81,71883195,SLD,709900,680000,8/3/2015,3/22/2016,,128,128,10 Nantasket Ave,Boston,MA,02135,Brighton,6,2.5,0,108,5000,Diane Capodilupo Team,RE/MAX Achievers,(617) 323-5050,"Accompanied Showings, Appointment Required, Schedule with ShowingTime or call 888-627-2775",*. Come see this Solid 4 level All Brick 2 family home  with Brick 2 car garage! Walk to St Elizabeth's Hospital   ** Fabulous Opportunity ***  Ideal for extended Family or an Ideal Condo Conversion ***   - 1st floor unit is bi- level with finished Lower Level __ 2nd unit is 7 rooms  bi- level with 2 more  bedrooms on 3rd floor *** Brick 2 car garage  * Drive by  to see this special property *** Near Boston College - Walk to Cleveland Circle and Reservoir Close to Cambridge *** Walk to St E's Hospital and Brighton Center ****,,,2,,,,,,,MF,Nantasket Ave,10,10,http://media.mlspin.com/photo.aspx?mls=71883195
82,71883809,SLD,224900,223500,8/4/2015,3/31/2016,,147,139,123 Deane St,New Bedford,MA,02746,,6,2,3496,116,6926,Charles E. Roberts,Roberts Associates Real Estate,(508) 675-1900,"Lock Box, Appointment Required, Other (See Special Showing Instructions)","$$$$ GREAT NEW PRICE, THIS HOME WILL NOT LAST, LOOK AT ALL THE AMAZING WOODWORK, GET IN NOW BEFORE THIS IS GONE $$$$$ Get ready to be amazed by this two family home located close to all New Bedford amenities. This property is located between Ashley Blvd and Acushnet Blvd giving you quick access to schools, local/area highways, parks and shopping such as grocery markets and retail shops. The exterior of the home is brick on all four sides with lovely landscaping in the front. At the end of the private driveway is a 3 car detached and parking for several cars. Inside these units have many nice original details such as original wood trim and glass pocket doors between the living room and dining room. Each unit is just over 1700sf featuring an eat-in kitchen, dining room, living room, den/sun room, 3 bedrooms and 1 full bathroom.",,,3,,,Hayden-mcfadden,Normandin,NBHS,,MF,Deane St,123,123,http://media.mlspin.com/photo.aspx?mls=71883809
83,71883999,SLD,299900,285000,8/4/2015,3/24/2016,,187,124,17-19 Winthrop Avenue,Lawrence,MA,01843,South Lawrence,4,4,3265,148,4615,Alberto Nunez,"Coco, Early & Associates",(978) 687-8484,Call List Agent,"A well maintained 4 family with plenty of parking for tenants and a brand new roof just installed. Very close to major highways, routes and public transportation.",,,0,,,South Law. East,South Law. East,Lawrence High,,MF,Winthrop Avenue,1719,17-19,http://media.mlspin.com/photo.aspx?mls=71883999
84,71884574,SLD,399900,370000,8/1/2015,3/22/2016,,235,67,7-9 Coleman St,Lawrence,MA,01843,,7,3,3500,3,5000,Sorangel Oviedo,"Angel Homes Realty, Inc.",(978) 390-7469,"Call List Agent, Accompanied Showings, Appointment Required","BEST DEAL IN TOWN!! New Construction 2015 !! You'll quickly appreciate this stately Beautiful 2 family !! Featuring over 3500 sqft of living space inviting open concept floor plan, Each unit offer 3 Bedrooms a good size living room, dining room, large kitchen ,full bathroom. Plenty of off street Parking and a nice yard. Best value on the market! priced to sell!! Wont last!! Please do not enter construction area !!!",,,0,,,,,,,MF,Coleman St,79,7-9,http://media.mlspin.com/photo.aspx?mls=71884574
85,71884620,SLD,215000,230000,8/3/2015,3/16/2016,,226,11,34 Hazel St,Salem,MA,01970,,4,2,1980,148,3030,Vision Realty Group,RE/MAX Renaissance Inc.,(978) 664-3000,"Schedule with ShowingTime or call 888-627-2775, Other (See Special Showing Instructions)","Property is sold AS-IS. Smoke inspection and final water reading buyer's responsibility. Bank negotiations handled by short sale attorney. Subject to third party approval and other liens. All information can be found at registry of deeds. AGENTS: FOLLOW SPECIAL SHOWING INSTRUCTIONS.  This is a GREAT opportunity to own a multi-family!  Great rental income potential, two driveways.  Easy to show!",,,1,,,,,,,MF,Hazel St,34,34,http://media.mlspin.com/photo.aspx?mls=71884620
86,71885080,SLD,380000,407000,8/6/2015,3/4/2016,,25,8,53 Staples Ave,Everett,MA,02149,,4,2,2702,118,3238,Andrew Nazzaro,United Brokers,(617) 389-2700,"Call List Agent, Accompanied Showings, Appointment Required","Multiple Offers, Highest & Best Due. 2nd Showing Thursday 8/13 @ 5-6pm. Very Large Two Family for Sale in Everett! Excellent floor plan, both units include living room, dining room, 2 bedrooms (ea. unit) w/ full bath. Hardwood Floors. Possibly add parking to rear of house for added value and convenience. New Vinyl Siding & Windows.",,,0,,,,,,,MF,Staples Ave,53,53,http://media.mlspin.com/photo.aspx?mls=71885080
87,71885264,SLD,259900,259900,8/5/2015,3/7/2016,,215,159,251 Route 125,Kingston,NH,03848,,3,2,2372,38,87120,Lynne B. Merrill,The Merrill Bartlett Group,(603) 642-5171,"Sign, Schedule with ShowingTime or call 888-627-2775","Completely renovated duplex in great commuter location. Live in one side and rent the other or buy as an investment. Granite counters and stainless appliances. Hardwood, tile and carpeted floors, new FHW furnaces, updated electric, sunroom, storage sheds, ceiling fans, separate utilities, the list goes on. One has has two bedrooms, a sunroom, and a great room with lots of space for the kitchen, dining and living. The other side has one bedroom/office, kitchen, living room and a bonus room that could be a bedroom or family room. Don't miss out on this opportunity.",,,0,,,DJ Bakie,Sanborn MS,Sanborn HS,,MF,Route 125,251,251,http://media.mlspin.com/photo.aspx?mls=71885264
88,71885997,SLD,489000,475000,8/7/2015,3/18/2016,,219,157,605A-607B Park Street,Boston,MA,02124,Dorchester,6,3,2640,19,3407,Salim Chowdhury,TAJ Mahal Realty LLC,(617) 909-1500,"Call List Office, Call List Agent","Two Family duplex side by side built 1999. All good size bedrooms & walk in closets also Master bed with Balcony. Two level of living space,1st floor open floor with living, dining & kitchen. 2nd floor 3 bedrooms, 1 and 1/2 baths and full basement in each unit. Hardwood on first level and carpet on second level. Back yard patio for summer enjoyment. This is a rare opportunity to own a very nice income property for future condo conversion.  Seller just put brand new roof.",,,0,,,,,,,MF,Park Street,605607,605A-607B,http://media.mlspin.com/photo.aspx?mls=71885997
89,71886141,SLD,749000,710000,8/7/2015,3/30/2016,,220,175,15 Keayne,Revere,MA,02151,,6,4,5248,14,6561,Lisa Licata-Schepici,"LLS Realty, LLC",(781) 244-5566,Other (See Special Showing Instructions),"11year young Legal 2family. Like a stunning European villa your guests will be so impressed with the quality materials used in this gorgeous home.  The first floor unit has tons of hardwood flooring with a huge livingroom/diningroom kitchen combo and beautiful stone fireplace.  Gorgeous custom cabinets and granite counters/island, full tile bath and 2 bedrooms with a great flow. French doors in unit 1 leads to a covered porch, patio and inground heated pool. Unit 2 is huge with 4 bedrooms, 2 baths, master with balcony overlooking inground pool.Gleaming hardwood floor livingroom/diningroom/kitchen combo with island and unique fireplace great for the large family and entertaining. Cathedral ceilings, central air top of the line appliances, unique lighting and fantastic floor plan in both units.  The finished basement is a bonus with another bath and laundry. Oversized garage,paver drive,steps to Whelan & SBA schools, shopping, T,highway & airport.",,,1,,,Whelan,Susan B Anthony,Revere,,MF,Keayne,15,15,http://media.mlspin.com/photo.aspx?mls=71886141
90,71886160,SLD,139800,119000,8/7/2015,3/1/2016,,66,66,54 -56 School St,South Hadley,MA,01075,,5,2,1536,148,10590,The Tracy Gagne Realty Group,Keller Williams Realty,(413) 585-0022,Schedule with ShowingTime or call 888-627-2775,"Hard to find duplex in South Hadley on .24 acre lot located in a quiet neighborhood. Near play grounds and community parks, close to College. Priced well, great opportunity for investors or owner occupants.",,,0,,,,,,,MF,School St,54 56,54 -56,http://media.mlspin.com/photo.aspx?mls=71886160
91,71887189,SLD,164500,164000,8/10/2015,3/8/2016,,142,142,107-109 Brunswick,Springfield,MA,01108,Forest Park,6,2,2518,93,5149,Roseann Caliento,Santaniello Real Estate,(413) 733-2975,"Call List Office, Call List Agent, Lock Box",New Windows and Roof installed MAY 2015.  Two New Gas Boilers installed DECEMBER 2015. Absolutely Charming Two Family with Beautiful Original Wood Floors. Large Spacious Rooms. Plenty of Storage.  Tenants Pay Own Utilities. Close to Everything=Easy Commute! Very nice neighborhood. Both units vacant.,,,2,,,,,,,MF,Brunswick,107109,107-109,http://media.mlspin.com/photo.aspx?mls=71887189
92,71888024,SLD,125000,119700,8/12/2015,3/4/2016,,189,176,131-133 Ash St,Gardner,MA,01440,,6,2,2383,118,36754,Colleen Altison,Innovative Real Estate Solutions LLC,(978) 928-1115,Other (See Special Showing Instructions),"Exterior inspection only.  There will be no access for inspections or appraisal.  Being sold with occupants in place. Two houses on one Lot.  Great for in-law set up, or extra rental income.  According to tax records:  House # 131 has 6 rooms and 4 bedrooms with 1355 SF.  House #133 has 4 rooms 891 sq. ft.  prohibited). All offers received prior to the event period should be submitted by the buyer or buyer's agent by clicking on the ""Make Offer"" button on the Property Details page on HomeSearch.com. All offers will be reviewed and responded to within 3 business days. All properties are subject to a 5% buyer’s premium pursuant to the Event Agreement and Terms & Conditions (minimums will apply).",,,1,,,,,,,MF,Ash St,131133,131-133,http://media.mlspin.com/photo.aspx?mls=71888024
93,71888067,SLD,217500,220000,8/11/2015,3/29/2016,,185,185,25 Maple Street,Webster,MA,01570,,9,3,4467,128,10193,Melinda Titus,"M. Titus Realty, Inc.",(508) 243-2251,"Accompanied Showings, Appointment Required","LARGE 3 FAMILY WITH LARGE SHED THAT COULD BE AN IN-LAW APARTMENT, SHED HAS ELECTRICITY, WATER & SEWER, HEATING SYSTEM  1 GARAGE & 12 OFF STREET PARKING SPOTS.  LARGE UNITS ALL UNITS HAVE 6 RMS 3 BR 1 BATH, LARGE EAT IN KITCHENS, LARGE ROOMS, STORAGE, PANTRIES, HARDWOODS UNDER CARPETS, GAS ON GAS HEAT EXCEPT 1ST FLOOR.  BASEMENT IS PARTIALY FINISHED W/ 4 EXTRA ROOMS AND BATHROOM.  TENANTS PAY OWN UTILITIES INCLUDING TRASH REMOVAL, NICE YARD, ENCLOSED PORCHES, REPLACEMENT WINDOWS, ATTIC STORAGE, 2 DRIVEWAYS AND MORE",,,1,,,,,,,MF,Maple Street,25,25,http://media.mlspin.com/photo.aspx?mls=71888067
94,71888830,SLD,370300,330000,8/13/2015,3/22/2016,,175,154,15 Lewis Ave,Norwood,MA,02062,,3,3,1809,118,5000,Asset Management Division,RE/MAX Real Estate Center,(508) 543-3922,Schedule with ShowingTime or call 888-627-2775,"Super convenient location for this 3 family!! All 1 bed units! Property being sold in as is condition. $1,000.00 deposit and pre approval needed with offer. *Any and all offers are contingent upon receipt of a fully executed and mutually acceptable P&S agreement, including any and all of the sellers addendums. Good faith monies in escrow without a fully executed P&S agreement, does not bind seller.  Buyer assist credit available as follows:  In the event within 30 calendar days of being listed an offer is accepted for the purchase of an REO property the buyer will receive a $2,500 buyer assist/credit at closing of such contemplated sale, if within 61-90 days buyer will receive $2,000 buyer assist credit and if within 91 days or more, buyer will receive $1,500 buyer assist credit!",,,0,,,,,,,MF,Lewis Ave,15,15,http://media.mlspin.com/photo.aspx?mls=71888830
95,71888842,SLD,189900,176000,8/13/2015,3/18/2016,,219,174,308 Cambridge Street,Worcester,MA,01603,,6,3,3666,123,5826,Daniel Russell,RE/MAX Advantage 1,(508) 757-4200,Schedule with ShowingTime or call 888-627-2775,"Large three unit building, great opportunity for owner or investor, features two bedrooms each floor, first floor has new gas boiler, second and third floor are gas & gas stoves with parlor heaters, vinyl siding on two sides of the building, right of way from Dwight St for parking, easy access to highways,.",,,0,,,,,,,MF,Cambridge Street,308,308,http://media.mlspin.com/photo.aspx?mls=71888842
96,71889470,SLD,134900,130000,8/14/2015,3/14/2016,,188,188,30 MECHANIC STREET,Fitchburg,MA,01420,,4,2,2730,188,3806,Lauren McNamara,LAER Realty Partners,(978) 534-3100,"Call List Agent, Accompanied Showings, Appointment Required, Sign","Buyer's Financing fell apart!  Seller is ready to close. Beautiful classic 2-family home in impeccable condition with beautiful built-ins, crown molding and gorgeous maple and oak hardwood floors with two fire-placed living-rooms.   Entire exterior freshly painted most of the interior as well.  10 new insulated windows, both kitchens have new congoleum floors along with a new roof and chimney. A bonus 3rd floor walk up attic, which has also been painted recently, could be used as more living space.  Walking distance to the Art Museum, Post Office, Local Banking, Public Library, City Hall, pubs, restaurants and beautiful parks.  This is a must see, will go fast!",,,0,,,Public/Private,Public/Private,Public/Private,,MF,MECHANIC STREET,30,30,http://media.mlspin.com/photo.aspx?mls=71889470
97,71890703,SLD,225900,190000,8/17/2015,3/18/2016,,163,124,100 Hampton St,Auburn,MA,01501,,4,2,2028,104,16552,Pamela Therrien,Orbit Realty,(508) 943-3005,"Call List Agent, Accompanied Showings, Appointment Required","MOVE-IN READY!!!  Investment property , mortgage helper, great in-law set up. Nice large corner lot with 2 Houses and a  2 car garage. Main house has enclosed front porch, double living room, Kitchen - Dining Room combination. All natural woodwork. Second floor has three bedrooms and full bathroom. House has replacement windows. Roof is approx. 15 years old. Updated electrical and furnace. .  Smaller house has over 700 sq ft. Large living room. kitchen with nice cabinets, stove and hook up for washer.  Good size Bathroom has shower with tub. Large Bedroom. Utility room contains furnace and dryer hookup. Great view.  Fast closing available..            See also MLS#71925524",,,2,,,,,,,MF,Hampton St,100,100,http://media.mlspin.com/photo.aspx?mls=71890703
